ORDER_ID,PART_ID,SUPPLIER_ID,WAREHOUSE_ID,ORDER_DATE,PROMISED_DATE,ACTUAL_DATE,ORDER_QTY,RECEIVED_QTY,UNIT_COST_KRW,ORDER_AMOUNT_KRW,DELAY_DAYS,ORDER_TYPE,STATUS
ORD001003,PT016,SUP002,WH008,2022-11-26,2022-12-06,2022-12-06,260,260,98576,25629760,0,REGULAR,DELIVERED
ORD001004,PT024,SUP009,WH003,2022-11-26,2022-12-01,2022-12-02,10100,10100,8518,86031800,0,REGULAR,DELIVERED
ORD001005,PT014,SUP005,WH007,2022-11-27,2022-12-04,2022-12-09,190,190,67760,12874400,0,REGULAR,DELIVERED
ORD001006,PT017,SUP005,WH008,2022-11-27,2022-12-04,2022-12-13,472,472,49962,23582064,9,BLANKET,DELAYED
ORD001007,PT028,SUP010,WH003,2022-11-27,2022-11-29,2022-11-30,16050,16050,6007,96412350,0,EMERGENCY,DELIVERED
ORD001008,PT001,SUP001,WH001,2022-11-28,2022-12-12,2022-12-14,81,81,1799670,145773270,0,BLANKET,DELIVERED
ORD001009,PT010,SUP003,WH003,2022-11-28,2022-12-12,2022-12-15,46,46,976904,44937584,0,BLANKET,DELIVERED
ORD001010,PT012,SUP010,WH001,2022-11-28,2022-11-30,2022-11-30,6040,6040,12293,74249720,0,EMERGENCY,DELIVERED
ORD001011,PT017,SUP005,WH007,2022-11-28,2022-12-01,2022-12-04,136,136,46474,6320464,0,EMERGENCY,DELIVERED
ORD001012,PT020,SUP006,WH002,2022-11-28,2022-12-05,2022-12-11,1210,1210,42572,51512120,0,REGULAR,DELIVERED
ORD001013,PT013,SUP003,WH001,2022-11-29,2022-12-04,2022-12-06,4440,4440,7683,34112520,0,REGULAR,DELIVERED
ORD001014,PT004,SUP007,WH005,2022-12-01,2022-12-15,2022-12-19,42,42,630663,26487846,0,REGULAR,DELIVERED
ORD001015,PT011,SUP010,WH001,2022-12-01,2022-12-08,2022-12-11,4280,4280,18889,80844920,0,REGULAR,DELIVERED
ORD001016,PT011,SUP010,WH001,2022-12-02,2022-12-05,2022-12-10,3420,3420,18442,63071640,0,EMERGENCY,DELIVERED
ORD001017,PT025,SUP009,WH001,2022-12-02,2022-12-07,2023-01-06,18500,18500,12176,225256000,30,BLANKET,DELAYED
ORD001018,PT025,SUP009,WH006,2022-12-02,2022-12-04,2022-12-22,3800,3800,11674,44361200,18,EMERGENCY,DELAYED
ORD001019,PT028,SUP010,WH004,2022-12-02,2022-12-07,2022-12-08,11700,11700,6158,72048600,0,REGULAR,DELIVERED
ORD001020,PT007,SUP001,WH006,2022-12-03,2022-12-21,2022-12-21,18,18,473977,8531586,0,REGULAR,DELIVERED
ORD001021,PT026,SUP010,WH007,2022-12-03,2022-12-06,2022-12-15,3300,3300,3608,11906400,9,REGULAR,DELAYED
ORD001022,PT026,SUP010,WH007,2022-12-03,2022-12-06,2022-12-06,3000,3000,3558,10674000,0,REGULAR,DELIVERED
ORD001023,PT012,SUP010,WH006,2022-12-04,2022-12-09,2022-12-12,640,640,12235,7830400,0,REGULAR,DELIVERED
ORD001024,PT019,SUP003,WH003,2022-12-04,2022-12-11,2022-12-14,620,620,52678,32660360,0,REGULAR,DELIVERED
ORD001025,PT021,SUP008,WH006,2022-12-04,2022-12-11,2022-12-11,152,152,184044,27974688,0,EMERGENCY,DELIVERED
ORD001026,PT003,SUP006,WH005,2022-12-05,2022-12-23,2023-01-02,32,32,860236,27527552,10,BLANKET,DELAYED
ORD001027,PT005,SUP004,WH002,2022-12-05,2022-12-19,2022-12-20,188,188,363509,68339692,0,BLANKET,DELIVERED
ORD001028,PT010,SUP003,WH006,2022-12-05,2022-12-19,2022-12-21,15,15,950625,14259375,0,REGULAR,DELIVERED
ORD001029,PT012,SUP010,WH005,2022-12-05,2022-12-10,2022-12-11,1420,1420,11698,16611160,0,REGULAR,DELIVERED
ORD001030,PT029,SUP009,WH008,2022-12-05,2022-12-08,2022-12-10,6000,6000,4310,25860000,0,BLANKET,DELIVERED
ORD001031,PT022,SUP005,WH004,2022-12-06,2022-12-16,2022-12-21,552,552,68514,37819728,0,REGULAR,DELIVERED
ORD001032,PT026,SUP010,WH002,2022-12-06,2022-12-09,2022-12-11,19900,19900,3395,67560500,0,BLANKET,DELIVERED
ORD001033,PT010,SUP003,WH002,2022-12-08,2022-12-22,2022-12-25,78,78,980543,76482354,0,BLANKET,DELIVERED
ORD001034,PT019,SUP003,WH006,2022-12-08,2022-12-15,2022-12-18,230,230,53542,12314660,0,REGULAR,DELIVERED
ORD001035,PT024,SUP009,WH006,2022-12-08,2022-12-13,2023-01-07,2700,2700,8724,23554800,25,REGULAR,DELAYED
ORD001036,PT015,SUP010,WH004,2022-12-09,2022-12-16,2022-12-17,840,840,21976,18459840,0,REGULAR,DELIVERED
ORD001037,PT015,SUP010,WH005,2022-12-09,2022-12-12,2022-12-13,720,720,22180,15969600,0,EMERGENCY,DELIVERED
ORD001038,PT018,SUP002,WH003,2022-12-09,2022-12-12,2022-12-15,972,972,79796,77561712,0,EMERGENCY,DELIVERED
ORD001039,PT005,SUP004,WH004,2022-12-10,2022-12-17,2022-12-18,72,72,393016,28297152,0,EMERGENCY,DELIVERED
ORD001040,PT005,SUP004,WH006,2022-12-10,2022-12-24,2022-12-29,36,36,375200,13507200,0,REGULAR,DELIVERED
ORD001041,PT001,SUP001,WH004,2022-12-11,2022-12-18,2022-12-19,25,25,1731096,43277400,0,EMERGENCY,DELIVERED
ORD001042,PT019,SUP003,WH005,2022-12-11,2022-12-18,2022-12-19,300,300,55239,16571700,0,REGULAR,DELIVERED
ORD001043,PT022,SUP005,WH005,2022-12-11,2022-12-16,2022-12-31,424,232,69561,29493864,15,EMERGENCY,PARTIAL
ORD001044,PT027,SUP009,WH006,2022-12-11,2022-12-14,2022-12-21,14000,14000,835,11690000,0,REGULAR,DELIVERED
ORD001045,PT028,SUP010,WH008,2022-12-11,2022-12-16,2022-12-18,3650,3650,6165,22502250,0,REGULAR,DELIVERED
ORD001046,PT024,SUP009,WH007,2022-12-12,2022-12-17,2023-01-08,1550,1550,8716,13509800,22,REGULAR,DELAYED
ORD001047,PT029,SUP009,WH002,2022-12-12,2022-12-15,2023-01-04,18800,18800,4304,80915200,20,REGULAR,DELAYED
ORD001048,PT006,SUP002,WH005,2022-12-13,2022-12-23,2022-12-23,76,76,230505,17518380,0,REGULAR,DELIVERED
ORD001049,PT010,SUP003,WH006,2022-12-13,2022-12-27,2022-12-30,14,14,926445,12970230,0,REGULAR,DELIVERED
ORD001050,PT004,SUP007,WH004,2022-12-14,2022-12-28,2022-12-30,60,60,592123,35527380,0,REGULAR,DELIVERED
ORD001051,PT006,SUP002,WH004,2022-12-14,2022-12-24,2022-12-27,100,100,223351,22335100,0,REGULAR,DELIVERED
ORD001052,PT007,SUP001,WH001,2022-12-14,2023-01-01,2023-01-05,188,188,482643,90736884,0,REGULAR,DELIVERED
ORD001053,PT010,SUP003,WH005,2022-12-14,2022-12-21,2022-12-22,25,25,986444,24661100,0,EMERGENCY,DELIVERED
ORD001054,PT002,SUP004,WH003,2022-12-15,2023-01-05,2023-01-07,28,28,2057070,57597960,0,REGULAR,DELIVERED
ORD001055,PT020,SUP006,WH005,2022-12-15,2022-12-22,2022-12-25,490,490,41640,20403600,0,REGULAR,DELIVERED
ORD001056,PT028,SUP010,WH007,2022-12-15,2022-12-20,2022-12-22,3000,3000,5815,17445000,0,REGULAR,DELIVERED
ORD001057,PT007,SUP001,WH002,2022-12-16,2023-01-03,2023-01-04,108,108,468256,50571648,0,REGULAR,DELIVERED
ORD001058,PT011,SUP010,WH002,2022-12-16,2022-12-23,,4420,0,17684,78163280,0,REGULAR,CANCELLED
ORD001059,PT015,SUP010,WH004,2022-12-16,2022-12-23,2022-12-26,630,630,21454,13516020,0,REGULAR,DELIVERED
ORD001060,PT018,SUP002,WH005,2022-12-16,2022-12-19,2022-12-19,368,368,80655,29681040,0,EMERGENCY,DELIVERED
ORD001061,PT018,SUP002,WH006,2022-12-16,2022-12-23,2022-12-24,176,176,81133,14279408,0,BLANKET,DELIVERED
ORD001062,PT026,SUP010,WH004,2022-12-16,2022-12-19,2022-12-19,9400,9400,3582,33670800,0,REGULAR,DELIVERED
ORD001063,PT028,SUP010,WH004,2022-12-16,2022-12-18,2022-12-18,12400,12400,6083,75429200,0,EMERGENCY,DELIVERED
ORD001064,PT030,SUP010,WH005,2022-12-16,2022-12-19,2022-12-22,16400,16400,2230,36572000,0,REGULAR,DELIVERED
ORD001065,PT010,SUP003,WH005,2022-12-17,2022-12-31,2022-12-31,27,27,936698,25290846,0,REGULAR,DELIVERED
ORD001066,PT011,SUP010,WH004,2022-12-17,2022-12-24,2022-12-25,1820,1820,17344,31566080,0,BLANKET,DELIVERED
ORD001067,PT015,SUP010,WH003,2022-12-17,2022-12-24,2022-12-25,1030,1030,21132,21765960,0,REGULAR,DELIVERED
ORD001068,PT012,SUP010,WH007,2022-12-18,2022-12-23,2022-12-24,540,540,12195,6585300,0,BLANKET,DELIVERED
ORD001069,PT002,SUP004,WH002,2022-12-19,2023-01-09,2023-01-13,32,32,2087981,66815392,0,REGULAR,DELIVERED
ORD001070,PT006,SUP002,WH001,2022-12-19,2022-12-29,2022-12-31,388,388,225357,87438516,0,REGULAR,DELIVERED
ORD001071,PT009,SUP001,WH007,2022-12-19,2022-12-29,2022-12-29,32,32,240106,7683392,0,BLANKET,DELIVERED
ORD001072,PT022,SUP005,WH001,2022-12-19,2022-12-24,2022-12-29,1296,1296,65334,84672864,0,EMERGENCY,DELIVERED
ORD001073,PT022,SUP005,WH002,2022-12-19,2022-12-29,2023-01-03,880,880,64658,56899040,0,BLANKET,DELIVERED
ORD001074,PT025,SUP009,WH006,2022-12-19,2022-12-24,,2900,0,11691,33903900,0,REGULAR,CANCELLED
ORD001075,PT010,SUP003,WH005,2022-12-20,2023-01-03,2023-01-04,28,28,937629,26253612,0,REGULAR,DELIVERED
ORD001076,PT018,SUP002,WH004,2022-12-21,2022-12-28,2022-12-28,592,592,74591,44157872,0,BLANKET,DELIVERED
ORD001077,PT026,SUP010,WH002,2022-12-21,2022-12-24,2022-12-27,28800,28800,3334,96019200,0,REGULAR,DELIVERED
ORD001078,PT030,SUP010,WH005,2022-12-21,2022-12-24,2022-12-25,22600,22600,2160,48816000,0,REGULAR,DELIVERED
ORD001079,PT029,SUP009,WH004,2022-12-22,2022-12-25,,14500,0,4539,65815500,0,REGULAR,CANCELLED
ORD001080,PT012,SUP010,WH002,2022-12-23,2022-12-25,2022-12-25,3140,3140,11927,37450780,0,EMERGENCY,DELIVERED
ORD001081,PT015,SUP010,WH008,2022-12-23,2022-12-30,2023-01-02,450,450,22487,10119150,0,REGULAR,DELIVERED
ORD001082,PT019,SUP003,WH005,2022-12-23,2022-12-30,2023-01-01,480,480,57119,27417120,0,REGULAR,DELIVERED
ORD001083,PT027,SUP009,WH001,2022-12-23,2022-12-26,2022-12-27,51200,51200,833,42649600,0,REGULAR,DELIVERED
ORD001084,PT030,SUP010,WH004,2022-12-23,2022-12-26,2022-12-29,23600,23600,2220,52392000,0,REGULAR,DELIVERED
ORD001085,PT001,SUP001,WH003,2022-12-24,2023-01-07,2023-01-08,35,35,1881343,65847005,0,REGULAR,DELIVERED
ORD001086,PT019,SUP003,WH001,2022-12-24,2022-12-31,,1660,0,57358,95214280,0,BLANKET,CANCELLED
ORD001087,PT022,SUP005,WH006,2022-12-24,2023-01-03,2023-01-08,152,152,67578,10271856,0,REGULAR,DELIVERED
ORD001088,PT024,SUP009,WH002,2022-12-24,2022-12-29,2023-01-26,10800,10800,8731,94294800,28,REGULAR,DELAYED
ORD001089,PT026,SUP010,WH002,2022-12-24,2022-12-27,2023-01-06,17900,12032,3528,63151200,10,REGULAR,PARTIAL
ORD001090,PT027,SUP009,WH004,2022-12-24,2022-12-27,2023-01-21,25800,25800,818,21104400,25,REGULAR,DELAYED
ORD001091,PT007,SUP001,WH003,2022-12-25,2023-01-12,2023-01-13,54,54,479360,25885440,0,REGULAR,DELIVERED
ORD001092,PT008,SUP007,WH004,2022-12-25,2023-01-08,2023-01-13,90,90,333245,29992050,0,BLANKET,DELIVERED
ORD001093,PT009,SUP001,WH002,2022-12-25,2022-12-30,2022-12-30,264,264,254628,67221792,0,EMERGENCY,DELIVERED
ORD001094,PT012,SUP010,WH003,2022-12-25,2022-12-30,2023-01-08,1660,1660,11592,19242720,9,REGULAR,DELAYED
ORD001095,PT017,SUP005,WH007,2022-12-25,2022-12-28,2023-01-01,160,160,47305,7568800,0,EMERGENCY,DELIVERED
ORD001096,PT026,SUP010,WH005,2022-12-25,2022-12-28,2023-01-07,10300,7315,3553,36595900,10,REGULAR,PARTIAL
ORD001097,PT003,SUP006,WH004,2022-12-26,2023-01-13,2023-01-18,44,44,815801,35895244,0,REGULAR,DELIVERED
ORD001098,PT014,SUP005,WH002,2022-12-26,2023-01-02,2023-01-12,1760,1760,67828,119377280,10,REGULAR,DELAYED
ORD001099,PT013,SUP003,WH006,2022-12-27,2023-01-01,2023-01-03,680,680,8077,5492360,0,REGULAR,DELIVERED
ORD001100,PT006,SUP002,WH004,2022-12-28,2023-01-07,2023-01-07,152,152,223358,33950416,0,REGULAR,DELIVERED
ORD001101,PT026,SUP010,WH008,2022-12-28,2022-12-31,2022-12-31,4900,4900,3550,17395000,0,REGULAR,DELIVERED
ORD001102,PT016,SUP002,WH004,2022-12-29,2023-01-08,2023-01-08,456,456,95675,43627800,0,REGULAR,DELIVERED
ORD001103,PT026,SUP010,WH004,2022-12-29,2023-01-01,2023-01-04,7900,7900,3631,28684900,0,REGULAR,DELIVERED
ORD001104,PT002,SUP004,WH002,2022-12-30,2023-01-09,2023-01-13,45,45,2078387,93527415,0,EMERGENCY,DELIVERED
ORD001105,PT006,SUP002,WH004,2022-12-30,2023-01-09,2023-01-09,156,156,219866,34299096,0,REGULAR,DELIVERED
ORD001106,PT016,SUP002,WH005,2022-12-30,2023-01-09,2023-01-11,248,248,91234,22626032,0,REGULAR,DELIVERED
ORD001107,PT025,SUP009,WH002,2022-12-30,2023-01-04,2023-01-08,16850,16850,11839,199487150,0,BLANKET,DELIVERED
ORD001108,PT025,SUP009,WH003,2022-12-30,2023-01-04,2023-02-01,8250,8250,11538,95188500,28,REGULAR,DELAYED
ORD001109,PT005,SUP004,WH006,2022-12-31,2023-01-14,2023-01-17,40,40,384209,15368360,0,REGULAR,DELIVERED
ORD001110,PT026,SUP010,WH002,2022-12-31,2023-01-01,2023-01-04,28800,28800,3666,105580800,0,EMERGENCY,DELIVERED
ORD001111,PT013,SUP003,WH003,2023-01-01,2023-01-06,2023-01-16,1160,1160,8077,9369320,10,BLANKET,DELAYED
ORD001112,PT017,SUP005,WH008,2023-01-01,2023-01-08,2023-01-13,368,368,48478,17839904,0,REGULAR,DELIVERED
ORD001113,PT022,SUP005,WH003,2023-01-01,2023-01-11,2023-01-13,640,640,66944,42844160,0,REGULAR,DELIVERED
ORD001114,PT012,SUP010,WH004,2023-01-02,2023-01-07,2023-01-16,2460,2460,12294,30243240,9,REGULAR,DELAYED
ORD001115,PT013,SUP003,WH002,2023-01-02,2023-01-07,2023-01-08,2520,2520,7869,19829880,0,BLANKET,DELIVERED
ORD001116,PT014,SUP005,WH008,2023-01-02,2023-01-05,2023-01-09,420,420,68226,28654920,0,EMERGENCY,DELIVERED
ORD001117,PT024,SUP009,WH003,2023-01-02,2023-01-07,2023-01-13,5650,5650,8367,47273550,0,REGULAR,DELIVERED
ORD001118,PT014,SUP005,WH007,2023-01-03,2023-01-06,2023-01-10,230,230,62784,14440320,0,EMERGENCY,DELIVERED
ORD001119,PT015,SUP010,WH004,2023-01-03,2023-01-10,2023-01-13,640,640,21233,13589120,0,BLANKET,DELIVERED
ORD001120,PT003,SUP006,WH005,2023-01-04,2023-01-13,2023-01-17,32,32,852474,27279168,0,EMERGENCY,DELIVERED
ORD001121,PT004,SUP007,WH003,2023-01-04,2023-01-11,2023-01-15,70,70,612734,42891380,0,EMERGENCY,DELIVERED
ORD001122,PT005,SUP004,WH002,2023-01-04,2023-01-18,2023-01-20,180,180,363714,65468520,0,REGULAR,DELIVERED
ORD001123,PT007,SUP001,WH002,2023-01-04,2023-01-13,2023-01-15,90,90,490367,44133030,0,EMERGENCY,DELIVERED
ORD001124,PT019,SUP003,WH001,2023-01-04,2023-01-07,2023-01-10,1620,1620,54216,87829920,0,EMERGENCY,DELIVERED
ORD001125,PT019,SUP003,WH003,2023-01-04,2023-01-11,2023-01-12,800,800,54797,43837600,0,REGULAR,DELIVERED
ORD001126,PT021,SUP008,WH007,2023-01-04,2023-01-18,2023-01-29,80,80,193418,15473440,11,BLANKET,DELAYED
ORD001127,PT011,SUP010,WH005,2023-01-05,2023-01-08,2023-01-08,1320,1320,17970,23720400,0,EMERGENCY,DELIVERED
ORD001128,PT014,SUP005,WH003,2023-01-05,2023-01-12,2023-01-20,630,630,62948,39657240,8,REGULAR,DELAYED
ORD001129,PT012,SUP010,WH001,2023-01-06,2023-01-11,2023-01-14,4400,4400,12201,53684400,0,BLANKET,DELIVERED
ORD001130,PT022,SUP005,WH002,2023-01-06,2023-01-16,,672,0,68095,45759840,0,REGULAR,CANCELLED
ORD001131,PT023,SUP010,WH005,2023-01-06,2023-01-09,2023-01-11,16300,16300,1546,25199800,0,REGULAR,DELIVERED
ORD001132,PT025,SUP009,WH002,2023-01-06,2023-01-11,2023-01-15,11550,11550,11772,135966600,0,REGULAR,DELIVERED
ORD001133,PT027,SUP009,WH001,2023-01-06,2023-01-09,2023-01-13,69400,69400,779,54062600,0,BLANKET,DELIVERED
ORD001134,PT012,SUP010,WH002,2023-01-07,2023-01-12,2023-01-20,3380,2618,11885,40171300,8,REGULAR,PARTIAL
ORD001135,PT013,SUP003,WH004,2023-01-09,2023-01-11,2023-01-11,1180,1180,7924,9350320,0,EMERGENCY,DELIVERED
ORD001136,PT026,SUP010,WH002,2023-01-09,2023-01-10,2023-01-13,24200,24200,3542,85716400,0,EMERGENCY,DELIVERED
ORD001137,PT021,SUP008,WH005,2023-01-10,2023-01-24,2023-01-28,180,180,182049,32768820,0,BLANKET,DELIVERED
ORD001138,PT014,SUP005,WH003,2023-01-11,2023-01-18,2023-01-19,740,740,66404,49138960,0,BLANKET,DELIVERED
ORD001139,PT022,SUP005,WH006,2023-01-11,2023-01-21,2023-01-22,156,156,69585,10855260,0,REGULAR,DELIVERED
ORD001140,PT025,SUP009,WH002,2023-01-11,2023-01-13,2023-01-16,15200,15200,11997,182354400,0,EMERGENCY,DELIVERED
ORD001141,PT026,SUP010,WH008,2023-01-12,2023-01-15,2023-01-15,5300,5300,3630,19239000,0,REGULAR,DELIVERED
ORD001142,PT030,SUP010,WH004,2023-01-12,2023-01-13,2023-01-13,15200,15200,2265,34428000,0,EMERGENCY,DELIVERED
ORD001143,PT020,SUP006,WH008,2023-01-13,2023-01-20,2023-01-24,400,400,43668,17467200,0,BLANKET,DELIVERED
ORD001144,PT024,SUP009,WH002,2023-01-13,2023-01-18,2023-02-13,17350,17350,8128,141020800,26,REGULAR,DELAYED
ORD001145,PT028,SUP010,WH006,2023-01-13,2023-01-18,2023-01-18,3000,3000,6031,18093000,0,REGULAR,DELIVERED
ORD001146,PT007,SUP001,WH003,2023-01-14,2023-02-01,2023-02-02,68,68,464182,31564376,0,BLANKET,DELIVERED
ORD001147,PT021,SUP008,WH004,2023-01-14,2023-01-28,2023-02-21,414,414,178137,73748718,24,REGULAR,DELAYED
ORD001148,PT022,SUP005,WH007,2023-01-14,2023-01-19,2023-01-23,92,92,66429,6111468,0,EMERGENCY,DELIVERED
ORD001149,PT028,SUP010,WH002,2023-01-14,2023-01-19,2023-01-22,16150,16150,6125,98918750,0,REGULAR,DELIVERED
ORD001150,PT023,SUP010,WH006,2023-01-15,2023-01-18,2023-01-20,6500,6500,1460,9490000,0,REGULAR,DELIVERED
ORD001151,PT025,SUP009,WH001,2023-01-15,2023-01-20,2023-02-02,16600,16600,12539,208147400,13,REGULAR,DELAYED
ORD001152,PT025,SUP009,WH007,2023-01-15,2023-01-20,2023-01-27,2650,2650,11611,30769150,0,REGULAR,DELIVERED
ORD001153,PT002,SUP004,WH004,2023-01-16,2023-02-06,2023-02-10,19,19,1910816,36305504,0,REGULAR,DELIVERED
ORD001154,PT007,SUP001,WH001,2023-01-16,2023-02-03,2023-02-03,184,184,494847,91051848,0,BLANKET,DELIVERED
ORD001155,PT012,SUP010,WH004,2023-01-16,2023-01-21,2023-01-27,2180,2180,11529,25133220,0,REGULAR,DELIVERED
ORD001156,PT021,SUP008,WH008,2023-01-16,2023-01-30,2023-02-21,156,156,184394,28765464,22,BLANKET,DELAYED
ORD001157,PT024,SUP009,WH002,2023-01-16,2023-01-21,2023-02-06,11700,9390,8531,99812700,16,REGULAR,PARTIAL
ORD001158,PT026,SUP010,WH004,2023-01-16,2023-01-19,,7700,0,3503,26973100,0,REGULAR,CANCELLED
ORD001159,PT030,SUP010,WH001,2023-01-16,2023-01-17,2023-01-17,61800,61800,2152,132993600,0,EMERGENCY,DELIVERED
ORD001160,PT006,SUP002,WH006,2023-01-17,2023-01-27,2023-01-27,52,52,228964,11906128,0,REGULAR,DELIVERED
ORD001161,PT014,SUP005,WH006,2023-01-17,2023-01-24,2023-02-05,260,160,62922,16359720,12,REGULAR,PARTIAL
ORD001162,PT019,SUP003,WH002,2023-01-17,2023-01-24,2023-01-25,830,830,56443,46847690,0,REGULAR,DELIVERED
ORD001163,PT019,SUP003,WH005,2023-01-17,2023-01-24,2023-01-27,370,370,56170,20782900,0,REGULAR,DELIVERED
ORD001164,PT012,SUP010,WH006,2023-01-18,2023-01-23,2023-01-28,820,820,12176,9984320,0,REGULAR,DELIVERED
ORD001165,PT026,SUP010,WH004,2023-01-18,2023-01-21,2023-01-23,8200,8200,3529,28937800,0,REGULAR,DELIVERED
ORD001166,PT026,SUP010,WH005,2023-01-18,2023-01-19,2023-01-19,11000,11000,3584,39424000,0,EMERGENCY,DELIVERED
ORD001167,PT005,SUP004,WH001,2023-01-19,2023-02-02,2023-02-04,200,200,363650,72730000,0,REGULAR,DELIVERED
ORD001168,PT006,SUP002,WH005,2023-01-19,2023-01-24,2023-01-26,80,80,230430,18434400,0,EMERGENCY,DELIVERED
ORD001169,PT010,SUP003,WH003,2023-01-19,2023-01-26,2023-01-26,57,57,989561,56404977,0,EMERGENCY,DELIVERED
ORD001170,PT010,SUP003,WH003,2023-01-19,2023-02-02,2023-02-05,58,58,995716,57751528,0,REGULAR,DELIVERED
ORD001171,PT023,SUP010,WH004,2023-01-19,2023-01-22,2023-01-24,11400,11400,1482,16894800,0,REGULAR,DELIVERED
ORD001172,PT020,SUP006,WH002,2023-01-20,2023-01-27,2023-02-02,1740,1740,42008,73093920,0,REGULAR,DELIVERED
ORD001173,PT014,SUP005,WH007,2023-01-21,2023-01-28,2023-02-02,140,140,63594,8903160,0,REGULAR,DELIVERED
ORD001174,PT025,SUP009,WH008,2023-01-21,2023-01-23,2023-01-26,5400,5400,12288,66355200,0,EMERGENCY,DELIVERED
ORD001175,PT029,SUP009,WH004,2023-01-21,2023-01-24,2023-01-31,14600,14600,4360,63656000,0,REGULAR,DELIVERED
ORD001176,PT029,SUP009,WH008,2023-01-21,2023-01-22,2023-02-09,5500,5500,4639,25514500,18,EMERGENCY,DELAYED
ORD001177,PT030,SUP010,WH001,2023-01-21,2023-01-24,2023-01-25,68200,68200,2131,145334200,0,REGULAR,DELIVERED
ORD001178,PT014,SUP005,WH002,2023-01-22,2023-01-29,2023-01-31,1050,1050,66446,69768300,0,REGULAR,DELIVERED
ORD001179,PT021,SUP008,WH006,2023-01-22,2023-02-05,2023-02-08,100,100,182004,18200400,0,REGULAR,DELIVERED
ORD001180,PT022,SUP005,WH001,2023-01-22,2023-02-01,2023-02-03,844,844,69624,58762656,0,BLANKET,DELIVERED
ORD001181,PT023,SUP010,WH007,2023-01-22,2023-01-23,2023-01-25,5600,5600,1501,8405600,0,EMERGENCY,DELIVERED
ORD001182,PT001,SUP001,WH001,2023-01-23,2023-02-06,2023-02-08,108,108,1789963,193316004,0,BLANKET,DELIVERED
ORD001183,PT006,SUP002,WH001,2023-01-23,2023-01-28,2023-01-30,244,244,218411,53292284,0,EMERGENCY,DELIVERED
ORD001184,PT011,SUP010,WH004,2023-01-23,2023-01-30,2023-01-31,1940,1940,17986,34892840,0,REGULAR,DELIVERED
ORD001185,PT012,SUP010,WH005,2023-01-23,2023-01-28,2023-01-29,1360,1360,12107,16465520,0,BLANKET,DELIVERED
ORD001186,PT015,SUP010,WH001,2023-01-23,2023-01-30,2023-01-31,2960,2960,22667,67094320,0,REGULAR,DELIVERED
ORD001187,PT017,SUP005,WH004,2023-01-23,2023-01-30,2023-02-02,728,728,46620,33939360,0,BLANKET,DELIVERED
ORD001188,PT027,SUP009,WH006,2023-01-23,2023-01-26,2023-02-02,9000,9000,769,6921000,0,REGULAR,DELIVERED
ORD001189,PT019,SUP003,WH004,2023-01-24,2023-01-27,2023-02-03,360,360,53039,19094040,0,EMERGENCY,DELIVERED
ORD001190,PT023,SUP010,WH001,2023-01-24,2023-01-27,2023-01-30,45900,45900,1441,66141900,0,REGULAR,DELIVERED
ORD001191,PT019,SUP003,WH005,2023-01-25,2023-02-01,2023-02-02,500,500,54854,27427000,0,REGULAR,DELIVERED
ORD001192,PT021,SUP008,WH006,2023-01-25,2023-02-08,2023-02-20,172,172,185314,31874008,12,BLANKET,DELAYED
ORD001193,PT024,SUP009,WH008,2023-01-25,2023-01-30,2023-02-03,3500,3500,8661,30313500,0,REGULAR,DELIVERED
ORD001194,PT005,SUP004,WH003,2023-01-26,2023-02-09,2023-02-20,112,112,377517,42281904,11,BLANKET,DELAYED
ORD001195,PT010,SUP003,WH002,2023-01-26,2023-02-09,2023-02-09,87,87,908334,79025058,0,REGULAR,DELIVERED
ORD001196,PT017,SUP005,WH001,2023-01-26,2023-02-02,2023-02-06,2360,2360,48373,114160280,0,REGULAR,DELIVERED
ORD001197,PT019,SUP003,WH008,2023-01-26,2023-02-02,2023-02-11,220,220,56908,12519760,9,REGULAR,DELAYED
ORD001198,PT021,SUP008,WH001,2023-01-26,2023-02-09,2023-03-03,838,838,186648,156411024,22,REGULAR,DELAYED
ORD001199,PT029,SUP009,WH007,2023-01-26,2023-01-27,,3300,0,4674,15424200,0,EMERGENCY,CANCELLED
ORD001200,PT017,SUP005,WH003,2023-01-28,2023-01-31,2023-02-06,736,736,46443,34182048,0,EMERGENCY,DELIVERED
ORD001201,PT022,SUP005,WH002,2023-01-28,2023-02-07,2023-02-10,704,704,70988,49975552,0,REGULAR,DELIVERED
ORD001202,PT025,SUP009,WH002,2023-01-28,2023-02-02,2023-02-03,14450,14450,11635,168125750,0,REGULAR,DELIVERED
ORD001203,PT011,SUP010,WH003,2023-01-29,2023-02-05,2023-02-10,2480,2480,18550,46004000,0,REGULAR,DELIVERED
ORD001204,PT017,SUP005,WH002,2023-01-29,2023-02-05,,1160,0,46652,54116320,0,BLANKET,CANCELLED
ORD001205,PT017,SUP005,WH006,2023-01-29,2023-02-05,2023-02-05,352,352,50073,17625696,0,REGULAR,DELIVERED
ORD001206,PT023,SUP010,WH006,2023-01-29,2023-02-01,2023-02-01,5600,5600,1465,8204000,0,REGULAR,DELIVERED
ORD001207,PT023,SUP010,WH006,2023-01-29,2023-02-01,2023-02-04,6300,6300,1533,9657900,0,REGULAR,DELIVERED
ORD001208,PT024,SUP009,WH003,2023-01-29,2023-02-03,2023-02-04,8350,8350,8121,67810350,0,REGULAR,DELIVERED
