DEMAND_ID,PART_ID,WAREHOUSE_ID,YEAR_MONTH,DEMAND_TYPE_ACTUAL,DEMAND_QTY,FORECAST_QTY,FORECAST_ERROR_PCT,UNIT_COST_KRW,DEMAND_AMOUNT_KRW
DMD001346,PT007,WH002,2022-07,REGULAR,0,0,,480000,0
DMD001347,PT007,WH003,2022-07,REGULAR,29,27,6.9,480000,13920000
DMD001348,PT007,WH004,2022-07,REGULAR,24,23,4.17,480000,11520000
DMD001349,PT007,WH005,2022-07,REGULAR,0,0,,480000,0
DMD001350,PT007,WH006,2022-07,REGULAR,0,0,,480000,0
DMD001351,PT008,WH001,2022-07,REGULAR,0,0,,320000,0
DMD001352,PT008,WH002,2022-07,REGULAR,0,0,,320000,0
DMD001353,PT008,WH003,2022-07,REGULAR,19,,,320000,6080000
DMD001354,PT008,WH004,2022-07,REGULAR,26,27,3.85,320000,8320000
DMD001355,PT008,WH005,2022-07,EMERGENCY,38,39,2.63,320000,12160000
DMD001356,PT008,WH006,2022-07,REGULAR,0,,,320000,0
DMD001357,PT009,WH001,2022-07,REGULAR,0,0,,250000,0
DMD001358,PT009,WH002,2022-07,REGULAR,0,0,,250000,0
DMD001359,PT009,WH006,2022-07,REGULAR,0,0,,250000,0
DMD001360,PT009,WH007,2022-07,AS,10,9,10.0,250000,2500000
DMD001361,PT010,WH001,2022-07,REGULAR,43,41,4.65,950000,40850000
DMD001362,PT010,WH002,2022-07,EMERGENCY,34,34,0.0,950000,32300000
DMD001363,PT010,WH003,2022-07,REGULAR,22,21,4.55,950000,20900000
DMD001364,PT010,WH004,2022-07,REGULAR,18,19,5.56,950000,17100000
DMD001365,PT010,WH005,2022-07,REGULAR,13,12,7.69,950000,12350000
DMD001366,PT010,WH006,2022-07,REGULAR,7,6,14.29,950000,6650000
DMD001367,PT011,WH001,2022-07,REGULAR,867,777,10.38,18000,15606000
DMD001368,PT011,WH002,2022-07,EMERGENCY,620,,,18000,11160000
DMD001369,PT011,WH003,2022-07,REGULAR,325,323,0.62,18000,5850000
DMD001370,PT011,WH004,2022-07,REGULAR,307,,,18000,5526000
DMD001371,PT011,WH005,2022-07,REGULAR,235,255,8.51,18000,4230000
DMD001372,PT011,WH006,2022-07,REGULAR,118,,,18000,2124000
DMD001373,PT011,WH007,2022-07,REGULAR,80,76,5.0,18000,1440000
DMD001374,PT011,WH008,2022-07,REGULAR,163,179,9.82,18000,2934000
DMD001375,PT012,WH001,2022-07,REGULAR,900,912,1.33,12000,10800000
DMD001376,PT012,WH002,2022-07,REGULAR,739,784,6.09,12000,8868000
DMD001377,PT012,WH003,2022-07,REGULAR,403,359,10.92,12000,4836000
DMD001378,PT012,WH004,2022-07,REGULAR,345,373,8.12,12000,4140000
DMD001379,PT012,WH005,2022-07,REGULAR,247,216,12.55,12000,2964000
DMD001380,PT012,WH006,2022-07,REGULAR,141,123,12.77,12000,1692000
DMD001381,PT012,WH007,2022-07,REGULAR,95,82,13.68,12000,1140000
DMD001382,PT012,WH008,2022-07,REGULAR,190,190,0.0,12000,2280000
DMD001383,PT013,WH001,2022-07,REGULAR,628,714,13.69,8000,5024000
DMD001384,PT013,WH002,2022-07,REGULAR,431,,,8000,3448000
DMD001385,PT013,WH003,2022-07,EMERGENCY,283,288,1.77,8000,2264000
DMD001386,PT013,WH004,2022-07,EMERGENCY,208,,,8000,1664000
DMD001387,PT013,WH005,2022-07,REGULAR,197,204,3.55,8000,1576000
DMD001388,PT013,WH006,2022-07,REGULAR,82,90,9.76,8000,656000
DMD001389,PT013,WH007,2022-07,EMERGENCY,55,60,9.09,8000,440000
DMD001390,PT013,WH008,2022-07,REGULAR,110,,,8000,880000
DMD001391,PT014,WH001,2022-07,REGULAR,279,304,8.96,65000,18135000
DMD001392,PT014,WH002,2022-07,REGULAR,234,255,8.97,65000,15210000
DMD001393,PT014,WH003,2022-07,REGULAR,130,,,65000,8450000
DMD001394,PT014,WH004,2022-07,REGULAR,114,,,65000,7410000
DMD001395,PT014,WH005,2022-07,REGULAR,98,90,8.16,65000,6370000
DMD001396,PT014,WH006,2022-07,REGULAR,46,49,6.52,65000,2990000
DMD001397,PT014,WH007,2022-07,REGULAR,30,26,13.33,65000,1950000
DMD001398,PT014,WH008,2022-07,REGULAR,58,62,6.9,65000,3770000
DMD001399,PT015,WH001,2022-07,REGULAR,724,768,6.08,22000,15928000
DMD001400,PT015,WH002,2022-07,REGULAR,501,427,14.77,22000,11022000
DMD001401,PT015,WH003,2022-07,REGULAR,320,364,13.75,22000,7040000
DMD001402,PT015,WH004,2022-07,REGULAR,228,237,3.95,22000,5016000
DMD001403,PT015,WH005,2022-07,REGULAR,213,235,10.33,22000,4686000
DMD001404,PT015,WH006,2022-07,REGULAR,102,,,22000,2244000
DMD001405,PT015,WH007,2022-07,REGULAR,70,75,7.14,22000,1540000
DMD001406,PT015,WH008,2022-07,REGULAR,146,,,22000,3212000
DMD001407,PT016,WH001,2022-07,REGULAR,207,,,95000,19665000
DMD001408,PT016,WH002,2022-07,REGULAR,155,132,14.84,95000,14725000
DMD001409,PT016,WH003,2022-07,REGULAR,82,75,8.54,95000,7790000
DMD001410,PT016,WH004,2022-07,REGULAR,65,,,95000,6175000
DMD001411,PT016,WH005,2022-07,REGULAR,65,71,9.23,95000,6175000
DMD001412,PT016,WH006,2022-07,REGULAR,30,26,13.33,95000,2850000
DMD001413,PT016,WH007,2022-07,REGULAR,18,20,11.11,95000,1710000
DMD001414,PT016,WH008,2022-07,REGULAR,43,45,4.65,95000,4085000
DMD001415,PT017,WH001,2022-07,REGULAR,347,361,4.03,48000,16656000
DMD001416,PT017,WH002,2022-07,REGULAR,250,280,12.0,48000,12000000
DMD001417,PT017,WH003,2022-07,EMERGENCY,151,,,48000,7248000
DMD001418,PT017,WH004,2022-07,EMERGENCY,129,122,5.43,48000,6192000
DMD001419,PT017,WH005,2022-07,REGULAR,114,111,2.63,48000,5472000
DMD001420,PT017,WH006,2022-07,REGULAR,57,51,10.53,48000,2736000
DMD001421,PT017,WH007,2022-07,REGULAR,32,29,9.38,48000,1536000
DMD001422,PT017,WH008,2022-07,EMERGENCY,75,66,12.0,48000,3600000
DMD001423,PT018,WH001,2022-07,REGULAR,283,278,1.77,78000,22074000
DMD001424,PT018,WH002,2022-07,REGULAR,195,220,12.82,78000,15210000
DMD001425,PT018,WH003,2022-07,REGULAR,120,134,11.67,78000,9360000
DMD001426,PT018,WH004,2022-07,REGULAR,98,97,1.02,78000,7644000
DMD001427,PT018,WH005,2022-07,REGULAR,89,96,7.87,78000,6942000
DMD001428,PT018,WH006,2022-07,REGULAR,37,40,8.11,78000,2886000
DMD001429,PT018,WH007,2022-07,REGULAR,28,26,7.14,78000,2184000
DMD001430,PT018,WH008,2022-07,REGULAR,54,61,12.96,78000,4212000
DMD001431,PT019,WH001,2022-07,REGULAR,251,219,12.75,55000,13805000
DMD001432,PT019,WH002,2022-07,EMERGENCY,197,177,10.15,55000,10835000
DMD001433,PT019,WH003,2022-07,REGULAR,109,,,55000,5995000
DMD001434,PT019,WH004,2022-07,REGULAR,94,90,4.26,55000,5170000
DMD001435,PT019,WH005,2022-07,REGULAR,76,67,11.84,55000,4180000
DMD001436,PT019,WH006,2022-07,EMERGENCY,39,38,2.56,55000,2145000
DMD001437,PT019,WH007,2022-07,REGULAR,25,25,0.0,55000,1375000
DMD001438,PT019,WH008,2022-07,EMERGENCY,49,42,14.29,55000,2695000
DMD001439,PT020,WH001,2022-07,REGULAR,317,,,42000,13314000
DMD001440,PT020,WH002,2022-07,REGULAR,238,235,1.26,42000,9996000
DMD001441,PT020,WH003,2022-07,REGULAR,145,,,42000,6090000
DMD001442,PT020,WH004,2022-07,REGULAR,113,,,42000,4746000
DMD001443,PT020,WH005,2022-07,EMERGENCY,92,103,11.96,42000,3864000
DMD001444,PT020,WH006,2022-07,REGULAR,46,,,42000,1932000
DMD001445,PT020,WH007,2022-07,REGULAR,27,29,7.41,42000,1134000
DMD001446,PT020,WH008,2022-07,REGULAR,56,61,8.93,42000,2352000
DMD001447,PT021,WH001,2022-07,REGULAR,269,246,8.55,185000,49765000
DMD001448,PT021,WH002,2022-07,REGULAR,199,227,14.07,185000,36815000
DMD001449,PT021,WH003,2022-07,REGULAR,117,119,1.71,185000,21645000
DMD001450,PT021,WH004,2022-07,REGULAR,100,107,7.0,185000,18500000
DMD001451,PT021,WH005,2022-07,REGULAR,78,,,185000,14430000
DMD001452,PT021,WH006,2022-07,REGULAR,39,39,0.0,185000,7215000
DMD001453,PT021,WH007,2022-07,REGULAR,29,,,185000,5365000
DMD001454,PT021,WH008,2022-07,EMERGENCY,57,61,7.02,185000,10545000
DMD001455,PT022,WH001,2022-07,REGULAR,359,,,68000,24412000
DMD001456,PT022,WH002,2022-07,REGULAR,247,275,11.34,68000,16796000
DMD001457,PT022,WH003,2022-07,REGULAR,171,180,5.26,68000,11628000
DMD001458,PT022,WH004,2022-07,REGULAR,129,125,3.1,68000,8772000
DMD001459,PT022,WH005,2022-07,REGULAR,110,,,68000,7480000
DMD001460,PT022,WH006,2022-07,REGULAR,53,55,3.77,68000,3604000
DMD001461,PT022,WH007,2022-07,REGULAR,34,,,68000,2312000
DMD001462,PT022,WH008,2022-07,REGULAR,66,57,13.64,68000,4488000
DMD001463,PT023,WH001,2022-07,REGULAR,3156,2890,8.43,1500,4734000
DMD001464,PT023,WH002,2022-07,REGULAR,2321,2107,9.22,1500,3481500
DMD001465,PT023,WH003,2022-07,REGULAR,1400,1389,0.79,1500,2100000
DMD001466,PT023,WH004,2022-07,REGULAR,1085,,,1500,1627500
DMD001467,PT023,WH005,2022-07,REGULAR,861,818,4.99,1500,1291500
DMD001468,PT023,WH006,2022-07,REGULAR,473,,,1500,709500
DMD001469,PT023,WH007,2022-07,REGULAR,325,,,1500,487500
DMD001470,PT023,WH008,2022-07,REGULAR,598,,,1500,897000
DMD001471,PT024,WH001,2022-07,REGULAR,2255,2137,5.23,8500,19167500
DMD001472,PT024,WH002,2022-07,REGULAR,1677,1817,8.35,8500,14254500
DMD001473,PT024,WH003,2022-07,REGULAR,893,992,11.09,8500,7590500
DMD001474,PT024,WH004,2022-07,REGULAR,713,709,0.56,8500,6060500
DMD001475,PT024,WH005,2022-07,REGULAR,601,592,1.5,8500,5108500
DMD001476,PT024,WH006,2022-07,REGULAR,300,311,3.67,8500,2550000
DMD001477,PT024,WH007,2022-07,REGULAR,203,,,8500,1725500
DMD001478,PT024,WH008,2022-07,REGULAR,393,,,8500,3340500
DMD001479,PT025,WH001,2022-07,REGULAR,1785,,,12000,21420000
DMD001480,PT025,WH002,2022-07,REGULAR,1454,1580,8.67,12000,17448000
DMD001481,PT025,WH003,2022-07,REGULAR,828,,,12000,9936000
DMD001482,PT025,WH004,2022-07,REGULAR,674,,,12000,8088000
DMD001483,PT025,WH005,2022-07,REGULAR,538,552,2.6,12000,6456000
DMD001484,PT025,WH006,2022-07,REGULAR,258,276,6.98,12000,3096000
DMD001485,PT025,WH007,2022-07,REGULAR,173,193,11.56,12000,2076000
DMD001486,PT025,WH008,2022-07,REGULAR,334,284,14.97,12000,4008000
DMD001487,PT026,WH001,2022-07,EMERGENCY,1816,1962,8.04,3500,6356000
DMD001488,PT026,WH002,2022-07,REGULAR,1509,1643,8.88,3500,5281500
DMD001489,PT026,WH003,2022-07,EMERGENCY,891,906,1.68,3500,3118500
DMD001490,PT026,WH004,2022-07,REGULAR,732,651,11.07,3500,2562000
DMD001491,PT026,WH005,2022-07,REGULAR,617,,,3500,2159500
DMD001492,PT026,WH006,2022-07,REGULAR,288,318,10.42,3500,1008000
DMD001493,PT026,WH007,2022-07,REGULAR,180,194,7.78,3500,630000
DMD001494,PT026,WH008,2022-07,REGULAR,392,376,4.08,3500,1372000
DMD001495,PT027,WH001,2022-07,REGULAR,5133,4471,12.9,800,4106400
DMD001496,PT027,WH002,2022-07,REGULAR,3624,,,800,2899200
DMD001497,PT027,WH003,2022-07,REGULAR,2146,2173,1.26,800,1716800
DMD001498,PT027,WH004,2022-07,REGULAR,1850,,,800,1480000
DMD001499,PT027,WH005,2022-07,REGULAR,1570,,,800,1256000
DMD001500,PT027,WH006,2022-07,REGULAR,776,685,11.73,800,620800
DMD001501,PT027,WH007,2022-07,REGULAR,511,461,9.78,800,408800
DMD001502,PT027,WH008,2022-07,REGULAR,913,832,8.87,800,730400
DMD001503,PT028,WH001,2022-07,KIT,1591,1800,13.14,6000,9546000
DMD001504,PT028,WH002,2022-07,KIT,1232,1130,8.28,6000,7392000
DMD001505,PT028,WH003,2022-07,KIT,853,741,13.13,6000,5118000
DMD001506,PT028,WH004,2022-07,KIT,635,,,6000,3810000
DMD001507,PT028,WH005,2022-07,KIT,545,564,3.49,6000,3270000
DMD001508,PT028,WH006,2022-07,KIT,295,256,13.22,6000,1770000
DMD001509,PT028,WH007,2022-07,KIT,157,147,6.37,6000,942000
DMD001510,PT028,WH008,2022-07,KIT,503,502,0.2,6000,3018000
DMD001511,PT029,WH001,2022-07,KIT,2284,2605,14.05,4500,10278000
DMD001512,PT029,WH002,2022-07,KIT,2361,2463,4.32,4500,10624500
DMD001513,PT029,WH003,2022-07,KIT,1650,1871,13.39,4500,7425000
DMD001514,PT029,WH004,2022-07,KIT,733,694,5.32,4500,3298500
DMD001515,PT029,WH005,2022-07,KIT,727,684,5.91,4500,3271500
DMD001516,PT029,WH006,2022-07,KIT,297,295,0.67,4500,1336500
DMD001517,PT029,WH007,2022-07,KIT,190,187,1.58,4500,855000
DMD001518,PT029,WH008,2022-07,KIT,467,533,14.13,4500,2101500
DMD001519,PT030,WH001,2022-07,REGULAR,4154,3722,10.4,2200,9138800
DMD001520,PT030,WH002,2022-07,REGULAR,2724,2418,11.23,2200,5992800
DMD001521,PT030,WH003,2022-07,REGULAR,1686,1450,14.0,2200,3709200
DMD001522,PT030,WH004,2022-07,REGULAR,1356,1372,1.18,2200,2983200
DMD001523,PT030,WH005,2022-07,REGULAR,1152,1119,2.86,2200,2534400
DMD001524,PT030,WH006,2022-07,EMERGENCY,557,526,5.57,2200,1225400
DMD001525,PT030,WH007,2022-07,REGULAR,419,397,5.25,2200,921800
DMD001526,PT030,WH008,2022-07,REGULAR,795,900,13.21,2200,1749000
DMD001527,PT001,WH001,2022-08,REGULAR,0,,,1800000,0
DMD001528,PT001,WH002,2022-08,REGULAR,0,0,,1800000,0
DMD001529,PT001,WH003,2022-08,REGULAR,21,18,14.29,1800000,37800000
DMD001530,PT001,WH004,2022-08,REGULAR,0,0,,1800000,0
DMD001531,PT001,WH005,2022-08,REGULAR,0,,,1800000,0
DMD001532,PT001,WH006,2022-08,REGULAR,0,0,,1800000,0
DMD001533,PT002,WH001,2022-08,REGULAR,0,0,,2000000,0
DMD001534,PT002,WH002,2022-08,REGULAR,0,0,,2000000,0
DMD001535,PT002,WH003,2022-08,REGULAR,5,4,20.0,2000000,10000000
DMD001536,PT002,WH004,2022-08,REGULAR,13,12,7.69,2000000,26000000
DMD001537,PT002,WH005,2022-08,REGULAR,6,5,16.67,2000000,12000000
DMD001538,PT002,WH006,2022-08,REGULAR,5,,,2000000,10000000
DMD001539,PT003,WH001,2022-08,REGULAR,0,0,,850000,0
DMD001540,PT003,WH002,2022-08,REGULAR,0,0,,850000,0
DMD001541,PT003,WH003,2022-08,REGULAR,0,0,,850000,0
DMD001542,PT003,WH004,2022-08,REGULAR,0,,,850000,0
DMD001543,PT003,WH005,2022-08,REGULAR,0,0,,850000,0
DMD001544,PT003,WH006,2022-08,REGULAR,3,3,0.0,850000,2550000
DMD001545,PT004,WH001,2022-08,REGULAR,0,0,,620000,0
DMD001546,PT004,WH002,2022-08,REGULAR,0,0,,620000,0
DMD001547,PT004,WH003,2022-08,REGULAR,0,,,620000,0
DMD001548,PT004,WH004,2022-08,REGULAR,0,0,,620000,0
DMD001549,PT004,WH005,2022-08,REGULAR,31,31,0.0,620000,19220000
DMD001550,PT004,WH006,2022-08,REGULAR,0,,,620000,0
DMD001551,PT005,WH001,2022-08,KIT,90,89,1.11,380000,34200000
DMD001552,PT005,WH002,2022-08,KIT,58,61,5.17,380000,22040000
DMD001553,PT005,WH003,2022-08,KIT,50,43,14.0,380000,19000000
DMD001554,PT005,WH004,2022-08,KIT,28,29,3.57,380000,10640000
DMD001555,PT005,WH005,2022-08,KIT,21,21,0.0,380000,7980000
DMD001556,PT005,WH006,2022-08,KIT,10,11,10.0,380000,3800000
DMD001557,PT006,WH001,2022-08,REGULAR,111,108,2.7,220000,24420000
DMD001558,PT006,WH002,2022-08,REGULAR,87,87,0.0,220000,19140000
DMD001559,PT006,WH003,2022-08,REGULAR,54,48,11.11,220000,11880000
DMD001560,PT006,WH004,2022-08,REGULAR,44,48,9.09,220000,9680000
DMD001561,PT006,WH005,2022-08,REGULAR,37,39,5.41,220000,8140000
DMD001562,PT006,WH006,2022-08,EMERGENCY,16,17,6.25,220000,3520000
DMD001563,PT007,WH001,2022-08,REGULAR,0,0,,480000,0
DMD001564,PT007,WH002,2022-08,REGULAR,0,0,,480000,0
DMD001565,PT007,WH003,2022-08,REGULAR,0,0,,480000,0
DMD001566,PT007,WH004,2022-08,REGULAR,24,24,0.0,480000,11520000
DMD001567,PT007,WH005,2022-08,REGULAR,0,0,,480000,0
DMD001568,PT007,WH006,2022-08,REGULAR,0,,,480000,0
DMD001569,PT008,WH001,2022-08,REGULAR,131,123,6.11,320000,41920000
DMD001570,PT008,WH002,2022-08,REGULAR,96,103,7.29,320000,30720000
DMD001571,PT008,WH003,2022-08,REGULAR,17,15,11.76,320000,5440000
DMD001572,PT008,WH004,2022-08,REGULAR,0,0,,320000,0
DMD001573,PT008,WH005,2022-08,REGULAR,0,,,320000,0
DMD001574,PT008,WH006,2022-08,REGULAR,17,,,320000,5440000
DMD001575,PT009,WH001,2022-08,AS,50,,,250000,12500000
DMD001576,PT009,WH002,2022-08,REGULAR,0,,,250000,0
DMD001577,PT009,WH006,2022-08,REGULAR,0,0,,250000,0
DMD001578,PT009,WH007,2022-08,AS,14,15,7.14,250000,3500000
DMD001579,PT010,WH001,2022-08,REGULAR,56,,,950000,53200000
DMD001580,PT010,WH002,2022-08,REGULAR,35,39,11.43,950000,33250000
DMD001581,PT010,WH003,2022-08,REGULAR,22,,,950000,20900000
DMD001582,PT010,WH004,2022-08,REGULAR,19,19,0.0,950000,18050000
DMD001583,PT010,WH005,2022-08,REGULAR,15,,,950000,14250000
DMD001584,PT010,WH006,2022-08,REGULAR,7,7,0.0,950000,6650000
DMD001585,PT011,WH001,2022-08,REGULAR,875,,,18000,15750000
DMD001586,PT011,WH002,2022-08,REGULAR,600,575,4.17,18000,10800000
DMD001587,PT011,WH003,2022-08,REGULAR,355,321,9.58,18000,6390000
DMD001588,PT011,WH004,2022-08,REGULAR,273,250,8.42,18000,4914000
DMD001589,PT011,WH005,2022-08,REGULAR,263,,,18000,4734000
DMD001590,PT011,WH006,2022-08,REGULAR,111,117,5.41,18000,1998000
DMD001591,PT011,WH007,2022-08,REGULAR,72,63,12.5,18000,1296000
DMD001592,PT011,WH008,2022-08,REGULAR,163,186,14.11,18000,2934000
DMD001593,PT012,WH001,2022-08,REGULAR,909,1005,10.56,12000,10908000
DMD001594,PT012,WH002,2022-08,REGULAR,616,611,0.81,12000,7392000
DMD001595,PT012,WH003,2022-08,REGULAR,379,378,0.26,12000,4548000
DMD001596,PT012,WH004,2022-08,REGULAR,311,272,12.54,12000,3732000
DMD001597,PT012,WH005,2022-08,REGULAR,264,232,12.12,12000,3168000
DMD001598,PT012,WH006,2022-08,REGULAR,147,,,12000,1764000
DMD001599,PT012,WH007,2022-08,REGULAR,87,99,13.79,12000,1044000
DMD001600,PT012,WH008,2022-08,REGULAR,192,179,6.77,12000,2304000
DMD001601,PT013,WH001,2022-08,REGULAR,609,661,8.54,8000,4872000
DMD001602,PT013,WH002,2022-08,REGULAR,441,454,2.95,8000,3528000
DMD001603,PT013,WH003,2022-08,REGULAR,269,290,7.81,8000,2152000
DMD001604,PT013,WH004,2022-08,REGULAR,199,206,3.52,8000,1592000
DMD001605,PT013,WH005,2022-08,EMERGENCY,165,,,8000,1320000
DMD001606,PT013,WH006,2022-08,REGULAR,93,89,4.3,8000,744000
DMD001607,PT013,WH007,2022-08,EMERGENCY,55,48,12.73,8000,440000
DMD001608,PT013,WH008,2022-08,REGULAR,126,137,8.73,8000,1008000
DMD001609,PT014,WH001,2022-08,REGULAR,309,286,7.44,65000,20085000
DMD001610,PT014,WH002,2022-08,EMERGENCY,241,273,13.28,65000,15665000
DMD001611,PT014,WH003,2022-08,REGULAR,133,128,3.76,65000,8645000
DMD001612,PT014,WH004,2022-08,REGULAR,102,87,14.71,65000,6630000
DMD001613,PT014,WH005,2022-08,REGULAR,96,101,5.21,65000,6240000
DMD001614,PT014,WH006,2022-08,REGULAR,41,40,2.44,65000,2665000
DMD001615,PT014,WH007,2022-08,REGULAR,31,32,3.23,65000,2015000
DMD001616,PT014,WH008,2022-08,REGULAR,59,59,0.0,65000,3835000
DMD001617,PT015,WH001,2022-08,REGULAR,679,702,3.39,22000,14938000
DMD001618,PT015,WH002,2022-08,EMERGENCY,558,479,14.16,22000,12276000
DMD001619,PT015,WH003,2022-08,EMERGENCY,326,349,7.06,22000,7172000
DMD001620,PT015,WH004,2022-08,REGULAR,256,225,12.11,22000,5632000
DMD001621,PT015,WH005,2022-08,REGULAR,198,207,4.55,22000,4356000
DMD001622,PT015,WH006,2022-08,EMERGENCY,105,117,11.43,22000,2310000
DMD001623,PT015,WH007,2022-08,REGULAR,65,55,15.38,22000,1430000
DMD001624,PT015,WH008,2022-08,REGULAR,134,136,1.49,22000,2948000
DMD001625,PT016,WH001,2022-08,REGULAR,190,195,2.63,95000,18050000
DMD001626,PT016,WH002,2022-08,REGULAR,146,149,2.05,95000,13870000
DMD001627,PT016,WH003,2022-08,REGULAR,82,77,6.1,95000,7790000
DMD001628,PT016,WH004,2022-08,REGULAR,73,75,2.74,95000,6935000
DMD001629,PT016,WH005,2022-08,REGULAR,59,65,10.17,95000,5605000
DMD001630,PT016,WH006,2022-08,EMERGENCY,32,29,9.38,95000,3040000
DMD001631,PT016,WH007,2022-08,REGULAR,21,19,9.52,95000,1995000
DMD001632,PT016,WH008,2022-08,REGULAR,36,31,13.89,95000,3420000
DMD001633,PT017,WH001,2022-08,REGULAR,319,316,0.94,48000,15312000
DMD001634,PT017,WH002,2022-08,REGULAR,278,261,6.12,48000,13344000
DMD001635,PT017,WH003,2022-08,REGULAR,155,141,9.03,48000,7440000
DMD001636,PT017,WH004,2022-08,REGULAR,125,134,7.2,48000,6000000
DMD001637,PT017,WH005,2022-08,REGULAR,94,104,10.64,48000,4512000
DMD001638,PT017,WH006,2022-08,REGULAR,49,52,6.12,48000,2352000
DMD001639,PT017,WH007,2022-08,REGULAR,38,39,2.63,48000,1824000
DMD001640,PT017,WH008,2022-08,REGULAR,69,71,2.9,48000,3312000
DMD001641,PT018,WH001,2022-08,REGULAR,272,,,78000,21216000
DMD001642,PT018,WH002,2022-08,REGULAR,217,212,2.3,78000,16926000
DMD001643,PT018,WH003,2022-08,REGULAR,134,,,78000,10452000
DMD001644,PT018,WH004,2022-08,REGULAR,96,100,4.17,78000,7488000
DMD001645,PT018,WH005,2022-08,REGULAR,85,75,11.76,78000,6630000
DMD001646,PT018,WH006,2022-08,REGULAR,39,38,2.56,78000,3042000
DMD001647,PT018,WH007,2022-08,REGULAR,27,23,14.81,78000,2106000
DMD001648,PT018,WH008,2022-08,REGULAR,51,55,7.84,78000,3978000
DMD001649,PT019,WH001,2022-08,REGULAR,233,265,13.73,55000,12815000
DMD001650,PT019,WH002,2022-08,REGULAR,169,147,13.02,55000,9295000
DMD001651,PT019,WH003,2022-08,REGULAR,120,116,3.33,55000,6600000
DMD001652,PT019,WH004,2022-08,REGULAR,90,,,55000,4950000
DMD001653,PT019,WH005,2022-08,REGULAR,78,,,55000,4290000
DMD001654,PT019,WH006,2022-08,REGULAR,39,39,0.0,55000,2145000
DMD001655,PT019,WH007,2022-08,REGULAR,27,24,11.11,55000,1485000
DMD001656,PT019,WH008,2022-08,REGULAR,47,,,55000,2585000
DMD001657,PT020,WH001,2022-08,REGULAR,289,279,3.46,42000,12138000
DMD001658,PT020,WH002,2022-08,REGULAR,213,190,10.8,42000,8946000
DMD001659,PT020,WH003,2022-08,REGULAR,147,136,7.48,42000,6174000
DMD001660,PT020,WH004,2022-08,REGULAR,104,117,12.5,42000,4368000
DMD001661,PT020,WH005,2022-08,REGULAR,88,100,13.64,42000,3696000
DMD001662,PT020,WH006,2022-08,REGULAR,48,51,6.25,42000,2016000
DMD001663,PT020,WH007,2022-08,REGULAR,27,27,0.0,42000,1134000
DMD001664,PT020,WH008,2022-08,REGULAR,61,64,4.92,42000,2562000
DMD001665,PT021,WH001,2022-08,REGULAR,241,227,5.81,185000,44585000
DMD001666,PT021,WH002,2022-08,REGULAR,186,164,11.83,185000,34410000
DMD001667,PT021,WH003,2022-08,REGULAR,122,136,11.48,185000,22570000
DMD001668,PT021,WH004,2022-08,REGULAR,97,85,12.37,185000,17945000
DMD001669,PT021,WH005,2022-08,REGULAR,72,80,11.11,185000,13320000
DMD001670,PT021,WH006,2022-08,REGULAR,39,42,7.69,185000,7215000
DMD001671,PT021,WH007,2022-08,REGULAR,23,25,8.7,185000,4255000
DMD001672,PT021,WH008,2022-08,REGULAR,50,55,10.0,185000,9250000
DMD001673,PT022,WH001,2022-08,REGULAR,365,400,9.59,68000,24820000
DMD001674,PT022,WH002,2022-08,REGULAR,255,262,2.75,68000,17340000
DMD001675,PT022,WH003,2022-08,EMERGENCY,160,137,14.37,68000,10880000
DMD001676,PT022,WH004,2022-08,REGULAR,122,132,8.2,68000,8296000
DMD001677,PT022,WH005,2022-08,REGULAR,99,93,6.06,68000,6732000
DMD001678,PT022,WH006,2022-08,REGULAR,47,53,12.77,68000,3196000
DMD001679,PT022,WH007,2022-08,REGULAR,35,36,2.86,68000,2380000
DMD001680,PT022,WH008,2022-08,REGULAR,65,69,6.15,68000,4420000
DMD001681,PT023,WH001,2022-08,REGULAR,3112,3391,8.97,1500,4668000
DMD001682,PT023,WH002,2022-08,REGULAR,2211,,,1500,3316500
DMD001683,PT023,WH003,2022-08,REGULAR,1470,1348,8.3,1500,2205000
DMD001684,PT023,WH004,2022-08,REGULAR,1138,1181,3.78,1500,1707000
DMD001685,PT023,WH005,2022-08,REGULAR,985,,,1500,1477500
DMD001686,PT023,WH006,2022-08,REGULAR,420,411,2.14,1500,630000
DMD001687,PT023,WH007,2022-08,REGULAR,275,311,13.09,1500,412500
DMD001688,PT023,WH008,2022-08,REGULAR,626,704,12.46,1500,939000
DMD001689,PT024,WH001,2022-08,REGULAR,2110,,,8500,17935000
DMD001690,PT024,WH002,2022-08,REGULAR,1435,1556,8.43,8500,12197500
DMD001691,PT024,WH003,2022-08,REGULAR,916,,,8500,7786000
DMD001692,PT024,WH004,2022-08,REGULAR,728,680,6.59,8500,6188000
DMD001693,PT024,WH005,2022-08,REGULAR,602,538,10.63,8500,5117000
DMD001694,PT024,WH006,2022-08,REGULAR,291,326,12.03,8500,2473500
DMD001695,PT024,WH007,2022-08,REGULAR,211,180,14.69,8500,1793500
DMD001696,PT024,WH008,2022-08,REGULAR,393,415,5.6,8500,3340500
DMD001697,PT025,WH001,2022-08,REGULAR,2031,1882,7.34,12000,24372000
DMD001698,PT025,WH002,2022-08,REGULAR,1333,1226,8.03,12000,15996000
DMD001699,PT025,WH003,2022-08,REGULAR,964,1099,14.0,12000,11568000
DMD001700,PT025,WH004,2022-08,REGULAR,716,,,12000,8592000
DMD001701,PT025,WH005,2022-08,REGULAR,598,579,3.18,12000,7176000
