INVENTORY_ID,PART_ID,WAREHOUSE_ID,SNAPSHOT_DATE,STOCK_QTY,SAFETY_STOCK_QTY,REORDER_POINT,STOCK_STATUS,INVENTORY_VALUE_KRW,LAST_MOVEMENT_DATE
INV000326,PT017,WH002,2022-06-30,71,6,66,NORMAL,3408000,
INV000327,PT017,WH003,2022-06-30,88,4,41,NORMAL,4224000,2022-05-28
INV000328,PT017,WH004,2022-06-30,47,3,31,NORMAL,2256000,
INV000329,PT017,WH005,2022-06-30,33,2,26,NORMAL,1584000,
INV000330,PT017,WH006,2022-06-30,15,1,13,NORMAL,720000,2022-06-18
INV000331,PT017,WH007,2022-06-30,16,1,9,NORMAL,768000,2022-04-05
INV000332,PT017,WH008,2022-06-30,45,1,16,OVERSTOCK,2160000,
INV000333,PT018,WH001,2022-06-30,86,7,71,NORMAL,6708000,2022-06-17
INV000334,PT018,WH002,2022-06-30,52,5,56,LOW,4056000,2022-04-20
INV000335,PT018,WH003,2022-06-30,38,3,33,NORMAL,2964000,2022-04-10
INV000336,PT018,WH004,2022-06-30,25,2,25,NORMAL,1950000,2022-06-06
INV000337,PT018,WH005,2022-06-30,56,2,22,OVERSTOCK,4368000,2022-04-26
INV000338,PT018,WH006,2022-06-30,26,1,10,OVERSTOCK,2028000,2022-05-06
INV000339,PT018,WH007,2022-06-30,9,1,7,NORMAL,702000,2022-06-06
INV000340,PT018,WH008,2022-06-30,33,1,13,OVERSTOCK,2574000,2022-04-02
INV000341,PT019,WH001,2022-06-30,129,5,58,NORMAL,7095000,2022-06-13
INV000342,PT019,WH002,2022-06-30,40,4,47,LOW,2200000,2022-06-29
INV000343,PT019,WH003,2022-06-30,38,2,28,NORMAL,2090000,2022-04-26
INV000344,PT019,WH004,2022-06-30,41,2,21,NORMAL,2255000,
INV000345,PT019,WH005,2022-06-30,45,1,18,OVERSTOCK,2475000,
INV000346,PT019,WH006,2022-06-30,11,1,9,NORMAL,605000,
INV000347,PT019,WH007,2022-06-30,3,1,6,LOW,165000,2022-05-02
INV000348,PT019,WH008,2022-06-30,35,1,13,OVERSTOCK,1925000,2022-05-23
INV000349,PT020,WH001,2022-06-30,138,7,74,NORMAL,5796000,2022-05-14
INV000350,PT020,WH002,2022-06-30,104,5,53,NORMAL,4368000,
INV000351,PT020,WH003,2022-06-30,82,3,32,OVERSTOCK,3444000,2022-06-06
INV000352,PT020,WH004,2022-06-30,33,2,27,NORMAL,1386000,2022-06-17
INV000353,PT020,WH005,2022-06-30,63,2,22,OVERSTOCK,2646000,2022-06-02
INV000354,PT020,WH006,2022-06-30,12,1,11,NORMAL,504000,2022-06-05
INV000355,PT020,WH007,2022-06-30,2,1,7,LOW,84000,2022-06-29
INV000356,PT020,WH008,2022-06-30,27,1,14,NORMAL,1134000,2022-05-14
INV000357,PT021,WH001,2022-06-30,58,5,93,LOW,10730000,
INV000358,PT021,WH002,2022-06-30,34,3,68,LOW,6290000,2022-06-10
INV000359,PT021,WH003,2022-06-30,108,2,40,OVERSTOCK,19980000,2022-06-16
INV000360,PT021,WH004,2022-06-30,41,1,30,NORMAL,7585000,2022-05-24
INV000361,PT021,WH005,2022-06-30,31,1,26,NORMAL,5735000,2022-05-02
INV000362,PT021,WH006,2022-06-30,7,1,13,LOW,1295000,2022-05-30
INV000363,PT021,WH007,2022-06-30,29,1,10,OVERSTOCK,5365000,2022-05-24
INV000364,PT021,WH008,2022-06-30,17,1,18,LOW,3145000,2022-05-04
INV000365,PT022,WH001,2022-06-30,96,6,91,NORMAL,6528000,2022-06-07
INV000366,PT022,WH002,2022-06-30,90,4,64,NORMAL,6120000,2022-05-10
INV000367,PT022,WH003,2022-06-30,114,3,44,OVERSTOCK,7752000,2022-06-04
INV000368,PT022,WH004,2022-06-30,42,2,31,NORMAL,2856000,2022-05-15
INV000369,PT022,WH005,2022-06-30,32,2,27,NORMAL,2176000,
INV000370,PT022,WH006,2022-06-30,30,1,13,NORMAL,2040000,2022-05-19
INV000371,PT022,WH007,2022-06-30,10,1,9,NORMAL,680000,
INV000372,PT022,WH008,2022-06-30,24,1,16,NORMAL,1632000,
INV000373,PT023,WH001,2022-06-30,165,76,370,LOW,247500,2022-04-10
INV000374,PT023,WH002,2022-06-30,736,56,272,OVERSTOCK,1104000,2022-06-11
INV000375,PT023,WH003,2022-06-30,241,32,158,NORMAL,361500,2022-06-29
INV000376,PT023,WH004,2022-06-30,45,29,141,LOW,67500,2022-04-03
INV000377,PT023,WH005,2022-06-30,326,24,117,OVERSTOCK,489000,2022-06-24
INV000378,PT023,WH006,2022-06-30,88,16,61,NORMAL,132000,
INV000379,PT023,WH007,2022-06-30,55,7,36,NORMAL,82500,
INV000380,PT023,WH008,2022-06-30,37,16,77,LOW,55500,2022-04-01
INV000381,PT024,WH001,2022-06-30,501,40,293,NORMAL,4258500,2022-05-02
INV000382,PT024,WH002,2022-06-30,574,30,217,OVERSTOCK,4879000,2022-06-06
INV000383,PT024,WH003,2022-06-30,365,17,125,OVERSTOCK,3102500,2022-06-05
INV000384,PT024,WH004,2022-06-30,190,14,103,NORMAL,1615000,2022-04-01
INV000385,PT024,WH005,2022-06-30,247,12,89,OVERSTOCK,2099500,
INV000386,PT024,WH006,2022-06-30,113,7,43,OVERSTOCK,960500,2022-05-24
INV000387,PT024,WH007,2022-06-30,68,4,30,NORMAL,578000,2022-06-19
INV000388,PT024,WH008,2022-06-30,145,7,55,OVERSTOCK,1232500,2022-04-30
INV000389,PT025,WH001,2022-06-30,734,40,293,OVERSTOCK,8808000,2022-04-16
INV000390,PT025,WH002,2022-06-30,247,31,225,NORMAL,2964000,
INV000391,PT025,WH003,2022-06-30,78,18,132,LOW,936000,2022-06-25
INV000392,PT025,WH004,2022-06-30,71,14,102,LOW,852000,2022-04-03
INV000393,PT025,WH005,2022-06-30,89,12,88,NORMAL,1068000,2022-05-18
INV000394,PT025,WH006,2022-06-30,93,9,47,NORMAL,1116000,2022-06-15
INV000395,PT025,WH007,2022-06-30,53,4,29,NORMAL,636000,
INV000396,PT025,WH008,2022-06-30,21,7,55,LOW,252000,
INV000397,PT026,WH001,2022-06-30,607,52,254,NORMAL,2124500,2022-05-19
INV000398,PT026,WH002,2022-06-30,399,37,180,NORMAL,1396500,2022-06-25
INV000399,PT026,WH003,2022-06-30,273,23,114,NORMAL,955500,
INV000400,PT026,WH004,2022-06-30,168,18,87,NORMAL,588000,2022-05-10
INV000401,PT026,WH005,2022-06-30,179,15,75,NORMAL,626500,2022-06-01
INV000402,PT026,WH006,2022-06-30,114,10,39,OVERSTOCK,399000,2022-05-30
INV000403,PT026,WH007,2022-06-30,7,5,25,LOW,24500,2022-05-13
INV000404,PT026,WH008,2022-06-30,107,10,49,NORMAL,374500,2022-04-01
INV000405,PT027,WH001,2022-06-30,1606,125,606,OVERSTOCK,1284800,
INV000406,PT027,WH002,2022-06-30,1203,99,479,OVERSTOCK,962400,2022-06-14
INV000407,PT027,WH003,2022-06-30,405,60,291,NORMAL,324000,2022-05-31
INV000408,PT027,WH004,2022-06-30,347,47,229,NORMAL,277600,2022-04-09
INV000409,PT027,WH005,2022-06-30,386,39,189,NORMAL,308800,
INV000410,PT027,WH006,2022-06-30,159,28,103,NORMAL,127200,2022-05-26
INV000411,PT027,WH007,2022-06-30,90,12,61,NORMAL,72000,
INV000412,PT027,WH008,2022-06-30,101,26,127,LOW,80800,2022-04-11
INV000413,PT028,WH001,2022-06-30,265,48,350,LOW,1590000,2022-06-01
INV000414,PT028,WH002,2022-06-30,736,38,280,OVERSTOCK,4416000,2022-04-10
INV000415,PT028,WH003,2022-06-30,427,23,170,OVERSTOCK,2562000,2022-06-18
INV000416,PT028,WH004,2022-06-30,173,16,115,NORMAL,1038000,2022-04-21
INV000417,PT028,WH005,2022-06-30,169,18,129,NORMAL,1014000,2022-05-02
INV000418,PT028,WH006,2022-06-30,71,10,54,NORMAL,426000,2022-06-25
INV000419,PT028,WH007,2022-06-30,41,4,33,NORMAL,246000,
INV000420,PT028,WH008,2022-06-30,186,9,65,OVERSTOCK,1116000,2022-04-02
INV000421,PT029,WH001,2022-06-30,764,66,320,NORMAL,3438000,2022-04-01
INV000422,PT029,WH002,2022-06-30,96,41,199,LOW,432000,
INV000423,PT029,WH003,2022-06-30,142,23,115,NORMAL,639000,2022-04-15
INV000424,PT029,WH004,2022-06-30,58,23,112,LOW,261000,2022-04-20
INV000425,PT029,WH005,2022-06-30,83,21,103,LOW,373500,2022-06-20
INV000426,PT029,WH006,2022-06-30,71,12,44,NORMAL,319500,2022-05-12
INV000427,PT029,WH007,2022-06-30,32,6,30,NORMAL,144000,2022-04-24
INV000428,PT029,WH008,2022-06-30,105,11,55,NORMAL,472500,2022-05-22
INV000429,PT030,WH001,2022-06-30,203,101,488,LOW,446600,2022-04-10
INV000430,PT030,WH002,2022-06-30,430,81,392,NORMAL,946000,2022-05-15
INV000431,PT030,WH003,2022-06-30,588,48,232,OVERSTOCK,1293600,2022-05-18
INV000432,PT030,WH004,2022-06-30,329,37,179,NORMAL,723800,2022-05-13
INV000433,PT030,WH005,2022-06-30,237,31,152,NORMAL,521400,2022-05-12
INV000434,PT030,WH006,2022-06-30,210,22,80,OVERSTOCK,462000,
INV000435,PT030,WH007,2022-06-30,49,10,49,NORMAL,107800,2022-06-28
INV000436,PT030,WH008,2022-06-30,155,20,99,NORMAL,341000,2022-05-19
INV000437,PT001,WH001,2022-09-30,24,1,17,NORMAL,43200000,2022-09-06
INV000438,PT001,WH002,2022-09-30,12,8,8,NORMAL,21600000,2022-09-09
INV000439,PT001,WH003,2022-09-30,5,1,4,NORMAL,9000000,2022-07-11
INV000440,PT001,WH004,2022-09-30,8,1,4,NORMAL,14400000,2022-09-21
INV000441,PT001,WH005,2022-09-30,2,1,4,LOW,3600000,2022-09-27
INV000442,PT001,WH006,2022-09-30,27,12,12,NORMAL,48600000,
INV000443,PT002,WH001,2022-09-30,13,1,7,NORMAL,26000000,2022-09-01
INV000444,PT002,WH002,2022-09-30,8,1,6,NORMAL,16000000,
INV000445,PT002,WH003,2022-09-30,4,1,2,NORMAL,8000000,2022-07-18
INV000446,PT002,WH004,2022-09-30,1,1,5,LOW,2000000,2022-07-08
INV000447,PT002,WH005,2022-09-30,6,1,4,NORMAL,12000000,
INV000448,PT002,WH006,2022-09-30,1,1,2,LOW,2000000,
INV000449,PT003,WH001,2022-09-30,28,1,13,NORMAL,23800000,2022-07-24
INV000450,PT003,WH002,2022-09-30,8,1,22,LOW,6800000,2022-07-06
INV000451,PT003,WH003,2022-09-30,10,1,5,NORMAL,8500000,2022-08-01
INV000452,PT003,WH004,2022-09-30,12,1,5,NORMAL,10200000,2022-09-23
INV000453,PT003,WH005,2022-09-30,2,1,4,LOW,1700000,2022-08-01
INV000454,PT003,WH006,2022-09-30,0,1,1,STOCKOUT,0,2022-09-13
INV000455,PT004,WH001,2022-09-30,26,1,10,OVERSTOCK,16120000,
INV000456,PT004,WH002,2022-09-30,20,1,11,NORMAL,12400000,2022-07-08
INV000457,PT004,WH003,2022-09-30,19,8,8,NORMAL,11780000,2022-08-09
INV000458,PT004,WH004,2022-09-30,5,1,5,NORMAL,3100000,
INV000459,PT004,WH005,2022-09-30,8,1,5,NORMAL,4960000,2022-08-20
INV000460,PT004,WH006,2022-09-30,34,12,12,OVERSTOCK,21080000,2022-07-02
INV000461,PT005,WH001,2022-09-30,95,2,39,NORMAL,36100000,2022-07-16
INV000462,PT005,WH002,2022-09-30,65,1,26,OVERSTOCK,24700000,
INV000463,PT005,WH003,2022-09-30,27,1,22,NORMAL,10260000,2022-09-14
INV000464,PT005,WH004,2022-09-30,37,1,13,OVERSTOCK,14060000,2022-08-30
INV000465,PT005,WH005,2022-09-30,28,1,11,OVERSTOCK,10640000,2022-07-19
INV000466,PT005,WH006,2022-09-30,16,1,6,OVERSTOCK,6080000,2022-08-24
INV000467,PT006,WH001,2022-09-30,104,3,46,NORMAL,22880000,2022-07-13
INV000468,PT006,WH002,2022-09-30,25,2,33,LOW,5500000,
INV000469,PT006,WH003,2022-09-30,32,1,20,NORMAL,7040000,
INV000470,PT006,WH004,2022-09-30,23,1,15,NORMAL,5060000,2022-07-24
INV000471,PT006,WH005,2022-09-30,18,1,13,NORMAL,3960000,2022-08-14
INV000472,PT006,WH006,2022-09-30,12,1,7,NORMAL,2640000,2022-09-15
INV000473,PT007,WH001,2022-09-30,27,1,17,NORMAL,12960000,2022-07-26
INV000474,PT007,WH002,2022-09-30,13,1,9,NORMAL,6240000,2022-07-28
INV000475,PT007,WH003,2022-09-30,9,1,6,NORMAL,4320000,2022-07-13
INV000476,PT007,WH004,2022-09-30,44,1,16,OVERSTOCK,21120000,2022-08-18
INV000477,PT007,WH005,2022-09-30,12,1,6,NORMAL,5760000,2022-07-23
INV000478,PT007,WH006,2022-09-30,12,13,13,CRITICAL,5760000,2022-07-17
INV000479,PT008,WH001,2022-09-30,39,1,21,NORMAL,12480000,2022-09-07
INV000480,PT008,WH002,2022-09-30,18,1,15,NORMAL,5760000,2022-09-19
INV000481,PT008,WH003,2022-09-30,11,1,6,NORMAL,3520000,
INV000482,PT008,WH004,2022-09-30,10,1,8,NORMAL,3200000,2022-07-10
INV000483,PT008,WH005,2022-09-30,18,1,10,NORMAL,5760000,
INV000484,PT008,WH006,2022-09-30,7,1,3,NORMAL,2240000,
INV000485,PT009,WH001,2022-09-30,3,1,6,LOW,750000,2022-07-17
INV000486,PT009,WH002,2022-09-30,24,1,13,NORMAL,6000000,2022-08-30
INV000487,PT009,WH006,2022-09-30,25,12,12,NORMAL,6250000,2022-09-20
INV000488,PT009,WH007,2022-09-30,2,1,3,LOW,500000,2022-07-20
INV000489,PT010,WH001,2022-09-30,19,1,22,LOW,18050000,2022-08-10
INV000490,PT010,WH002,2022-09-30,27,1,16,NORMAL,25650000,2022-07-30
INV000491,PT010,WH003,2022-09-30,13,1,10,NORMAL,12350000,2022-08-18
INV000492,PT010,WH004,2022-09-30,6,1,8,LOW,5700000,2022-09-23
INV000493,PT010,WH005,2022-09-30,4,1,7,LOW,3800000,2022-07-21
INV000494,PT010,WH006,2022-09-30,8,1,3,OVERSTOCK,7600000,2022-07-27
INV000495,PT011,WH001,2022-09-30,146,22,231,LOW,2628000,2022-09-09
INV000496,PT011,WH002,2022-09-30,233,16,168,NORMAL,4194000,2022-07-16
INV000497,PT011,WH003,2022-09-30,78,9,94,LOW,1404000,2022-09-14
INV000498,PT011,WH004,2022-09-30,114,7,75,NORMAL,2052000,2022-09-08
INV000499,PT011,WH005,2022-09-30,160,6,65,NORMAL,2880000,
INV000500,PT011,WH006,2022-09-30,29,4,33,LOW,522000,2022-08-02
INV000501,PT011,WH007,2022-09-30,33,2,20,NORMAL,594000,2022-09-28
INV000502,PT011,WH008,2022-09-30,109,4,45,NORMAL,1962000,2022-08-25
INV000503,PT012,WH001,2022-09-30,380,22,177,NORMAL,4560000,2022-08-04
INV000504,PT012,WH002,2022-09-30,174,17,133,NORMAL,2088000,2022-07-09
INV000505,PT012,WH003,2022-09-30,36,10,81,LOW,432000,2022-07-30
INV000506,PT012,WH004,2022-09-30,145,8,67,NORMAL,1740000,2022-07-30
INV000507,PT012,WH005,2022-09-30,125,6,52,NORMAL,1500000,2022-08-02
INV000508,PT012,WH006,2022-09-30,32,4,29,NORMAL,384000,
INV000509,PT012,WH007,2022-09-30,11,2,18,LOW,132000,2022-08-22
INV000510,PT012,WH008,2022-09-30,75,4,37,NORMAL,900000,2022-08-29
INV000511,PT013,WH001,2022-09-30,210,16,127,NORMAL,1680000,2022-09-21
INV000512,PT013,WH002,2022-09-30,196,11,91,NORMAL,1568000,2022-09-25
INV000513,PT013,WH003,2022-09-30,143,7,55,OVERSTOCK,1144000,
INV000514,PT013,WH004,2022-09-30,116,5,40,OVERSTOCK,928000,2022-07-12
INV000515,PT013,WH005,2022-09-30,38,4,37,NORMAL,304000,
INV000516,PT013,WH006,2022-09-30,43,3,18,NORMAL,344000,2022-07-02
INV000517,PT013,WH007,2022-09-30,26,1,10,OVERSTOCK,208000,2022-08-15
INV000518,PT013,WH008,2022-09-30,68,3,23,OVERSTOCK,544000,2022-07-13
INV000519,PT014,WH001,2022-09-30,78,7,79,LOW,5070000,2022-09-17
INV000520,PT014,WH002,2022-09-30,86,6,62,NORMAL,5590000,2022-08-02
INV000521,PT014,WH003,2022-09-30,102,3,35,OVERSTOCK,6630000,2022-07-23
INV000522,PT014,WH004,2022-09-30,33,2,29,NORMAL,2145000,
INV000523,PT014,WH005,2022-09-30,44,2,24,NORMAL,2860000,2022-07-17
INV000524,PT014,WH006,2022-09-30,24,1,12,NORMAL,1560000,2022-09-16
INV000525,PT014,WH007,2022-09-30,3,1,8,LOW,195000,2022-09-27
INV000526,PT014,WH008,2022-09-30,17,1,16,NORMAL,1105000,2022-07-16
INV000527,PT015,WH001,2022-09-30,257,16,163,NORMAL,5654000,2022-08-16
INV000528,PT015,WH002,2022-09-30,127,11,121,NORMAL,2794000,2022-09-15
INV000529,PT015,WH003,2022-09-30,206,7,74,OVERSTOCK,4532000,
INV000530,PT015,WH004,2022-09-30,142,5,55,OVERSTOCK,3124000,2022-07-27
INV000531,PT015,WH005,2022-09-30,83,4,47,NORMAL,1826000,2022-08-07
INV000532,PT015,WH006,2022-09-30,46,3,24,NORMAL,1012000,2022-07-09
INV000533,PT015,WH007,2022-09-30,8,1,14,LOW,176000,2022-07-11
INV000534,PT015,WH008,2022-09-30,60,3,32,NORMAL,1320000,2022-08-19
INV000535,PT016,WH001,2022-09-30,64,5,74,LOW,6080000,2022-07-27
INV000536,PT016,WH002,2022-09-30,159,4,59,OVERSTOCK,15105000,
INV000537,PT016,WH003,2022-09-30,17,2,32,LOW,1615000,2022-09-25
INV000538,PT016,WH004,2022-09-30,65,1,25,OVERSTOCK,6175000,2022-08-13
INV000539,PT016,WH005,2022-09-30,30,1,22,NORMAL,2850000,2022-08-08
INV000540,PT016,WH006,2022-09-30,11,1,11,NORMAL,1045000,2022-07-04
INV000541,PT016,WH007,2022-09-30,5,1,7,LOW,475000,2022-08-18
INV000542,PT016,WH008,2022-09-30,38,1,14,OVERSTOCK,3610000,2022-09-09
INV000543,PT017,WH001,2022-09-30,28,9,92,LOW,1344000,2022-09-14
INV000544,PT017,WH002,2022-09-30,180,7,71,OVERSTOCK,8640000,2022-08-28
INV000545,PT017,WH003,2022-09-30,102,4,42,NORMAL,4896000,2022-07-02
INV000546,PT017,WH004,2022-09-30,25,3,33,LOW,1200000,2022-07-19
INV000547,PT017,WH005,2022-09-30,29,2,28,NORMAL,1392000,2022-09-19
INV000548,PT017,WH006,2022-09-30,30,1,13,NORMAL,1440000,2022-08-23
INV000549,PT017,WH007,2022-09-30,8,1,9,LOW,384000,2022-09-22
INV000550,PT017,WH008,2022-09-30,50,1,18,OVERSTOCK,2400000,2022-08-17
INV000551,PT018,WH001,2022-09-30,196,7,77,OVERSTOCK,15288000,2022-07-04
INV000552,PT018,WH002,2022-09-30,23,5,55,LOW,1794000,2022-08-07
INV000553,PT018,WH003,2022-09-30,14,3,33,LOW,1092000,2022-07-18
INV000554,PT018,WH004,2022-09-30,44,2,26,NORMAL,3432000,2022-09-23
INV000555,PT018,WH005,2022-09-30,34,2,23,NORMAL,2652000,2022-08-15
INV000556,PT018,WH006,2022-09-30,6,1,11,LOW,468000,2022-09-12
INV000557,PT018,WH007,2022-09-30,4,1,8,LOW,312000,2022-09-19
INV000558,PT018,WH008,2022-09-30,32,1,14,NORMAL,2496000,
INV000559,PT019,WH001,2022-09-30,50,6,66,LOW,2750000,2022-09-16
INV000560,PT019,WH002,2022-09-30,82,5,51,NORMAL,4510000,2022-08-11
INV000561,PT019,WH003,2022-09-30,48,2,29,NORMAL,2640000,2022-08-17
INV000562,PT019,WH004,2022-09-30,35,2,24,NORMAL,1925000,2022-09-19
INV000563,PT019,WH005,2022-09-30,34,2,20,NORMAL,1870000,2022-08-18
INV000564,PT019,WH006,2022-09-30,10,1,10,NORMAL,550000,2022-07-05
INV000565,PT019,WH007,2022-09-30,5,1,7,LOW,275000,2022-09-28
INV000566,PT019,WH008,2022-09-30,8,1,13,LOW,440000,2022-07-15
INV000567,PT020,WH001,2022-09-30,209,8,85,NORMAL,8778000,
INV000568,PT020,WH002,2022-09-30,170,6,62,OVERSTOCK,7140000,2022-08-20
INV000569,PT020,WH003,2022-09-30,68,3,38,NORMAL,2856000,2022-07-13
INV000570,PT020,WH004,2022-09-30,16,2,29,LOW,672000,2022-07-31
INV000571,PT020,WH005,2022-09-30,42,2,24,NORMAL,1764000,2022-08-18
INV000572,PT020,WH006,2022-09-30,9,1,12,LOW,378000,2022-07-16
INV000573,PT020,WH007,2022-09-30,6,1,8,LOW,252000,
INV000574,PT020,WH008,2022-09-30,28,1,15,NORMAL,1176000,
INV000575,PT021,WH001,2022-09-30,243,6,113,NORMAL,44955000,2022-09-09
INV000576,PT021,WH002,2022-09-30,154,4,84,NORMAL,28490000,2022-08-26
INV000577,PT021,WH003,2022-09-30,87,3,53,NORMAL,16095000,2022-08-24
INV000578,PT021,WH004,2022-09-30,13,2,42,LOW,2405000,
INV000579,PT021,WH005,2022-09-30,80,1,32,OVERSTOCK,14800000,2022-07-03
INV000580,PT021,WH006,2022-09-30,37,1,17,NORMAL,6845000,2022-07-17
INV000581,PT021,WH007,2022-09-30,8,1,11,LOW,1480000,
INV000582,PT021,WH008,2022-09-30,59,1,23,OVERSTOCK,10915000,2022-09-10
INV000583,PT022,WH001,2022-09-30,36,8,117,LOW,2448000,
INV000584,PT022,WH002,2022-09-30,60,6,82,LOW,4080000,2022-09-16
INV000585,PT022,WH003,2022-09-30,78,3,52,NORMAL,5304000,2022-09-10
INV000586,PT022,WH004,2022-09-30,17,2,39,LOW,1156000,2022-07-09
INV000587,PT022,WH005,2022-09-30,36,2,33,NORMAL,2448000,2022-07-12
INV000588,PT022,WH006,2022-09-30,44,1,15,OVERSTOCK,2992000,2022-07-25
INV000589,PT022,WH007,2022-09-30,14,1,11,NORMAL,952000,2022-08-22
INV000590,PT022,WH008,2022-09-30,35,1,20,NORMAL,2380000,2022-09-11
INV000591,PT023,WH001,2022-09-30,663,88,428,NORMAL,994500,2022-07-15
INV000592,PT023,WH002,2022-09-30,188,61,296,LOW,282000,2022-08-02
INV000593,PT023,WH003,2022-09-30,503,38,187,OVERSTOCK,754500,2022-07-14
INV000594,PT023,WH004,2022-09-30,410,29,143,OVERSTOCK,615000,2022-08-21
INV000595,PT023,WH005,2022-09-30,348,25,121,OVERSTOCK,522000,2022-07-18
INV000596,PT023,WH006,2022-09-30,41,18,66,LOW,61500,2022-08-20
INV000597,PT023,WH007,2022-09-30,32,8,40,LOW,48000,
INV000598,PT023,WH008,2022-09-30,47,16,78,LOW,70500,2022-09-17
INV000599,PT024,WH001,2022-09-30,214,52,380,LOW,1819000,
INV000600,PT024,WH002,2022-09-30,316,38,275,NORMAL,2686000,
INV000601,PT024,WH003,2022-09-30,88,21,154,LOW,748000,2022-07-23
INV000602,PT024,WH004,2022-09-30,294,17,124,NORMAL,2499000,2022-08-30
INV000603,PT024,WH005,2022-09-30,111,14,103,NORMAL,943500,2022-09-28
INV000604,PT024,WH006,2022-09-30,122,10,54,NORMAL,1037000,
INV000605,PT024,WH007,2022-09-30,76,4,34,NORMAL,646000,2022-08-28
INV000606,PT024,WH008,2022-09-30,92,9,68,NORMAL,782000,2022-07-30
INV000607,PT025,WH001,2022-09-30,874,47,343,OVERSTOCK,10488000,2022-09-09
INV000608,PT025,WH002,2022-09-30,80,34,247,LOW,960000,
INV000609,PT025,WH003,2022-09-30,151,21,157,LOW,1812000,2022-08-28
INV000610,PT025,WH004,2022-09-30,91,17,125,LOW,1092000,2022-08-04
INV000611,PT025,WH005,2022-09-30,248,14,101,NORMAL,2976000,2022-07-31
INV000612,PT025,WH006,2022-09-30,73,10,55,NORMAL,876000,2022-09-12
INV000613,PT025,WH007,2022-09-30,63,4,32,NORMAL,756000,2022-07-08
INV000614,PT025,WH008,2022-09-30,193,9,65,OVERSTOCK,2316000,2022-07-07
INV000615,PT026,WH001,2022-09-30,490,53,259,NORMAL,1715000,2022-07-10
INV000616,PT026,WH002,2022-09-30,443,41,201,NORMAL,1550500,2022-08-10
INV000617,PT026,WH003,2022-09-30,341,25,124,OVERSTOCK,1193500,2022-07-22
INV000618,PT026,WH004,2022-09-30,201,19,92,NORMAL,703500,2022-07-28
INV000619,PT026,WH005,2022-09-30,130,16,81,NORMAL,455000,
INV000620,PT026,WH006,2022-09-30,17,12,44,LOW,59500,2022-09-07
INV000621,PT026,WH007,2022-09-30,58,5,24,NORMAL,203000,2022-09-23
INV000622,PT026,WH008,2022-09-30,18,10,52,LOW,63000,2022-07-02
INV000623,PT027,WH001,2022-09-30,265,138,670,LOW,212000,2022-09-20
INV000624,PT027,WH002,2022-09-30,172,101,492,LOW,137600,2022-07-15
INV000625,PT027,WH003,2022-09-30,626,58,281,NORMAL,500800,2022-09-11
INV000626,PT027,WH004,2022-09-30,259,50,243,NORMAL,207200,2022-09-12
INV000627,PT027,WH005,2022-09-30,246,41,200,NORMAL,196800,2022-08-16
INV000628,PT027,WH006,2022-09-30,121,31,112,NORMAL,96800,
INV000629,PT027,WH007,2022-09-30,150,13,65,NORMAL,120000,2022-07-23
INV000630,PT027,WH008,2022-09-30,252,27,133,NORMAL,201600,2022-09-07
INV000631,PT028,WH001,2022-09-30,507,43,315,NORMAL,3042000,2022-08-31
INV000632,PT028,WH002,2022-09-30,493,36,264,NORMAL,2958000,2022-09-06
INV000633,PT028,WH003,2022-09-30,158,24,178,LOW,948000,2022-07-21
INV000634,PT028,WH004,2022-09-30,94,17,125,LOW,564000,2022-07-18
INV000635,PT028,WH005,2022-09-30,98,16,121,LOW,588000,2022-09-05
INV000636,PT028,WH006,2022-09-30,160,10,55,OVERSTOCK,960000,2022-08-02
INV000637,PT028,WH007,2022-09-30,57,4,32,NORMAL,342000,2022-09-27
INV000638,PT028,WH008,2022-09-30,144,12,91,NORMAL,864000,2022-09-24
INV000639,PT029,WH001,2022-09-30,303,60,292,NORMAL,1363500,2022-08-31
INV000640,PT029,WH002,2022-09-30,302,50,242,NORMAL,1359000,2022-07-08
INV000641,PT029,WH003,2022-09-30,139,31,151,LOW,625500,2022-07-14
INV000642,PT029,WH004,2022-09-30,116,18,90,NORMAL,522000,2022-09-19
INV000643,PT029,WH005,2022-09-30,187,17,83,NORMAL,841500,2022-07-16
INV000644,PT029,WH006,2022-09-30,38,13,48,LOW,171000,
INV000645,PT029,WH007,2022-09-30,20,5,25,LOW,90000,2022-08-01
INV000646,PT029,WH008,2022-09-30,123,11,55,NORMAL,553500,2022-07-31
INV000647,PT030,WH001,2022-09-30,1578,110,534,OVERSTOCK,3471600,2022-09-29
INV000648,PT030,WH002,2022-09-30,622,78,380,NORMAL,1368400,2022-07-20
INV000649,PT030,WH003,2022-09-30,402,46,225,NORMAL,884400,2022-08-22
INV000650,PT030,WH004,2022-09-30,321,36,176,NORMAL,706200,2022-07-13
INV000651,PT030,WH005,2022-09-30,302,32,155,NORMAL,664400,2022-09-04
INV000652,PT030,WH006,2022-09-30,207,24,86,NORMAL,455400,2022-07-27
INV000653,PT030,WH007,2022-09-30,78,11,55,NORMAL,171600,2022-09-13
INV000654,PT030,WH008,2022-09-30,254,22,107,NORMAL,558800,2022-09-28
INV000655,PT001,WH001,2022-12-31,39,1,16,NORMAL,70200000,2022-11-15
INV000656,PT001,WH002,2022-12-31,1,1,3,LOW,1800000,2022-11-28
INV000657,PT001,WH003,2022-12-31,14,8,8,NORMAL,25200000,2022-11-25
INV000658,PT001,WH004,2022-12-31,13,1,6,NORMAL,23400000,2022-11-13
