PRODUCTION_ID,LINE_ID,PRODUCT_ID,PRODUCTION_DATE,SHIFT,PLANNED_OUTPUT,ACTUAL_OUTPUT,UTILIZATION_RATE_PCT,OPERATION_HOURS,DOWNTIME_HOURS,DOWNTIME_REASON,YIELD_RATE_PCT
PRD-000873,LINE-02,PRD006,2023-05-22,주간,1643,1627,99.0,21.9,,,96.39
PRD-000874,LINE-02,PRD006,2023-05-23,주간,1552,1375,88.6,21.0,,,97.43
PRD-000875,LINE-02,PRD006,2023-05-24,주간,1558,1351,86.7,21.1,,,98.05
PRD-000876,LINE-02,PRD006,2023-05-25,주간,1565,1349,86.2,22.7,,,96.15
PRD-000877,LINE-02,PRD006,2023-05-26,야간,1685,1756,104.2,23.7,,,97.18
PRD-000878,LINE-02,PRD006,2023-05-27,주간,1792,1881,105.0,23.8,,,97.32
PRD-000879,LINE-02,PRD006,2023-05-28,야간,1768,1503,85.0,22.9,,,96.49
PRD-000880,LINE-02,PRD006,2023-05-29,주간,1616,1599,98.9,21.5,,,98.31
PRD-000881,LINE-02,PRD006,2023-05-30,야간,1820,1895,104.1,20.1,,,96.16
PRD-000882,LINE-02,PRD006,2023-05-31,주간,1710,1590,93.0,21.4,,,99.3
PRD-000883,LINE-02,PRD006,2023-06-01,주간,1747,1587,90.8,22.8,,,99.07
PRD-000884,LINE-02,PRD006,2023-06-02,야간,1765,1606,91.0,20.7,,,96.4
PRD-000885,LINE-02,PRD006,2023-06-03,주간,1752,1720,98.2,20.4,,,96.1
PRD-000886,LINE-02,PRD006,2023-06-04,야간,1599,1441,90.1,23.8,,,98.33
PRD-000887,LINE-02,PRD006,2023-06-05,주간,1765,1617,91.6,23.7,,,98.1
PRD-000888,LINE-02,PRD006,2023-06-06,야간,1747,1618,92.6,23.2,,,96.4
PRD-000889,LINE-02,PRD006,2023-06-07,주간,1749,491,28.1,5.0,18.8,계획정비,97.29
PRD-000890,LINE-02,PRD006,2023-06-08,야간,1705,1513,88.7,23.9,,,97.28
PRD-000891,LINE-02,PRD006,2023-06-09,야간,1709,1528,89.4,20.0,,,97.11
PRD-000892,LINE-02,PRD006,2023-06-10,주간,1667,1617,97.0,23.0,,,98.9
PRD-000893,LINE-02,PRD006,2023-06-11,야간,1734,1568,90.4,22.5,,,97.02
PRD-000894,LINE-02,PRD006,2023-06-12,주간,1631,1656,101.5,23.4,,,96.79
PRD-000895,LINE-02,PRD006,2023-06-13,야간,1759,1796,102.1,21.2,,,99.19
PRD-000896,LINE-02,PRD006,2023-06-14,야간,1633,1609,98.5,23.0,,,97.85
PRD-000897,LINE-02,PRD006,2023-06-15,주간,1782,1655,92.9,21.3,,,99.03
PRD-000898,LINE-02,PRD006,2023-06-16,야간,1702,1597,93.8,21.2,,,98.57
PRD-000899,LINE-02,PRD006,2023-06-17,야간,1783,1649,92.5,22.7,,,96.2
PRD-000900,LINE-02,PRD006,2023-06-18,야간,1818,1781,98.0,23.9,,,97.41
PRD-000901,LINE-02,PRD006,2023-06-19,주간,1676,1655,98.7,22.6,,,98.42
PRD-000902,LINE-02,PRD006,2023-06-20,야간,1785,1749,98.0,22.5,,,96.04
PRD-000903,LINE-02,PRD006,2023-06-21,주간,1720,1774,103.1,20.1,,,98.0
PRD-000904,LINE-02,PRD006,2023-06-22,야간,1588,1503,94.6,21.2,1.3,라인전환,96.65
PRD-000905,LINE-02,PRD006,2023-06-23,주간,1769,1676,94.7,23.0,,,98.31
PRD-000906,LINE-02,PRD006,2023-06-24,야간,1736,1477,85.1,23.2,,,98.28
PRD-000907,LINE-02,PRD006,2023-06-25,주간,1571,1429,91.0,21.7,,,96.0
PRD-000908,LINE-02,PRD006,2023-06-26,야간,1685,1696,100.7,20.6,,,97.1
PRD-000909,LINE-02,PRD006,2023-06-27,주간,1734,1703,98.2,20.9,,,97.05
PRD-000910,LINE-02,PRD006,2023-06-28,야간,1709,1526,89.3,21.1,,,97.48
PRD-000911,LINE-02,PRD006,2023-06-29,야간,1583,1489,94.1,22.7,,,96.5
PRD-000912,LINE-02,PRD006,2023-06-30,주간,1613,1575,97.6,22.9,,,98.27
PRD-000913,LINE-02,PRD006,2023-07-01,야간,1627,1639,100.7,20.1,,,96.27
PRD-000914,LINE-02,PRD006,2023-07-02,야간,1554,1519,97.7,23.6,,,96.51
PRD-000915,LINE-02,PRD006,2023-07-03,주간,1818,1626,89.4,23.1,1.8,품질문제,98.06
PRD-000916,LINE-02,PRD006,2023-07-04,주간,1617,1462,90.4,23.6,,,99.31
PRD-000917,LINE-02,PRD006,2023-07-05,야간,1814,1734,95.6,21.9,0.5,라인전환,98.5
PRD-000918,LINE-02,PRD006,2023-07-06,야간,1800,1760,97.8,22.8,,,98.13
PRD-000919,LINE-02,PRD006,2023-07-07,야간,1765,1677,95.0,23.8,,,98.51
PRD-000920,LINE-02,PRD006,2023-07-08,야간,1808,1683,93.1,23.4,,,96.27
PRD-000921,LINE-02,PRD006,2023-07-09,야간,1750,1681,96.1,23.2,2.9,라인전환,99.26
PRD-000922,LINE-02,PRD006,2023-07-10,주간,1689,1477,87.4,22.5,,,98.61
PRD-000923,LINE-02,PRD006,2023-07-11,주간,1606,1602,99.8,22.4,,,98.36
PRD-000924,LINE-02,PRD006,2023-07-12,야간,1641,1438,87.6,23.8,,,97.33
PRD-000925,LINE-02,PRD006,2023-07-13,주간,1775,1810,102.0,21.2,,,96.93
PRD-000926,LINE-02,PRD020,2023-07-14,주간,1623,1475,90.9,23.7,,,98.97
PRD-000927,LINE-02,PRD020,2023-07-15,주간,1566,1440,92.0,21.6,1.6,원자재부족,96.3
PRD-000928,LINE-02,PRD020,2023-07-16,주간,1580,1550,98.1,21.9,,,97.28
PRD-000929,LINE-02,PRD020,2023-07-17,야간,1820,1785,98.1,20.6,,,97.52
PRD-000930,LINE-02,PRD020,2023-07-18,야간,1547,1437,92.9,23.6,,,96.7
PRD-000931,LINE-02,PRD020,2023-07-19,주간,1676,1590,94.9,21.3,,,99.09
PRD-000932,LINE-02,PRD020,2023-07-20,주간,1647,1436,87.2,23.2,1.4,설비고장,98.69
PRD-000933,LINE-02,PRD020,2023-07-21,야간,1538,1455,94.6,21.9,,,96.87
PRD-000934,LINE-02,PRD020,2023-07-22,주간,1756,1796,102.3,22.7,,,97.66
PRD-000935,LINE-02,PRD020,2023-07-23,주간,1588,1665,104.8,20.9,0.6,원자재부족,99.25
PRD-000936,LINE-02,PRD020,2023-07-24,주간,1550,189,12.2,3.2,19.5,계획정비,96.81
PRD-000937,LINE-02,PRD020,2023-07-25,야간,1721,1567,91.1,21.5,,,98.49
PRD-000938,LINE-02,PRD020,2023-07-26,야간,1536,1508,98.2,20.8,,,99.18
PRD-000939,LINE-02,PRD020,2023-07-27,주간,1640,1493,91.0,22.7,,,98.7
PRD-000940,LINE-02,PRD020,2023-07-28,야간,1749,1692,96.7,21.0,,,98.05
PRD-000941,LINE-02,PRD020,2023-07-29,주간,1749,1528,87.4,20.8,,,96.35
PRD-000942,LINE-02,PRD020,2023-07-30,주간,1672,1675,100.2,20.2,,,97.93
PRD-000943,LINE-02,PRD020,2023-07-31,야간,1665,1654,99.3,20.3,,,99.26
PRD-000944,LINE-02,PRD020,2023-08-01,주간,1814,1515,83.5,23.2,,,98.59
PRD-000945,LINE-02,PRD020,2023-08-02,야간,1815,1474,81.2,22.2,,,98.13
PRD-000946,LINE-02,PRD020,2023-08-03,주간,1700,301,17.7,2.0,20.1,계획정비,97.79
PRD-000947,LINE-02,PRD020,2023-08-04,주간,1621,1347,83.1,20.7,1.1,설비고장,98.24
PRD-000948,LINE-02,PRD020,2023-08-05,주간,1763,1587,90.0,24.0,,,96.41
PRD-000949,LINE-02,PRD020,2023-08-06,야간,1629,1557,95.6,22.9,,,98.14
PRD-000950,LINE-02,PRD020,2023-08-07,야간,1538,1303,84.7,20.7,,,97.88
PRD-000951,LINE-02,PRD020,2023-08-08,주간,1646,1485,90.2,23.3,,,96.94
PRD-000952,LINE-02,PRD020,2023-08-09,야간,1580,1302,82.4,21.5,,,96.33
PRD-000953,LINE-02,PRD020,2023-08-10,주간,1590,1386,87.2,22.6,0.9,원자재부족,98.86
PRD-000954,LINE-02,PRD020,2023-08-11,야간,1658,1435,86.6,20.4,,,98.54
PRD-000955,LINE-02,PRD020,2023-08-12,주간,1644,1291,78.5,23.1,,,96.15
PRD-000956,LINE-02,PRD020,2023-08-13,주간,1806,1611,89.2,23.8,,,98.98
PRD-000957,LINE-02,PRD020,2023-08-14,야간,1770,1484,83.8,20.6,2.2,라인전환,96.43
PRD-000958,LINE-02,PRD020,2023-08-15,주간,1776,1435,80.8,20.1,,,96.52
PRD-000959,LINE-02,PRD020,2023-08-16,주간,1646,1554,94.4,22.0,,,96.79
PRD-000960,LINE-02,PRD020,2023-08-17,주간,1632,176,10.8,5.7,18.1,계획정비,96.15
PRD-000961,LINE-02,PRD020,2023-08-18,야간,1658,1569,94.6,22.5,,,99.06
PRD-000962,LINE-02,PRD020,2023-08-19,주간,1804,1679,93.1,23.2,,,99.42
PRD-000963,LINE-02,PRD020,2023-08-20,야간,1664,1545,92.8,23.3,1.6,품질문제,96.51
PRD-000964,LINE-02,PRD020,2023-08-21,야간,1637,1428,87.2,22.8,,,98.78
PRD-000965,LINE-02,PRD020,2023-08-22,야간,1724,1426,82.7,22.2,,,97.72
PRD-000966,LINE-02,PRD020,2023-08-23,주간,1703,1463,85.9,22.8,,,96.01
PRD-000967,LINE-02,PRD020,2023-08-24,주간,1672,1348,80.6,20.2,,,98.97
PRD-000968,LINE-02,PRD020,2023-08-25,야간,1577,1480,93.8,21.0,,,96.2
PRD-000969,LINE-02,PRD020,2023-08-26,주간,1738,1479,85.1,22.8,,,96.19
PRD-000970,LINE-02,PRD020,2023-08-27,주간,1707,1384,81.1,21.5,0.7,라인전환,98.91
PRD-000971,LINE-02,PRD020,2023-08-28,야간,1576,1385,87.9,21.9,,,97.55
PRD-000972,LINE-02,PRD020,2023-08-29,주간,1568,28,1.8,4.6,18.2,계획정비,96.61
PRD-000973,LINE-02,PRD020,2023-08-30,야간,1788,1580,88.4,23.7,,,98.48
PRD-000974,LINE-02,PRD020,2023-08-31,주간,1562,1329,85.1,23.0,,,96.2
PRD-000975,LINE-02,PRD020,2023-09-01,야간,1710,1479,86.5,21.9,,,97.42
PRD-000976,LINE-02,PRD020,2023-09-02,주간,1642,208,12.7,3.1,20.7,계획정비,97.27
PRD-000977,LINE-02,PRD020,2023-09-03,주간,1582,1378,87.1,22.4,,,97.08
PRD-000978,LINE-02,PRD020,2023-09-04,주간,1545,1396,90.4,22.3,,,96.16
PRD-000979,LINE-02,PRD020,2023-09-05,야간,1538,1417,92.1,23.8,,,97.1
PRD-000980,LINE-02,PRD020,2023-09-06,주간,1730,1585,91.6,22.0,,,96.08
PRD-000981,LINE-02,PRD020,2023-09-07,야간,1546,1363,88.2,20.3,,,99.33
PRD-000982,LINE-02,PRD020,2023-09-08,주간,1724,1730,100.3,24.0,,,99.47
PRD-000983,LINE-02,PRD020,2023-09-09,야간,1664,1458,87.6,21.4,,,97.51
PRD-000984,LINE-02,PRD020,2023-09-10,주간,1596,1551,97.2,23.8,,,99.48
PRD-000985,LINE-02,PRD020,2023-09-11,주간,1786,1713,95.9,22.0,,,96.59
PRD-000986,LINE-02,PRD020,2023-09-12,주간,1702,1566,92.0,20.7,,,96.9
PRD-000987,LINE-02,PRD020,2023-09-13,야간,1802,1870,103.8,20.2,,,97.4
PRD-000988,LINE-02,PRD020,2023-09-14,야간,1641,1672,101.9,21.5,,,97.77
PRD-000989,LINE-02,PRD020,2023-09-15,주간,1817,31,1.7,5.2,17.4,계획정비,97.96
PRD-000990,LINE-02,PRD020,2023-09-16,주간,1700,1735,102.1,21.6,,,96.33
PRD-000991,LINE-02,PRD020,2023-09-17,주간,1795,1692,94.3,20.7,2.9,계획정비,98.69
PRD-000992,LINE-02,PRD020,2023-09-18,야간,1822,1725,94.7,20.5,,,97.91
PRD-000993,LINE-02,PRD020,2023-09-19,야간,1597,1538,96.3,20.2,,,98.76
PRD-000994,LINE-02,PRD020,2023-09-20,야간,1785,1857,104.0,21.1,,,96.29
PRD-000995,LINE-02,PRD005,2023-09-21,주간,1787,1428,79.9,22.7,,,98.91
PRD-000996,LINE-02,PRD005,2023-09-22,야간,1752,1546,88.2,23.8,,,97.87
PRD-000997,LINE-02,PRD005,2023-09-23,야간,1661,1715,103.3,23.3,,,99.13
PRD-000998,LINE-02,PRD005,2023-09-24,야간,1702,1495,87.8,20.1,,,99.27
PRD-000999,LINE-02,PRD005,2023-09-25,주간,1815,1690,93.1,24.0,,,99.0
PRD-001000,LINE-02,PRD005,2023-09-26,주간,1702,1459,85.7,21.7,,,96.58
PRD-001001,LINE-02,PRD005,2023-09-27,주간,1810,1890,104.4,21.5,,,97.06
PRD-001002,LINE-02,PRD005,2023-09-28,야간,1679,1762,104.9,21.6,,,97.9
PRD-001003,LINE-02,PRD005,2023-09-29,주간,1586,1483,93.5,22.2,,,97.53
PRD-001004,LINE-02,PRD005,2023-09-30,주간,1617,1575,97.4,24.0,,,96.36
PRD-001005,LINE-02,PRD005,2023-10-01,주간,1678,1678,100.0,22.5,,,98.82
PRD-001006,LINE-02,PRD005,2023-10-02,주간,1759,1689,96.0,20.8,,,96.44
PRD-001007,LINE-02,PRD005,2023-10-03,주간,1738,1734,99.8,23.8,,,97.78
PRD-001008,LINE-02,PRD005,2023-10-04,주간,1764,1645,93.3,20.0,,,96.11
PRD-001009,LINE-02,PRD005,2023-10-05,야간,1685,1682,99.8,21.3,,,99.47
PRD-001010,LINE-02,PRD005,2023-10-06,야간,1721,1748,101.6,20.5,,,99.42
PRD-001011,LINE-02,PRD005,2023-10-07,주간,1661,1444,86.9,22.0,,,98.74
PRD-001012,LINE-02,PRD005,2023-10-08,주간,1581,1445,91.4,20.4,,,98.2
PRD-001013,LINE-02,PRD005,2023-10-09,주간,1739,480,27.6,2.3,20.9,계획정비,98.6
PRD-001014,LINE-02,PRD005,2023-10-10,야간,1605,1652,102.9,20.8,,,98.54
PRD-001015,LINE-02,PRD005,2023-10-11,주간,1615,1674,103.7,22.6,,,96.36
PRD-001016,LINE-02,PRD005,2023-10-12,주간,1611,1427,88.6,22.0,,,98.93
PRD-001017,LINE-02,PRD005,2023-10-13,주간,1542,1333,86.4,20.8,,,99.11
PRD-001018,LINE-02,PRD005,2023-10-14,주간,1538,1362,88.6,20.5,,,97.21
PRD-001019,LINE-02,PRD005,2023-10-15,주간,1749,1810,103.5,22.4,,,97.81
PRD-001020,LINE-02,PRD005,2023-10-16,주간,1641,1689,102.9,21.3,,,98.55
PRD-001021,LINE-02,PRD005,2023-10-17,야간,1674,1742,104.1,22.8,,,97.63
PRD-001022,LINE-02,PRD005,2023-10-18,주간,1801,1620,90.0,22.7,,,96.98
PRD-001023,LINE-02,PRD005,2023-10-19,주간,1756,1602,91.2,23.8,,,99.09
PRD-001024,LINE-02,PRD005,2023-10-20,야간,1715,1666,97.1,20.8,,,99.14
PRD-001025,LINE-02,PRD005,2023-10-21,야간,1792,1866,104.1,22.3,,,98.89
PRD-001026,LINE-02,PRD005,2023-10-22,주간,1587,307,19.3,9.0,14.9,설비고장,93.91
PRD-001027,LINE-02,PRD005,2023-10-23,야간,1539,1409,91.6,22.3,,,96.81
PRD-001028,LINE-02,PRD005,2023-10-24,주간,1598,1537,96.2,22.3,,,98.39
PRD-001029,LINE-02,PRD005,2023-10-25,주간,1550,1470,94.8,24.0,,,96.43
PRD-001030,LINE-02,PRD005,2023-10-26,주간,1702,1543,90.7,23.6,,,98.95
PRD-001031,LINE-02,PRD005,2023-10-27,주간,1800,1544,85.8,20.3,2.5,품질문제,96.96
PRD-001032,LINE-02,PRD005,2023-10-28,야간,1626,1581,97.2,21.2,,,97.73
PRD-001033,LINE-02,PRD005,2023-10-29,주간,1806,1572,87.0,20.2,0.8,품질문제,99.01
PRD-001034,LINE-02,PRD005,2023-10-30,주간,1744,1765,101.2,23.7,,,96.91
PRD-001035,LINE-02,PRD005,2023-10-31,야간,1808,1563,86.4,22.8,,,97.33
PRD-001036,LINE-02,PRD005,2023-11-01,주간,1570,1434,91.3,23.0,,,99.38
PRD-001037,LINE-02,PRD005,2023-11-02,야간,1687,1628,96.5,23.9,,,98.56
PRD-001038,LINE-02,PRD005,2023-11-03,주간,1559,1499,96.2,22.6,,,96.72
PRD-001039,LINE-02,PRD005,2023-11-04,야간,1539,1374,89.3,20.8,1.0,라인전환,98.67
PRD-001040,LINE-02,PRD005,2023-11-05,주간,1780,1550,87.1,20.9,,,99.41
PRD-001041,LINE-02,PRD005,2023-11-06,주간,1590,1439,90.5,22.7,,,98.02
PRD-001042,LINE-02,PRD005,2023-11-07,야간,1567,1337,85.3,20.7,2.2,계획정비,97.23
PRD-001043,LINE-02,PRD005,2023-11-08,야간,1650,1544,93.6,20.2,,,96.34
PRD-001044,LINE-02,PRD005,2023-11-09,야간,1620,1507,93.0,22.1,,,97.52
PRD-001045,LINE-02,PRD005,2023-11-10,주간,1599,1376,86.1,22.3,,,97.86
PRD-001046,LINE-02,PRD005,2023-11-11,주간,1652,1534,92.9,22.9,,,96.94
PRD-001047,LINE-02,PRD005,2023-11-12,주간,1618,1568,96.9,20.4,,,98.45
PRD-001048,LINE-02,PRD005,2023-11-13,주간,1604,1464,91.3,20.7,,,97.59
PRD-001049,LINE-02,PRD005,2023-11-14,주간,1587,1432,90.2,20.7,,,96.03
PRD-001050,LINE-02,PRD005,2023-11-15,주간,1607,1401,87.2,22.3,,,98.92
PRD-001051,LINE-02,PRD005,2023-11-16,야간,1563,1423,91.0,21.8,,,99.46
PRD-001052,LINE-02,PRD005,2023-11-17,야간,1539,1416,92.0,23.6,,,99.0
PRD-001053,LINE-02,PRD005,2023-11-18,주간,1685,1647,97.7,23.9,,,98.31
PRD-001054,LINE-02,PRD005,2023-11-19,야간,1749,1827,104.5,20.8,2.8,계획정비,98.24
PRD-001055,LINE-02,PRD005,2023-11-20,주간,1665,1734,104.1,21.1,,,99.11
PRD-001056,LINE-02,PRD005,2023-11-21,야간,1625,1394,85.8,23.3,2.5,라인전환,99.39
PRD-001057,LINE-02,PRD005,2023-11-22,주간,1733,1634,94.3,22.1,,,97.95
PRD-001058,LINE-02,PRD005,2023-11-23,주간,1620,1524,94.1,21.1,,,96.19
PRD-001059,LINE-02,PRD005,2023-11-24,야간,1536,1382,90.0,23.5,,,97.76
PRD-001060,LINE-02,PRD005,2023-11-25,주간,1613,1692,104.9,21.7,,,97.02
PRD-001061,LINE-02,PRD006,2023-11-26,야간,1647,1391,84.5,23.7,3.2,라인전환,96.61
PRD-001062,LINE-02,PRD006,2023-11-27,야간,1757,1581,90.0,22.2,,,96.3
PRD-001063,LINE-02,PRD006,2023-11-28,주간,1761,1790,101.6,20.6,,,97.1
PRD-001064,LINE-02,PRD006,2023-11-29,야간,1659,1549,93.4,21.8,,,96.09
PRD-001065,LINE-02,PRD006,2023-11-30,주간,1576,428,27.2,5.1,17.7,계획정비,97.31
PRD-001066,LINE-02,PRD006,2023-12-01,주간,1779,1556,87.5,21.9,,,97.81
PRD-001067,LINE-02,PRD006,2023-12-02,주간,1613,477,29.6,2.4,20.4,계획정비,98.88
PRD-001068,LINE-02,PRD006,2023-12-03,주간,1704,1622,95.2,22.8,,,97.97
PRD-001069,LINE-02,PRD006,2023-12-04,야간,1730,1765,102.0,22.5,,,99.28
PRD-001070,LINE-02,PRD006,2023-12-05,주간,1555,1369,88.0,22.1,,,96.36
PRD-001071,LINE-02,PRD006,2023-12-06,주간,1571,1462,93.1,23.3,,,97.91
PRD-001072,LINE-02,PRD006,2023-12-07,주간,1713,1604,93.6,20.7,,,98.3
PRD-001073,LINE-02,PRD006,2023-12-08,주간,1673,1519,90.8,23.8,,,98.34
PRD-001074,LINE-02,PRD006,2023-12-09,주간,1656,1548,93.5,21.1,1.5,라인전환,97.06
PRD-001075,LINE-02,PRD006,2023-12-10,야간,1797,1038,57.8,16.4,6.7,설비고장,88.08
PRD-001076,LINE-02,PRD006,2023-12-11,주간,1687,1607,95.3,22.6,,,98.52
PRD-001077,LINE-02,PRD006,2023-12-12,야간,1616,1620,100.2,23.7,2.6,계획정비,97.32
PRD-001078,LINE-02,PRD006,2023-12-13,야간,1803,1812,100.5,20.5,,,99.34
PRD-001079,LINE-02,PRD006,2023-12-14,주간,1548,1579,102.0,20.9,,,97.75
PRD-001080,LINE-02,PRD006,2023-12-15,주간,1758,1816,103.3,20.4,,,98.55
PRD-001081,LINE-02,PRD006,2023-12-16,주간,1608,1378,85.7,21.8,,,98.21
PRD-001082,LINE-02,PRD006,2023-12-17,주간,1737,1607,92.5,20.8,,,98.38
PRD-001083,LINE-02,PRD006,2023-12-18,주간,1661,1587,95.5,20.3,2.9,설비고장,96.71
PRD-001084,LINE-02,PRD006,2023-12-19,주간,1653,1585,95.9,21.4,,,99.35
PRD-001085,LINE-02,PRD006,2023-12-20,야간,1595,1619,101.5,21.4,,,98.99
PRD-001086,LINE-02,PRD006,2023-12-21,주간,1716,1758,102.4,20.5,,,96.35
PRD-001087,LINE-02,PRD006,2023-12-22,야간,1691,1444,85.4,23.7,,,98.46
PRD-001088,LINE-02,PRD006,2023-12-23,야간,1557,1502,96.5,21.6,2.2,설비고장,98.04
PRD-001089,LINE-02,PRD006,2023-12-24,주간,1633,127,7.8,3.3,19.2,계획정비,96.49
PRD-001090,LINE-02,PRD006,2023-12-25,주간,1727,1771,102.5,22.0,,,97.97
PRD-001091,LINE-02,PRD006,2023-12-26,야간,1635,1412,86.4,22.4,,,96.28
PRD-001092,LINE-02,PRD006,2023-12-27,주간,1613,1384,85.8,22.0,,,97.23
PRD-001093,LINE-02,PRD006,2023-12-28,주간,1788,1601,89.5,20.1,,,96.69
PRD-001094,LINE-02,PRD006,2023-12-29,주간,1748,1678,96.0,21.5,,,96.44
PRD-001095,LINE-02,PRD006,2023-12-30,야간,1569,1370,87.3,21.4,,,99.21
PRD-001096,LINE-02,PRD006,2023-12-31,주간,1538,1434,93.2,24.0,2.3,설비고장,96.27
PRD-001097,LINE-02,PRD006,2024-01-01,주간,1636,321,19.6,3.0,20.4,계획정비,98.12
PRD-001098,LINE-02,PRD006,2024-01-02,주간,1608,262,16.3,4.0,18.5,계획정비,97.25
PRD-001099,LINE-02,PRD006,2024-01-03,야간,1807,1599,88.5,23.5,,,99.13
PRD-001100,LINE-02,PRD006,2024-01-04,야간,1635,1341,82.0,21.1,,,96.48
PRD-001101,LINE-02,PRD006,2024-01-05,주간,1695,1304,76.9,20.1,,,97.54
PRD-001102,LINE-02,PRD006,2024-01-06,야간,1542,1380,89.5,21.1,,,98.9
PRD-001103,LINE-02,PRD006,2024-01-07,야간,1711,1428,83.5,21.5,1.0,원자재부족,98.31
PRD-001104,LINE-02,PRD006,2024-01-08,전일,1755,986,56.2,14.6,8.7,설비고장,95.45
PRD-001105,LINE-02,PRD006,2024-01-09,야간,1745,650,37.2,15.0,7.1,설비고장,94.77
PRD-001106,LINE-02,PRD006,2024-01-10,야간,1804,1440,79.8,21.7,,,98.69
PRD-001107,LINE-02,PRD006,2024-01-11,주간,1670,1540,92.2,20.5,2.5,품질문제,96.3
PRD-001108,LINE-02,PRD006,2024-01-12,야간,1649,1412,85.6,21.1,,,98.29
PRD-001109,LINE-02,PRD006,2024-01-13,주간,1624,321,19.8,5.3,,,97.55
PRD-001110,LINE-02,PRD006,2024-01-14,전일,1639,627,38.3,7.0,16.9,설비고장,96.45
PRD-001111,LINE-02,PRD006,2024-01-15,야간,1554,1211,77.9,21.0,,,96.8
PRD-001112,LINE-02,PRD006,2024-01-16,주간,1724,1360,78.9,20.7,,,97.54
PRD-001113,LINE-02,PRD006,2024-01-17,야간,1601,1465,91.5,23.9,,,97.89
PRD-001114,LINE-02,PRD006,2024-01-18,주간,1681,1290,76.7,20.9,,,97.3
PRD-001115,LINE-02,PRD006,2024-01-19,주간,1720,1551,90.2,20.1,,,97.26
PRD-001116,LINE-02,PRD006,2024-01-20,주간,1807,1445,80.0,20.6,2.8,라인전환,96.09
PRD-001117,LINE-02,PRD006,2024-01-21,야간,1760,1473,83.7,23.8,,,98.04
PRD-001118,LINE-02,PRD006,2024-01-22,주간,1755,1513,86.2,23.8,,,97.98
PRD-001119,LINE-02,PRD006,2024-01-23,주간,1656,1452,87.7,22.4,,,97.82
PRD-001120,LINE-02,PRD006,2024-01-24,야간,1701,1545,90.8,21.0,,,97.27
PRD-001121,LINE-02,PRD006,2024-01-25,야간,1569,1240,79.0,21.4,,,97.77
PRD-001122,LINE-02,PRD006,2024-01-26,야간,1710,1414,82.7,20.9,,,99.45
PRD-001123,LINE-02,PRD006,2024-01-27,주간,1797,1557,86.6,22.4,,,97.2
PRD-001124,LINE-02,PRD006,2024-01-28,야간,1681,1301,77.4,22.5,,,99.15
PRD-001125,LINE-02,PRD006,2024-01-29,전일,1570,248,15.8,14.0,9.1,설비고장,88.91
PRD-001126,LINE-02,PRD006,2024-01-30,전일,1584,69,4.4,16.1,6.1,설비고장,96.14
PRD-001127,LINE-02,PRD006,2024-01-31,야간,1741,1338,76.9,22.4,,,99.48
PRD-001128,LINE-02,PRD004,2024-02-01,야간,1798,1560,86.8,21.2,3.0,라인전환,96.47
PRD-001129,LINE-02,PRD004,2024-02-02,야간,1560,1605,102.9,22.7,,,97.12
PRD-001130,LINE-02,PRD004,2024-02-03,야간,1758,1575,89.6,21.4,,,99.14
PRD-001131,LINE-02,PRD004,2024-02-04,주간,1628,1487,91.3,23.8,2.9,원자재부족,97.51
PRD-001132,LINE-02,PRD004,2024-02-05,야간,1583,1436,90.7,21.8,,,97.01
PRD-001133,LINE-02,PRD004,2024-02-06,주간,1802,1771,98.3,20.4,,,97.78
PRD-001134,LINE-02,PRD004,2024-02-07,주간,1792,578,32.3,4.1,18.2,설비고장,88.23
PRD-001135,LINE-02,PRD004,2024-02-08,주간,1572,1478,94.0,22.9,,,96.42
PRD-001136,LINE-02,PRD004,2024-02-09,주간,1575,1426,90.5,23.9,,,98.6
PRD-001137,LINE-02,PRD004,2024-02-10,주간,1581,159,10.1,3.8,,,98.35
PRD-001138,LINE-02,PRD004,2024-02-11,전일,1564,661,42.3,8.4,13.9,설비고장,93.95
PRD-001139,LINE-02,PRD004,2024-02-12,주간,1704,1745,102.4,22.7,,,96.53
PRD-001140,LINE-02,PRD004,2024-02-13,주간,1617,1438,88.9,23.8,,,98.62
PRD-001141,LINE-02,PRD004,2024-02-14,주간,1696,106,6.2,2.7,20.5,계획정비,96.92
PRD-001142,LINE-02,PRD004,2024-02-15,주간,1675,1643,98.1,23.5,,,99.06
PRD-001143,LINE-02,PRD004,2024-02-16,야간,1717,1664,96.9,21.2,,,99.37
PRD-001144,LINE-02,PRD004,2024-02-17,야간,1664,1496,89.9,20.5,,,97.12
PRD-001145,LINE-02,PRD004,2024-02-18,야간,1738,1746,100.5,23.4,,,98.1
PRD-001146,LINE-02,PRD004,2024-02-19,야간,1613,208,12.9,4.9,17.6,설비고장,90.35
PRD-001147,LINE-02,PRD004,2024-02-20,야간,1611,1386,86.0,22.9,,,98.86
PRD-001148,LINE-02,PRD004,2024-02-21,주간,1700,1501,88.3,23.1,2.9,라인전환,97.15
PRD-001149,LINE-02,PRD004,2024-02-22,주간,1645,385,23.4,3.3,,,98.68
PRD-001150,LINE-02,PRD004,2024-02-23,야간,1690,1769,104.7,23.4,,,98.8
PRD-001151,LINE-02,PRD004,2024-02-24,주간,1598,1592,99.6,20.1,2.9,설비고장,97.76
PRD-001152,LINE-02,PRD004,2024-02-25,주간,1542,1505,97.6,20.1,,,98.85
PRD-001153,LINE-02,PRD004,2024-02-26,주간,1771,1815,102.5,20.3,,,98.46
