DEFECT_ID,LINE_ID,EQUIPMENT_ID,PRODUCT_ID,DEFECT_DATE,DEFECT_TYPE,INSPECTED_QTY,DEFECT_QTY,DEFECT_RATE_PCT,SEVERITY,DISPOSITION,REWORK_COST_KRW,ROOT_CAUSE
DFT-000489,LINE-03,EQP004,PRD008,2024-07-26,용접불량,292,2,0.68,MAJOR,재작업,726594,설비마모
DFT-000490,LINE-06,EQP015,PRD017,2023-11-22,외관불량,200,1,0.5,MINOR,폐기,,설비마모
DFT-000491,LINE-01,EQP011,PRD002,2024-10-09,치수불량,228,3,1.32,MINOR,특채,,작업자오류
DFT-000492,LINE-02,EQP003,PRD006,2023-08-05,외관불량,298,3,1.01,MAJOR,재작업,358524,설비마모
DFT-000493,LINE-02,EQP013,PRD006,2024-07-06,치수불량,312,3,0.96,MAJOR,재작업,925811,환경요인
DFT-000494,LINE-05,EQP014,PRD013,2023-04-13,기능불량,140,1,0.71,MINOR,특채,,
DFT-000495,LINE-03,EQP004,PRD010,2023-11-06,치수불량,152,1,0.66,MAJOR,폐기,,설비마모
DFT-000496,LINE-04,EQP006,PRD012,2024-02-29,도장불량,101,1,0.99,MINOR,폐기,,원자재불량
DFT-000497,LINE-01,EQP011,PRD002,2024-11-29,외관불량,90,1,1.11,MINOR,폐기,,설비마모
DFT-000498,LINE-02,EQP003,PRD005,2024-01-19,치수불량,454,7,1.54,MINOR,폐기,,설비마모
DFT-000499,LINE-05,EQP008,PRD014,2024-02-02,외관불량,278,4,1.44,MINOR,폐기,,설비마모
DFT-000500,LINE-05,EQP007,PRD013,2023-06-23,외관불량,104,1,0.96,MINOR,특채,,공정파라미터
DFT-000501,LINE-05,EQP008,PRD015,2024-12-07,기능불량,57,1,1.75,MAJOR,특채,,원자재불량
DFT-000502,LINE-02,EQP003,PRD020,2023-12-19,외관불량,459,31,6.75,MAJOR,재작업,668576,원자재불량
DFT-000503,LINE-01,EQP002,PRD019,2023-10-06,치수불량,294,2,0.68,MAJOR,폐기,,환경요인
DFT-000504,LINE-03,EQP004,PRD009,2024-08-18,용접불량,387,5,1.29,MAJOR,폐기,,원자재불량
DFT-000505,LINE-02,EQP013,PRD006,2023-02-27,치수불량,436,3,0.69,MINOR,재작업,,환경요인
DFT-000506,LINE-05,EQP007,PRD015,2024-05-12,조립불량,324,4,1.23,MAJOR,특채,,
DFT-000507,LINE-04,EQP006,PRD012,2024-09-13,도장불량,235,2,0.85,MINOR,특채,,
DFT-000508,LINE-06,EQP015,PRD017,2023-12-09,기능불량,258,2,0.78,MINOR,특채,,
DFT-000509,LINE-01,EQP011,PRD003,2024-04-17,치수불량,225,2,0.89,MINOR,재작업,1990381,작업자오류
DFT-000510,LINE-06,EQP015,PRD017,2024-03-11,외관불량,325,5,1.54,MAJOR,재작업,1583049,공정파라미터
DFT-000511,LINE-03,EQP005,PRD009,2024-06-17,용접불량,347,6,1.73,MINOR,특채,,작업자오류
DFT-000512,LINE-03,EQP012,PRD007,2023-03-29,치수불량,86,1,1.16,MAJOR,재작업,1020167,
DFT-000513,LINE-05,EQP008,PRD016,2023-05-27,기능불량,208,18,8.65,CRITICAL,재작업,1500756,공정파라미터
DFT-000514,LINE-01,EQP002,PRD003,2024-04-21,외관불량,270,4,1.48,MINOR,재작업,,공정파라미터
DFT-000515,LINE-04,EQP006,PRD012,2024-11-05,도장불량,380,19,5.0,MINOR,특채,,작업자오류
DFT-000516,LINE-05,EQP008,PRD013,2023-04-11,기능불량,473,3,0.63,MAJOR,폐기,,설비마모
DFT-000517,LINE-03,EQP004,PRD007,2023-02-12,치수불량,312,2,0.64,CRITICAL,재작업,1775799,
DFT-000518,LINE-02,EQP003,PRD004,2024-12-17,치수불량,402,2,0.5,MINOR,특채,,설비마모
DFT-000519,LINE-06,EQP015,PRD017,2023-09-20,외관불량,78,1,1.28,MINOR,폐기,,원자재불량
DFT-000520,LINE-02,EQP003,PRD006,2024-05-31,외관불량,295,2,0.68,MAJOR,폐기,,환경요인
DFT-000521,LINE-04,EQP006,PRD011,2023-05-20,도장불량,447,6,1.34,MAJOR,특채,,작업자오류
DFT-000522,LINE-03,EQP004,PRD007,2024-02-29,용접불량,198,3,1.52,MINOR,특채,,원자재불량
DFT-000523,LINE-01,EQP001,PRD019,2023-08-02,치수불량,388,3,0.77,MINOR,특채,,작업자오류
DFT-000524,LINE-02,EQP013,PRD005,2023-02-12,외관불량,298,4,1.34,MAJOR,특채,,원자재불량
DFT-000525,LINE-06,EQP009,PRD017,2024-12-04,외관불량,106,1,0.94,MINOR,재작업,1164253,
DFT-000526,LINE-06,EQP009,PRD018,2024-01-28,외관불량,341,2,0.59,MAJOR,특채,,공정파라미터
DFT-000527,LINE-06,EQP009,PRD017,2024-10-12,외관불량,328,6,1.83,CRITICAL,재작업,543958,환경요인
DFT-000528,LINE-05,EQP014,PRD016,2024-02-13,조립불량,395,6,1.52,MINOR,폐기,,공정파라미터
DFT-000529,LINE-02,EQP013,PRD020,2023-11-21,외관불량,387,20,5.17,MAJOR,특채,,원자재불량
DFT-000530,LINE-06,EQP009,PRD018,2024-04-07,치수불량,339,2,0.59,MINOR,재작업,535578,환경요인
DFT-000531,LINE-02,EQP003,PRD005,2024-09-29,치수불량,374,2,0.53,MINOR,폐기,,설비마모
DFT-000532,LINE-06,EQP009,PRD017,2024-09-07,외관불량,236,1,0.42,MINOR,폐기,,환경요인
DFT-000533,LINE-02,EQP003,PRD004,2023-12-15,외관불량,296,2,0.68,MINOR,특채,,원자재불량
DFT-000534,LINE-02,EQP013,PRD004,2023-11-24,치수불량,203,2,0.99,MINOR,특채,,환경요인
DFT-000535,LINE-05,EQP008,PRD015,2023-08-30,외관불량,428,2,0.47,MAJOR,특채,,설비마모
DFT-000536,LINE-06,EQP015,PRD018,2024-12-17,기능불량,207,2,0.97,MINOR,특채,,
DFT-000537,LINE-01,EQP010,PRD001,2023-10-05,기능불량,331,3,0.91,MINOR,재작업,406644,설비마모
DFT-000538,LINE-04,EQP006,PRD011,2024-04-07,도장불량,448,8,1.79,MAJOR,특채,,환경요인
DFT-000539,LINE-01,EQP002,PRD002,2023-03-18,치수불량,190,1,0.53,MINOR,특채,,
DFT-000540,LINE-01,EQP002,PRD019,2023-03-11,치수불량,224,2,0.89,MINOR,폐기,,
DFT-000541,LINE-04,EQP006,PRD011,2023-08-08,외관불량,360,6,1.67,MINOR,특채,,원자재불량
DFT-000542,LINE-02,EQP003,PRD006,2023-01-24,치수불량,248,4,1.61,MINOR,특채,,
DFT-000543,LINE-04,EQP006,PRD012,2023-06-18,도장불량,486,4,0.82,MAJOR,특채,,작업자오류
DFT-000544,LINE-05,EQP008,PRD016,2024-10-16,기능불량,131,12,9.16,MINOR,특채,,작업자오류
DFT-000545,LINE-05,EQP014,PRD015,2023-02-03,기능불량,434,4,0.92,CRITICAL,재작업,946729,원자재불량
DFT-000546,LINE-06,EQP009,PRD018,2024-07-22,기능불량,444,5,1.13,MAJOR,폐기,,공정파라미터
DFT-000547,LINE-03,EQP012,PRD009,2024-08-20,기능불량,298,2,0.67,MINOR,특채,,공정파라미터
DFT-000548,LINE-04,EQP006,PRD012,2023-02-23,외관불량,84,6,7.14,MAJOR,재작업,338040,작업자오류
DFT-000549,LINE-01,EQP010,PRD002,2024-04-12,외관불량,243,3,1.23,MAJOR,폐기,,설비마모
DFT-000550,LINE-01,EQP010,PRD019,2024-07-12,외관불량,404,4,0.99,CRITICAL,특채,,원자재불량
DFT-000551,LINE-06,EQP015,PRD017,2023-02-02,기능불량,440,2,0.45,MAJOR,특채,,
DFT-000552,LINE-02,EQP003,PRD006,2024-09-21,치수불량,144,2,1.39,MAJOR,특채,,
DFT-000553,LINE-06,EQP015,PRD018,2024-11-19,외관불량,499,9,1.8,MAJOR,폐기,,원자재불량
DFT-000554,LINE-03,EQP012,PRD010,2023-04-09,치수불량,486,3,0.62,MINOR,특채,,
DFT-000555,LINE-03,EQP005,PRD009,2024-09-03,기능불량,173,2,1.16,MINOR,재작업,1865484,원자재불량
DFT-000556,LINE-03,EQP012,PRD007,2024-11-07,치수불량,227,2,0.88,MINOR,특채,,환경요인
DFT-000557,LINE-02,EQP013,PRD006,2023-05-27,치수불량,53,1,1.89,MAJOR,특채,,설비마모
DFT-000558,LINE-05,EQP008,PRD014,2023-11-06,조립불량,90,1,1.11,MAJOR,재작업,,설비마모
DFT-000559,LINE-06,EQP009,PRD017,2024-09-16,기능불량,51,1,1.96,MINOR,폐기,,환경요인
DFT-000560,LINE-01,EQP011,PRD003,2024-10-12,치수불량,483,6,1.24,CRITICAL,폐기,,환경요인
DFT-000561,LINE-03,EQP005,PRD009,2024-11-19,용접불량,58,1,1.72,MAJOR,특채,,환경요인
DFT-000562,LINE-05,EQP007,PRD016,2023-04-02,기능불량,341,24,7.04,MAJOR,폐기,,원자재불량
DFT-000563,LINE-06,EQP015,PRD018,2023-02-05,치수불량,111,1,0.9,MAJOR,폐기,,작업자오류
DFT-000564,LINE-01,EQP011,PRD019,2024-04-22,기능불량,489,3,0.61,CRITICAL,특채,,공정파라미터
DFT-000565,LINE-02,EQP013,PRD004,2023-04-26,치수불량,184,2,1.09,MINOR,폐기,,환경요인
DFT-000566,LINE-05,EQP008,PRD014,2024-01-04,기능불량,427,30,7.03,MINOR,특채,,원자재불량
DFT-000567,LINE-05,EQP014,PRD013,2024-03-01,기능불량,338,6,1.78,MAJOR,특채,,설비마모
DFT-000568,LINE-05,EQP014,PRD014,2023-01-22,기능불량,113,6,5.31,MINOR,재작업,211391,
DFT-000569,LINE-03,EQP005,PRD010,2024-09-30,기능불량,221,2,0.9,MAJOR,특채,,작업자오류
DFT-000570,LINE-05,EQP008,PRD016,2023-07-19,조립불량,294,5,1.7,MAJOR,특채,,작업자오류
DFT-000571,LINE-02,EQP013,PRD020,2023-03-29,치수불량,337,4,1.19,MAJOR,특채,,
DFT-000572,LINE-02,EQP013,PRD006,2023-08-25,치수불량,153,9,5.88,MAJOR,폐기,,설비마모
DFT-000573,LINE-01,EQP011,PRD001,2024-03-28,치수불량,307,4,1.3,MINOR,재작업,,환경요인
DFT-000574,LINE-06,EQP009,PRD017,2024-09-23,치수불량,138,1,0.72,MINOR,특채,,
DFT-000575,LINE-03,EQP005,PRD009,2023-02-25,기능불량,172,1,0.58,MINOR,폐기,,환경요인
DFT-000576,LINE-01,EQP011,PRD003,2024-07-29,기능불량,293,4,1.37,MAJOR,폐기,,원자재불량
DFT-000577,LINE-05,EQP014,PRD013,2023-12-15,조립불량,450,3,0.67,MINOR,폐기,,
DFT-000578,LINE-04,EQP006,PRD011,2023-04-10,도장불량,452,33,7.3,MINOR,특채,,작업자오류
DFT-000579,LINE-02,EQP003,PRD006,2023-02-05,외관불량,137,2,1.46,MINOR,재작업,517590,원자재불량
DFT-000580,LINE-01,EQP002,PRD019,2024-06-17,기능불량,439,2,0.46,MAJOR,폐기,,원자재불량
DFT-000581,LINE-04,EQP006,PRD012,2024-12-06,외관불량,139,9,6.47,MINOR,폐기,,설비마모
DFT-000582,LINE-02,EQP003,PRD005,2024-03-03,치수불량,187,17,9.09,MAJOR,특채,,공정파라미터
DFT-000583,LINE-06,EQP015,PRD017,2024-10-13,기능불량,474,3,0.63,MAJOR,특채,,원자재불량
DFT-000584,LINE-01,EQP001,PRD001,2023-12-07,치수불량,181,1,0.55,MAJOR,특채,,환경요인
DFT-000585,LINE-02,EQP003,PRD006,2024-08-27,외관불량,189,2,1.06,MAJOR,폐기,,환경요인
DFT-000586,LINE-03,EQP005,PRD008,2023-12-27,기능불량,78,1,1.28,MINOR,폐기,,원자재불량
DFT-000587,LINE-03,EQP005,PRD008,2024-04-03,기능불량,350,22,6.29,MAJOR,폐기,,
DFT-000588,LINE-03,EQP005,PRD009,2023-10-18,치수불량,460,4,0.87,MINOR,재작업,1600304,
DFT-000589,LINE-06,EQP015,PRD018,2023-05-18,기능불량,492,38,7.72,MAJOR,재작업,574292,원자재불량
DFT-000590,LINE-05,EQP008,PRD014,2024-05-02,조립불량,355,31,8.73,MAJOR,특채,,환경요인
DFT-000591,LINE-03,EQP005,PRD008,2024-05-26,기능불량,299,5,1.67,MAJOR,재작업,975470,설비마모
DFT-000592,LINE-02,EQP003,PRD006,2023-09-15,치수불량,212,4,1.89,MAJOR,재작업,1836374,환경요인
DFT-000593,LINE-01,EQP002,PRD003,2023-10-09,외관불량,142,2,1.41,MAJOR,폐기,,
DFT-000594,LINE-01,EQP011,PRD003,2023-11-01,치수불량,75,1,1.33,MINOR,폐기,,
DFT-000595,LINE-05,EQP014,PRD016,2024-09-02,기능불량,165,1,0.61,MAJOR,재작업,1971131,
DFT-000596,LINE-04,EQP006,PRD012,2024-10-17,도장불량,165,1,0.61,MINOR,특채,,작업자오류
DFT-000597,LINE-01,EQP001,PRD003,2024-01-14,기능불량,411,5,1.22,MINOR,특채,,설비마모
DFT-000598,LINE-05,EQP014,PRD015,2023-04-13,조립불량,111,2,1.8,MINOR,특채,,원자재불량
DFT-000599,LINE-01,EQP011,PRD003,2024-10-19,치수불량,386,6,1.55,MAJOR,폐기,,
DFT-000600,LINE-02,EQP003,PRD006,2023-11-13,외관불량,100,1,1.0,MINOR,특채,,설비마모
DFT-000601,LINE-06,EQP009,PRD017,2024-08-01,기능불량,191,3,1.57,MAJOR,재작업,1335362,설비마모
DFT-000602,LINE-02,EQP003,PRD020,2024-04-15,치수불량,118,1,0.85,MAJOR,특채,,환경요인
DFT-000603,LINE-04,EQP006,PRD012,2024-11-11,외관불량,307,4,1.3,MINOR,재작업,299207,
DFT-000604,LINE-03,EQP005,PRD010,2023-06-21,기능불량,75,1,1.33,CRITICAL,특채,,환경요인
DFT-000605,LINE-02,EQP013,PRD005,2024-11-05,외관불량,383,2,0.52,MAJOR,재작업,1246509,환경요인
DFT-000606,LINE-03,EQP004,PRD008,2023-03-20,용접불량,446,5,1.12,MAJOR,특채,,
DFT-000607,LINE-03,EQP004,PRD007,2024-02-20,기능불량,76,1,1.32,CRITICAL,재작업,1028888,공정파라미터
DFT-000608,LINE-06,EQP009,PRD017,2023-04-30,치수불량,120,1,0.83,MAJOR,재작업,,
DFT-000609,LINE-04,EQP006,PRD012,2024-01-31,외관불량,349,6,1.72,MAJOR,특채,,원자재불량
DFT-000610,LINE-06,EQP009,PRD018,2024-04-06,기능불량,88,1,1.14,MINOR,재작업,274720,원자재불량
DFT-000611,LINE-05,EQP007,PRD014,2023-03-21,기능불량,486,3,0.62,MAJOR,재작업,,환경요인
DFT-000612,LINE-06,EQP009,PRD017,2023-02-02,치수불량,244,2,0.82,MAJOR,폐기,,설비마모
DFT-000613,LINE-06,EQP015,PRD017,2024-04-10,외관불량,131,1,0.76,MAJOR,재작업,1830187,공정파라미터
DFT-000614,LINE-06,EQP015,PRD018,2024-12-21,기능불량,465,37,7.96,MAJOR,폐기,,작업자오류
DFT-000615,LINE-01,EQP002,PRD019,2024-09-01,외관불량,231,4,1.73,MAJOR,폐기,,원자재불량
DFT-000616,LINE-04,EQP006,PRD012,2023-07-28,외관불량,281,4,1.42,MINOR,재작업,,공정파라미터
DFT-000617,LINE-03,EQP012,PRD010,2024-05-19,기능불량,192,3,1.56,CRITICAL,폐기,,원자재불량
DFT-000618,LINE-06,EQP009,PRD017,2023-10-29,기능불량,450,8,1.78,MINOR,재작업,1317284,공정파라미터
DFT-000619,LINE-03,EQP004,PRD010,2024-01-20,용접불량,481,7,1.46,MINOR,폐기,,설비마모
DFT-000620,LINE-03,EQP012,PRD010,2023-07-13,용접불량,105,1,0.95,CRITICAL,폐기,,작업자오류
DFT-000621,LINE-05,EQP008,PRD014,2024-08-02,조립불량,445,7,1.57,MAJOR,특채,,작업자오류
DFT-000622,LINE-03,EQP004,PRD007,2023-07-07,치수불량,396,3,0.76,CRITICAL,특채,,공정파라미터
DFT-000623,LINE-06,EQP015,PRD017,2023-03-04,외관불량,173,2,1.16,MINOR,폐기,,작업자오류
DFT-000624,LINE-02,EQP013,PRD006,2024-10-22,외관불량,374,3,0.8,MAJOR,특채,,공정파라미터
DFT-000625,LINE-04,EQP006,PRD011,2024-12-29,외관불량,199,2,1.01,MINOR,특채,,설비마모
DFT-000626,LINE-02,EQP013,PRD005,2023-11-07,외관불량,256,3,1.17,MAJOR,폐기,,환경요인
DFT-000627,LINE-04,EQP006,PRD012,2024-12-10,도장불량,212,3,1.42,MINOR,재작업,61963,환경요인
DFT-000628,LINE-05,EQP014,PRD015,2024-03-25,기능불량,105,1,0.95,MAJOR,재작업,1845875,원자재불량
DFT-000629,LINE-04,EQP006,PRD011,2024-02-27,외관불량,137,2,1.46,MAJOR,재작업,1568038,원자재불량
DFT-000630,LINE-03,EQP012,PRD010,2024-09-29,용접불량,87,1,1.15,MAJOR,폐기,,작업자오류
DFT-000631,LINE-02,EQP003,PRD004,2024-01-11,치수불량,89,1,1.12,MAJOR,재작업,,공정파라미터
DFT-000632,LINE-05,EQP008,PRD014,2023-04-21,외관불량,475,4,0.84,MINOR,특채,,설비마모
DFT-000633,LINE-03,EQP012,PRD007,2024-05-19,치수불량,449,3,0.67,MINOR,특채,,환경요인
DFT-000634,LINE-01,EQP001,PRD001,2023-09-30,외관불량,476,2,0.42,CRITICAL,재작업,1066150,설비마모
DFT-000635,LINE-05,EQP008,PRD016,2023-04-14,기능불량,79,1,1.27,MINOR,특채,,원자재불량
DFT-000636,LINE-01,EQP011,PRD002,2024-10-14,외관불량,362,3,0.83,MAJOR,재작업,,설비마모
DFT-000637,LINE-05,EQP014,PRD016,2024-10-14,기능불량,76,6,7.89,MAJOR,재작업,,
DFT-000638,LINE-06,EQP015,PRD018,2024-10-06,외관불량,328,17,5.18,CRITICAL,특채,,작업자오류
DFT-000639,LINE-01,EQP001,PRD019,2024-04-09,치수불량,101,5,4.95,CRITICAL,재작업,,
DFT-000640,LINE-05,EQP007,PRD013,2024-02-10,기능불량,482,3,0.62,MAJOR,재작업,1923158,환경요인
DFT-000641,LINE-05,EQP007,PRD015,2024-01-23,외관불량,107,7,6.54,MINOR,폐기,,공정파라미터
DFT-000642,LINE-01,EQP001,PRD001,2024-05-03,외관불량,206,18,8.74,MINOR,폐기,,원자재불량
DFT-000643,LINE-02,EQP003,PRD006,2024-07-26,치수불량,245,1,0.41,MINOR,특채,,작업자오류
DFT-000644,LINE-01,EQP011,PRD019,2024-01-31,치수불량,82,1,1.22,MAJOR,재작업,580968,작업자오류
DFT-000645,LINE-04,EQP006,PRD012,2024-09-01,도장불량,411,6,1.46,MAJOR,특채,,설비마모
DFT-000646,LINE-02,EQP013,PRD006,2024-11-10,치수불량,406,4,0.99,MAJOR,폐기,,설비마모
DFT-000647,LINE-03,EQP004,PRD009,2023-06-24,기능불량,120,1,0.83,MINOR,폐기,,원자재불량
DFT-000648,LINE-04,EQP006,PRD012,2024-11-06,외관불량,113,2,1.77,MINOR,재작업,,설비마모
DFT-000649,LINE-02,EQP003,PRD004,2024-12-07,치수불량,448,5,1.12,MAJOR,특채,,공정파라미터
DFT-000650,LINE-02,EQP003,PRD020,2024-06-14,치수불량,149,1,0.67,MINOR,폐기,,환경요인
DFT-000651,LINE-06,EQP015,PRD018,2023-02-02,기능불량,437,3,0.69,MINOR,폐기,,설비마모
DFT-000652,LINE-05,EQP008,PRD015,2024-12-27,외관불량,85,1,1.18,MINOR,폐기,,
DFT-000653,LINE-03,EQP012,PRD009,2024-02-29,치수불량,376,3,0.8,MAJOR,폐기,,공정파라미터
DFT-000654,LINE-06,EQP009,PRD017,2024-04-17,외관불량,280,2,0.71,MINOR,재작업,1615272,환경요인
DFT-000655,LINE-05,EQP008,PRD014,2023-06-28,조립불량,138,2,1.45,MINOR,폐기,,작업자오류
DFT-000656,LINE-06,EQP015,PRD017,2024-07-01,기능불량,443,7,1.58,MAJOR,폐기,,작업자오류
DFT-000657,LINE-06,EQP009,PRD017,2023-10-09,외관불량,418,34,8.13,CRITICAL,폐기,,원자재불량
DFT-000658,LINE-05,EQP008,PRD015,2023-12-01,조립불량,333,6,1.8,MINOR,재작업,691010,작업자오류
DFT-000659,LINE-03,EQP005,PRD010,2023-08-12,기능불량,117,1,0.85,MAJOR,특채,,공정파라미터
DFT-000660,LINE-06,EQP015,PRD018,2024-05-10,외관불량,126,2,1.59,MINOR,재작업,1339218,
DFT-000661,LINE-02,EQP013,PRD020,2023-07-26,치수불량,89,1,1.12,MINOR,폐기,,
DFT-000662,LINE-01,EQP001,PRD001,2023-11-15,외관불량,445,6,1.35,MINOR,재작업,,작업자오류
DFT-000663,LINE-02,EQP003,PRD004,2023-10-07,외관불량,286,5,1.75,MINOR,폐기,,설비마모
DFT-000664,LINE-04,EQP006,PRD012,2023-03-07,외관불량,238,4,1.68,CRITICAL,특채,,
DFT-000665,LINE-01,EQP001,PRD001,2024-01-15,치수불량,379,3,0.79,CRITICAL,재작업,,원자재불량
DFT-000666,LINE-02,EQP003,PRD020,2023-08-19,외관불량,339,3,0.88,MINOR,폐기,,원자재불량
DFT-000667,LINE-05,EQP007,PRD016,2024-10-10,조립불량,496,5,1.01,MAJOR,특채,,원자재불량
DFT-000668,LINE-01,EQP010,PRD002,2023-04-13,치수불량,81,1,1.23,MINOR,특채,,환경요인
DFT-000669,LINE-01,EQP010,PRD001,2024-05-02,외관불량,271,2,0.74,MAJOR,특채,,
DFT-000670,LINE-06,EQP015,PRD018,2024-01-21,치수불량,151,1,0.66,MAJOR,특채,,환경요인
DFT-000671,LINE-04,EQP006,PRD012,2023-03-06,도장불량,326,5,1.53,MINOR,폐기,,설비마모
DFT-000672,LINE-06,EQP015,PRD018,2023-10-19,치수불량,454,5,1.1,MINOR,폐기,,원자재불량
DFT-000673,LINE-04,EQP006,PRD012,2024-08-26,외관불량,284,3,1.06,MINOR,특채,,
DFT-000674,LINE-03,EQP005,PRD009,2023-10-22,용접불량,383,2,0.52,MINOR,재작업,,작업자오류
DFT-000675,LINE-04,EQP006,PRD011,2024-09-17,외관불량,319,2,0.63,MINOR,재작업,1803675,설비마모
DFT-000676,LINE-06,EQP015,PRD018,2024-03-26,치수불량,270,4,1.48,MINOR,재작업,,작업자오류
DFT-000677,LINE-01,EQP002,PRD003,2023-01-09,기능불량,150,2,1.33,MAJOR,재작업,824336,공정파라미터
DFT-000678,LINE-04,EQP006,PRD011,2024-04-10,도장불량,130,1,0.77,MAJOR,폐기,,
DFT-000679,LINE-06,EQP009,PRD017,2023-04-08,기능불량,112,1,0.89,MAJOR,폐기,,
DFT-000680,LINE-03,EQP012,PRD008,2023-05-26,용접불량,94,1,1.06,MAJOR,폐기,,원자재불량
DFT-000681,LINE-04,EQP006,PRD012,2024-07-14,도장불량,215,3,1.4,MAJOR,재작업,1510271,환경요인
DFT-000682,LINE-01,EQP010,PRD003,2023-03-27,기능불량,447,4,0.89,MINOR,재작업,1064831,원자재불량
DFT-000683,LINE-02,EQP003,PRD004,2023-10-15,외관불량,442,6,1.36,MAJOR,특채,,원자재불량
DFT-000684,LINE-06,EQP015,PRD018,2024-03-06,치수불량,405,4,0.99,MINOR,폐기,,원자재불량
DFT-000685,LINE-02,EQP003,PRD020,2024-03-26,외관불량,473,6,1.27,CRITICAL,재작업,1395637,원자재불량
DFT-000686,LINE-03,EQP012,PRD010,2024-07-13,기능불량,339,3,0.88,MAJOR,폐기,,작업자오류
DFT-000687,LINE-02,EQP003,PRD004,2023-08-31,치수불량,245,3,1.22,MAJOR,폐기,,작업자오류
DFT-000688,LINE-04,EQP006,PRD011,2023-06-24,도장불량,416,6,1.44,MINOR,특채,,원자재불량
DFT-000689,LINE-02,EQP003,PRD005,2024-02-23,외관불량,112,2,1.79,MINOR,재작업,236577,공정파라미터
DFT-000690,LINE-01,EQP002,PRD001,2024-02-13,외관불량,465,6,1.29,MINOR,폐기,,설비마모
DFT-000691,LINE-05,EQP008,PRD015,2023-10-25,기능불량,495,2,0.4,MAJOR,특채,,작업자오류
DFT-000692,LINE-04,EQP006,PRD012,2024-11-22,외관불량,381,7,1.84,MAJOR,특채,,작업자오류
DFT-000693,LINE-02,EQP003,PRD020,2024-05-28,치수불량,437,4,0.92,MAJOR,재작업,462830,설비마모
DFT-000694,LINE-04,EQP006,PRD012,2023-12-28,도장불량,79,1,1.27,MINOR,폐기,,설비마모
DFT-000695,LINE-04,EQP006,PRD011,2024-01-26,외관불량,378,2,0.53,MINOR,폐기,,원자재불량
DFT-000696,LINE-04,EQP006,PRD012,2023-02-18,외관불량,157,2,1.27,MINOR,폐기,,공정파라미터
DFT-000697,LINE-06,EQP015,PRD017,2023-04-20,치수불량,189,16,8.47,MINOR,폐기,,원자재불량
DFT-000698,LINE-03,EQP012,PRD008,2024-06-16,치수불량,453,2,0.44,MINOR,재작업,1207991,
DFT-000699,LINE-04,EQP006,PRD012,2024-06-09,도장불량,332,2,0.6,MINOR,특채,,환경요인
DFT-000700,LINE-04,EQP006,PRD011,2023-05-29,도장불량,480,9,1.88,MINOR,특채,,공정파라미터
DFT-000701,LINE-01,EQP011,PRD003,2023-05-12,치수불량,484,2,0.41,MAJOR,특채,,작업자오류
DFT-000702,LINE-01,EQP001,PRD019,2023-01-09,기능불량,400,6,1.5,MINOR,재작업,692175,환경요인
DFT-000703,LINE-02,EQP003,PRD005,2023-12-08,치수불량,496,8,1.61,MINOR,재작업,1076000,
DFT-000704,LINE-05,EQP008,PRD015,2023-03-27,외관불량,109,1,0.92,MAJOR,특채,,공정파라미터
DFT-000705,LINE-02,EQP013,PRD006,2024-03-12,치수불량,266,1,0.38,MINOR,특채,,원자재불량
DFT-000706,LINE-06,EQP015,PRD017,2024-03-10,기능불량,355,2,0.56,MAJOR,재작업,578131,환경요인
DFT-000707,LINE-02,EQP003,PRD005,2024-02-28,외관불량,169,1,0.59,MAJOR,재작업,,설비마모
DFT-000708,LINE-05,EQP008,PRD016,2023-11-15,기능불량,204,1,0.49,MINOR,특채,,작업자오류
DFT-000709,LINE-05,EQP007,PRD013,2023-09-17,외관불량,161,2,1.24,MINOR,재작업,,원자재불량
DFT-000710,LINE-05,EQP014,PRD016,2023-11-30,기능불량,470,41,8.72,MAJOR,재작업,,설비마모
DFT-000711,LINE-03,EQP012,PRD010,2023-08-01,치수불량,329,3,0.91,CRITICAL,특채,,공정파라미터
DFT-000712,LINE-06,EQP009,PRD018,2024-03-15,기능불량,295,1,0.34,MAJOR,폐기,,
DFT-000713,LINE-06,EQP009,PRD018,2023-09-02,치수불량,267,3,1.12,CRITICAL,재작업,1570325,환경요인
DFT-000714,LINE-04,EQP006,PRD012,2024-03-07,도장불량,445,31,6.97,MINOR,폐기,,설비마모
DFT-000715,LINE-02,EQP003,PRD020,2024-09-13,외관불량,299,2,0.67,MINOR,재작업,,환경요인
DFT-000716,LINE-04,EQP006,PRD011,2024-08-22,도장불량,78,1,1.28,MINOR,폐기,,설비마모
DFT-000717,LINE-03,EQP012,PRD008,2023-09-09,치수불량,400,7,1.75,MINOR,재작업,1981330,원자재불량
DFT-000718,LINE-02,EQP003,PRD004,2023-02-24,외관불량,252,2,0.79,MINOR,폐기,,설비마모
DFT-000719,LINE-03,EQP005,PRD010,2024-05-28,기능불량,368,4,1.09,MINOR,폐기,,작업자오류
DFT-000720,LINE-06,EQP015,PRD018,2024-10-02,기능불량,347,2,0.58,MINOR,특채,,설비마모
DFT-000721,LINE-03,EQP005,PRD007,2024-09-08,기능불량,77,1,1.3,MINOR,재작업,1389277,환경요인
DFT-000722,LINE-01,EQP002,PRD002,2023-04-09,외관불량,314,3,0.96,MINOR,폐기,,환경요인
DFT-000723,LINE-05,EQP014,PRD015,2024-09-12,조립불량,60,1,1.67,CRITICAL,폐기,,설비마모
DFT-000724,LINE-03,EQP004,PRD009,2023-02-20,용접불량,189,1,0.53,MAJOR,폐기,,공정파라미터
