DELAY_ID,DELIVERY_ID,VEHICLE_ID,ROUTE_ID,DELAY_DATE,SCHEDULED_ARRIVAL,ACTUAL_ARRIVAL,DELAY_MINUTES,DELAY_CAUSE,SEVERITY,CUSTOMER_COMPLAINT,COMPENSATION_KRW,RESOLUTION_STATUS
DLY000742,DLV0014297,VHC005,RTE001,2024-09-20,05:17,05:46,29,집하지연,MINOR,N,,RESOLVED
DLY000743,DLV0002464,VHC024,RTE009,2023-04-17,09:39,10:18,39,인력부족,MODERATE,Y,2000,PENDING
DLY000744,DLV0000210,VHC022,RTE013,2023-01-10,10:28,11:40,72,교통체증,MODERATE,Y,1000,PENDING
DLY000745,DLV0004590,VHC008,RTE003,2023-07-17,02:12,02:28,16,날씨,MINOR,Y,,RESOLVED
DLY000746,DLV0004582,VHC023,RTE010,2023-07-17,09:56,10:15,19,교통체증,MINOR,N,,RESOLVED
DLY000747,DLV0002217,VHC010,RTE007,2023-04-06,08:54,10:18,84,날씨,MODERATE,Y,5000,RESOLVED
DLY000748,DLV0009238,VHC008,RTE012,2024-02-11,13:30,13:44,14,집하지연,MINOR,N,,RESOLVED
DLY000749,DLV0008885,VHC024,RTE017,2024-01-26,19:01,19:32,31,사고,MODERATE,Y,1000,RESOLVED
DLY000750,DLV0004599,VHC021,RTE004,2023-07-17,01:23,02:29,66,인력부족,MODERATE,N,,RESOLVED
DLY000751,DLV0001623,VHC006,RTE013,2023-03-10,13:45,14:05,20,집하지연,MINOR,N,,RESOLVED
DLY000752,DLV0004193,VHC017,RTE003,2023-07-01,01:55,03:51,116,사고,MODERATE,Y,2000,PENDING
DLY000753,DLV0010858,VHC021,RTE009,2024-04-23,11:40,11:51,11,교통체증,MINOR,Y,,RESOLVED
DLY000754,DLV0007648,VHC014,RTE007,2023-12-03,11:19,11:43,24,수취인부재,MINOR,N,,RESOLVED
DLY000755,DLV0013525,VHC002,RTE009,2024-08-17,07:59,08:05,6,사고,MINOR,N,,RESOLVED
DLY000756,DLV0012217,VHC004,RTE015,2024-06-22,15:20,15:34,14,날씨,MINOR,N,,RESOLVED
DLY000757,DLV0007792,VHC021,RTE012,2023-12-10,11:02,12:59,117,날씨,MODERATE,N,,PENDING
DLY000758,DLV0000999,VHC025,RTE014,2023-02-12,15:21,15:32,11,교통체증,MINOR,N,,PENDING
DLY000759,DLV0016313,VHC005,RTE004,2024-12-17,00:48,01:16,28,설비고장,MINOR,N,,PENDING
DLY000760,DLV0002166,VHC015,RTE017,2023-04-03,22:00,,89,집하지연,MODERATE,N,,RESOLVED
DLY000761,DLV0006557,VHC018,RTE007,2023-10-14,12:00,12:09,9,교통체증,MINOR,N,,PENDING
DLY000762,DLV0007362,VHC014,RTE002,2023-11-20,03:16,03:42,26,교통체증,MINOR,N,,ESCALATED
DLY000763,DLV0001758,VHC012,RTE013,2023-03-16,11:24,15:42,258,교통체증,SEVERE,N,,RESOLVED
DLY000764,DLV0001413,VHC014,RTE002,2023-03-01,02:08,05:50,222,교통체증,SEVERE,Y,5000,PENDING
DLY000765,DLV0007851,VHC017,RTE019,2023-12-12,11:14,15:04,230,날씨,SEVERE,Y,10000,RESOLVED
DLY000766,DLV0009782,VHC022,RTE006,2024-03-07,08:15,08:38,23,설비고장,MINOR,Y,1000,PENDING
DLY000767,DLV0009626,VHC025,RTE019,2024-02-28,12:09,12:59,50,수취인부재,MODERATE,Y,1000,RESOLVED
DLY000768,DLV0016621,VHC003,RTE016,2024-12-31,04:35,07:44,189,교통체증,SEVERE,Y,10000,RESOLVED
DLY000769,DLV0013155,VHC012,RTE008,2024-07-31,11:16,11:30,14,교통체증,MINOR,N,,RESOLVED
DLY000770,DLV0007751,VHC003,RTE003,2023-12-08,03:22,04:37,75,설비고장,MODERATE,Y,,RESOLVED
DLY000771,DLV0007354,VHC013,RTE012,2023-11-20,11:20,17:06,346,집하지연,SEVERE,Y,20000,RESOLVED
DLY000772,DLV0001771,VHC004,RTE016,2023-03-17,01:14,01:33,19,날씨,MINOR,N,,RESOLVED
DLY000773,DLV0012735,VHC024,RTE019,2024-07-13,13:27,14:53,86,수취인부재,MODERATE,N,,RESOLVED
DLY000774,DLV0012082,VHC024,RTE001,2024-06-16,03:23,07:01,218,집하지연,SEVERE,Y,3000,RESOLVED
DLY000775,DLV0002482,VHC020,RTE003,2023-04-17,03:53,04:22,29,설비고장,MINOR,N,,RESOLVED
DLY000776,DLV0013412,VHC005,RTE014,2024-08-11,12:04,,29,집하지연,MINOR,N,,PENDING
DLY000777,DLV0012119,VHC019,RTE009,2024-06-17,09:07,11:01,114,교통체증,MODERATE,Y,,RESOLVED
DLY000778,DLV0013179,VHC008,RTE004,2024-08-02,01:56,02:17,21,날씨,MINOR,N,,RESOLVED
DLY000779,DLV0007604,VHC006,RTE006,2023-12-01,12:12,12:41,29,수취인부재,MINOR,N,,PENDING
DLY000780,DLV0008671,VHC017,RTE004,2024-01-17,00:35,02:22,107,사고,MODERATE,Y,,PENDING
DLY000781,DLV0003054,VHC025,RTE017,2023-05-11,20:29,20:51,22,설비고장,MINOR,N,,ESCALATED
DLY000782,DLV0009081,VHC021,RTE015,2024-02-05,14:49,17:36,167,날씨,SEVERE,Y,20000,RESOLVED
DLY000783,DLV0001515,VHC008,RTE001,2023-03-05,05:15,10:16,301,수취인부재,SEVERE,Y,20000,RESOLVED
DLY000784,DLV0013963,VHC010,RTE003,2024-09-04,03:30,,55,사고,MODERATE,N,,ESCALATED
DLY000785,DLV0014411,VHC013,RTE006,2024-09-25,11:20,11:47,27,인력부족,MINOR,N,,RESOLVED
DLY000786,DLV0002356,VHC005,RTE012,2023-04-12,11:23,11:37,14,교통체증,MINOR,N,,RESOLVED
DLY000787,DLV0007342,VHC016,RTE013,2023-11-20,11:59,13:45,106,날씨,MODERATE,Y,2000,RESOLVED
DLY000788,DLV0000615,VHC001,RTE019,2023-01-27,11:49,11:57,8,집하지연,MINOR,N,,PENDING
DLY000789,DLV0008711,VHC023,RTE012,2024-01-18,13:38,13:55,17,날씨,MINOR,N,,ESCALATED
DLY000790,DLV0010319,VHC022,RTE015,2024-03-31,15:02,15:47,45,집하지연,MODERATE,N,,RESOLVED
DLY000791,DLV0007025,VHC004,RTE017,2023-11-04,20:04,20:29,25,수취인부재,MINOR,Y,1000,PENDING
DLY000792,DLV0013849,VHC014,RTE001,2024-08-31,02:58,03:09,11,수취인부재,MINOR,N,,RESOLVED
DLY000793,DLV0001160,VHC011,RTE008,2023-02-19,11:23,11:46,23,집하지연,MINOR,N,,PENDING
DLY000794,DLV0003832,VHC023,RTE004,2023-06-15,01:20,,54,교통체증,MODERATE,N,,RESOLVED
DLY000795,DLV0010783,VHC014,RTE016,2024-04-20,02:53,03:14,21,인력부족,MINOR,N,,PENDING
DLY000796,DLV0003384,VHC003,RTE013,2023-05-26,14:38,16:24,106,집하지연,MODERATE,N,,RESOLVED
DLY000797,DLV0015943,VHC010,RTE004,2024-12-02,00:14,00:33,19,수취인부재,MINOR,N,,RESOLVED
DLY000798,DLV0014560,VHC011,RTE002,2024-10-02,00:51,01:20,29,집하지연,MINOR,N,,RESOLVED
DLY000799,DLV0006934,VHC007,RTE017,2023-10-31,23:33,01:04,91,설비고장,MODERATE,N,,PENDING
DLY000800,DLV0003795,VHC003,RTE003,2023-06-13,02:19,04:38,139,교통체증,SEVERE,Y,20000,RESOLVED
DLY000801,DLV0010197,VHC010,RTE010,2024-03-25,10:05,10:27,22,집하지연,MINOR,N,,RESOLVED
DLY000802,DLV0009701,VHC008,RTE017,2024-03-03,23:56,00:25,29,교통체증,MINOR,N,,RESOLVED
DLY000803,DLV0012585,VHC017,RTE008,2024-07-07,10:03,10:24,21,날씨,MINOR,Y,,RESOLVED
DLY000804,DLV0015803,VHC021,RTE015,2024-11-26,14:47,19:02,255,날씨,SEVERE,Y,20000,RESOLVED
DLY000805,DLV0013162,VHC017,RTE012,2024-08-01,10:56,11:16,20,설비고장,MINOR,N,,ESCALATED
DLY000806,DLV0006127,VHC018,RTE006,2023-09-24,09:49,,15,수취인부재,MINOR,Y,,PENDING
DLY000807,DLV0002219,VHC023,RTE003,2023-04-06,01:55,04:11,136,교통체증,SEVERE,Y,5000,RESOLVED
DLY000808,DLV0015036,VHC024,RTE004,2024-10-23,23:47,01:25,98,집하지연,MODERATE,N,,RESOLVED
DLY000809,DLV0001324,VHC023,RTE013,2023-02-25,14:48,15:42,54,인력부족,MODERATE,N,,RESOLVED
DLY000810,DLV0012880,VHC007,RTE002,2024-07-19,03:18,06:19,181,날씨,SEVERE,Y,15000,RESOLVED
DLY000811,DLV0014447,VHC004,RTE007,2024-09-26,08:44,09:48,64,교통체증,MODERATE,N,,PENDING
DLY000812,DLV0009930,VHC006,RTE011,2024-03-13,07:16,,312,교통체증,SEVERE,Y,15000,RESOLVED
DLY000813,DLV0013836,VHC016,RTE006,2024-08-30,10:31,11:35,64,날씨,MODERATE,N,,RESOLVED
DLY000814,DLV0002078,VHC025,RTE002,2023-03-30,03:14,08:25,311,교통체증,SEVERE,N,,RESOLVED
DLY000815,DLV0000305,VHC022,RTE010,2023-01-14,11:07,11:15,8,교통체증,MINOR,N,,RESOLVED
DLY000816,DLV0003640,VHC022,RTE010,2023-06-06,08:29,09:05,36,사고,MODERATE,Y,,RESOLVED
DLY000817,DLV0002601,VHC020,RTE015,2023-04-22,13:17,,104,교통체증,MODERATE,N,,ESCALATED
DLY000818,DLV0008567,VHC020,RTE012,2024-01-12,11:06,12:58,112,교통체증,MODERATE,N,,RESOLVED
DLY000819,DLV0001183,VHC014,RTE013,2023-02-19,12:23,17:57,334,집하지연,SEVERE,Y,5000,RESOLVED
DLY000820,DLV0008895,VHC011,RTE008,2024-01-27,12:00,13:46,106,날씨,MODERATE,N,,RESOLVED
DLY000821,DLV0015240,VHC005,RTE014,2024-11-01,11:51,13:20,89,설비고장,MODERATE,Y,,RESOLVED
DLY000822,DLV0003156,VHC016,RTE009,2023-05-16,10:55,11:19,24,교통체증,MINOR,N,,RESOLVED
DLY000823,DLV0012784,VHC020,RTE007,2024-07-15,07:32,07:40,8,인력부족,MINOR,N,,RESOLVED
DLY000824,DLV0007431,VHC020,RTE002,2023-11-23,00:46,02:20,94,날씨,MODERATE,N,,PENDING
DLY000825,DLV0009571,VHC005,RTE003,2024-02-25,03:28,05:02,94,교통체증,MODERATE,N,,RESOLVED
DLY000826,DLV0006480,VHC022,RTE001,2023-10-11,04:42,04:54,12,설비고장,MINOR,N,,ESCALATED
DLY000827,DLV0014512,VHC001,RTE005,2024-09-30,09:46,09:56,10,사고,MINOR,N,,RESOLVED
DLY000828,DLV0003559,VHC019,RTE001,2023-06-03,03:32,04:01,29,날씨,MINOR,N,,RESOLVED
DLY000829,DLV0015526,VHC005,RTE010,2024-11-14,07:11,07:35,24,교통체증,MINOR,N,,RESOLVED
DLY000830,DLV0015100,VHC018,RTE004,2024-10-26,23:07,23:22,15,집하지연,MINOR,Y,2000,RESOLVED
DLY000831,DLV0015674,VHC008,RTE007,2024-11-21,09:16,14:57,341,설비고장,SEVERE,Y,10000,PENDING
DLY000832,DLV0014540,VHC015,RTE006,2024-10-01,09:19,10:52,93,교통체증,MODERATE,Y,5000,RESOLVED
DLY000833,DLV0004776,VHC005,RTE012,2023-07-24,12:55,13:06,11,집하지연,MINOR,N,,RESOLVED
DLY000834,DLV0008176,VHC002,RTE004,2023-12-25,23:30,23:42,12,사고,MINOR,Y,,RESOLVED
DLY000835,DLV0016161,VHC010,RTE017,2024-12-11,20:06,20:22,16,교통체증,MINOR,N,,PENDING
DLY000836,DLV0007541,VHC017,RTE001,2023-11-28,03:42,04:11,29,사고,MINOR,N,,ESCALATED
DLY000837,DLV0013440,VHC013,RTE003,2024-08-12,03:40,04:07,27,교통체증,MINOR,N,,RESOLVED
DLY000838,DLV0004625,VHC017,RTE012,2023-07-18,12:09,12:28,19,날씨,MINOR,N,,RESOLVED
DLY000839,DLV0011321,VHC002,RTE013,2024-05-13,12:22,13:53,91,인력부족,MODERATE,N,,PENDING
DLY000840,DLV0000928,VHC015,RTE015,2023-02-09,13:49,13:56,7,사고,MINOR,N,,RESOLVED
DLY000841,DLV0005491,VHC004,RTE009,2023-08-27,10:40,10:52,12,수취인부재,MINOR,N,,RESOLVED
DLY000842,DLV0009875,VHC025,RTE011,2024-03-11,09:57,15:08,311,사고,SEVERE,Y,20000,RESOLVED
DLY000843,DLV0016321,VHC020,RTE011,2024-12-17,08:55,11:43,168,사고,SEVERE,N,,PENDING
DLY000844,DLV0012706,VHC021,RTE013,2024-07-12,14:36,15:31,55,날씨,MODERATE,N,,ESCALATED
DLY000845,DLV0001665,VHC023,RTE002,2023-03-12,02:46,03:09,23,교통체증,MINOR,N,,RESOLVED
DLY000846,DLV0002429,VHC012,RTE009,2023-04-15,08:18,08:46,28,설비고장,MINOR,N,,PENDING
DLY000847,DLV0001830,VHC013,RTE010,2023-03-19,07:03,08:44,101,사고,MODERATE,Y,3000,ESCALATED
DLY000848,DLV0008931,VHC018,RTE004,2024-01-29,01:18,,10,집하지연,MINOR,N,,RESOLVED
DLY000849,DLV0014055,VHC002,RTE017,2024-09-08,19:08,00:58,350,인력부족,SEVERE,Y,10000,RESOLVED
DLY000850,DLV0000223,VHC008,RTE019,2023-01-10,14:20,14:31,11,집하지연,MINOR,N,,RESOLVED
DLY000851,DLV0007088,VHC014,RTE017,2023-11-07,19:06,19:12,6,교통체증,MINOR,N,,PENDING
DLY000852,DLV0009522,VHC001,RTE008,2024-02-24,10:16,,15,사고,MINOR,N,,RESOLVED
DLY000853,DLV0006100,VHC004,RTE003,2023-09-23,04:13,,114,교통체증,MODERATE,Y,5000,RESOLVED
DLY000854,DLV0006811,VHC013,RTE006,2023-10-25,09:18,09:35,17,인력부족,MINOR,N,,RESOLVED
DLY000855,DLV0006540,VHC006,RTE009,2023-10-14,09:32,11:11,99,교통체증,MODERATE,N,,ESCALATED
DLY000856,DLV0000914,VHC024,RTE005,2023-02-08,10:47,11:46,59,날씨,MODERATE,N,,PENDING
DLY000857,DLV0004942,VHC011,RTE013,2023-08-01,12:42,14:21,99,수취인부재,MODERATE,N,,PENDING
DLY000858,DLV0003616,VHC006,RTE004,2023-06-05,23:20,00:47,87,집하지연,MODERATE,Y,,ESCALATED
DLY000859,DLV0014625,VHC001,RTE011,2024-10-05,08:28,08:37,9,사고,MINOR,N,,RESOLVED
DLY000860,DLV0000169,VHC002,RTE019,2023-01-08,11:25,,87,날씨,MODERATE,N,,RESOLVED
DLY000861,DLV0011467,VHC001,RTE009,2024-05-19,10:09,11:56,107,집하지연,MODERATE,Y,3000,RESOLVED
DLY000862,DLV0009286,VHC012,RTE013,2024-02-13,13:50,14:11,21,집하지연,MINOR,N,,RESOLVED
DLY000863,DLV0006110,VHC003,RTE005,2023-09-23,10:51,14:30,219,집하지연,SEVERE,Y,3000,PENDING
DLY000864,DLV0000125,VHC016,RTE002,2023-01-06,02:39,02:55,16,집하지연,MINOR,N,,RESOLVED
DLY000865,DLV0012934,VHC011,RTE007,2024-07-22,07:24,07:32,8,교통체증,MINOR,N,,RESOLVED
DLY000866,DLV0009704,VHC017,RTE002,2024-03-03,02:34,02:45,11,인력부족,MINOR,N,,PENDING
DLY000867,DLV0007758,VHC002,RTE005,2023-12-09,11:34,13:24,110,집하지연,MODERATE,Y,,RESOLVED
DLY000868,DLV0007142,VHC010,RTE002,2023-11-10,00:40,01:09,29,수취인부재,MINOR,N,,RESOLVED
DLY000869,DLV0016038,VHC008,RTE012,2024-12-06,14:42,14:53,11,날씨,MINOR,N,,RESOLVED
DLY000870,DLV0008915,VHC025,RTE019,2024-01-28,14:15,15:32,77,날씨,MODERATE,N,,PENDING
DLY000871,DLV0014191,VHC008,RTE011,2024-09-14,07:46,08:43,57,날씨,MODERATE,Y,5000,ESCALATED
DLY000872,DLV0000730,VHC021,RTE015,2023-01-31,15:27,20:21,294,집하지연,SEVERE,Y,10000,RESOLVED
DLY000873,DLV0001672,VHC004,RTE004,2023-03-13,01:37,01:44,7,집하지연,MINOR,N,,RESOLVED
DLY000874,DLV0006778,VHC006,RTE011,2023-10-23,09:35,,12,교통체증,MINOR,N,,RESOLVED
DLY000875,DLV0013277,VHC020,RTE015,2024-08-05,13:28,14:50,82,인력부족,MODERATE,N,,RESOLVED
DLY000876,DLV0005437,VHC020,RTE010,2023-08-24,07:40,08:06,26,집하지연,MINOR,N,,RESOLVED
DLY000877,DLV0006330,VHC007,RTE003,2023-10-04,03:25,08:09,284,교통체증,SEVERE,Y,20000,RESOLVED
DLY000878,DLV0003693,VHC022,RTE001,2023-06-09,05:06,05:24,18,교통체증,MINOR,N,,RESOLVED
DLY000879,DLV0012100,VHC001,RTE014,2024-06-16,15:06,15:29,23,설비고장,MINOR,N,,RESOLVED
DLY000880,DLV0014569,VHC012,RTE009,2024-10-02,10:41,11:43,62,설비고장,MODERATE,Y,,PENDING
DLY000881,DLV0007864,VHC023,RTE010,2023-12-13,07:51,09:26,95,수취인부재,MODERATE,N,,ESCALATED
DLY000882,DLV0005204,VHC022,RTE007,2023-08-12,08:57,09:15,18,날씨,MINOR,N,,RESOLVED
DLY000883,DLV0001312,VHC011,RTE014,2023-02-25,14:33,14:42,9,사고,MINOR,N,,PENDING
DLY000884,DLV0009700,VHC013,RTE013,2024-03-02,12:40,13:41,61,집하지연,MODERATE,N,,RESOLVED
DLY000885,DLV0015351,VHC014,RTE004,2024-11-06,01:16,06:30,314,설비고장,SEVERE,N,,PENDING
DLY000886,DLV0000153,VHC024,RTE016,2023-01-07,02:07,04:04,117,날씨,MODERATE,Y,3000,RESOLVED
DLY000887,DLV0011952,VHC011,RTE014,2024-06-10,11:27,11:48,21,인력부족,MINOR,N,,RESOLVED
DLY000888,DLV0012242,VHC025,RTE004,2024-06-23,00:04,00:31,27,교통체증,MINOR,N,,RESOLVED
DLY000889,DLV0003728,VHC021,RTE002,2023-06-10,00:51,02:09,78,사고,MODERATE,N,,RESOLVED
DLY000890,DLV0013071,VHC018,RTE014,2024-07-27,11:36,16:43,307,날씨,SEVERE,N,,RESOLVED
DLY000891,DLV0004174,VHC019,RTE002,2023-06-30,00:49,01:52,63,집하지연,MODERATE,Y,1000,PENDING
DLY000892,DLV0003900,VHC006,RTE004,2023-06-18,00:13,00:32,19,설비고장,MINOR,N,,ESCALATED
DLY000893,DLV0003921,VHC022,RTE005,2023-06-19,11:31,11:48,17,사고,MINOR,N,,RESOLVED
DLY000894,DLV0008105,VHC008,RTE002,2023-12-23,02:33,03:02,29,사고,MINOR,N,,RESOLVED
DLY000895,DLV0013875,VHC017,RTE015,2024-09-01,12:36,14:35,119,사고,MODERATE,N,,PENDING
DLY000896,DLV0002575,VHC025,RTE014,2023-04-21,11:04,12:23,79,사고,MODERATE,N,,PENDING
DLY000897,DLV0003914,VHC016,RTE002,2023-06-19,01:39,01:48,9,수취인부재,MINOR,N,,RESOLVED
DLY000898,DLV0007761,VHC016,RTE006,2023-12-09,10:16,10:43,27,설비고장,MINOR,N,,PENDING
DLY000899,DLV0015257,VHC007,RTE003,2024-11-02,01:38,01:55,17,수취인부재,MINOR,N,,RESOLVED
DLY000900,DLV0008709,VHC008,RTE011,2024-01-18,08:37,09:48,71,날씨,MODERATE,N,,RESOLVED
DLY000901,DLV0016117,VHC022,RTE007,2024-12-09,10:00,10:20,20,설비고장,MINOR,Y,2000,PENDING
DLY000902,DLV0002553,VHC012,RTE009,2023-04-20,09:17,10:36,79,집하지연,MODERATE,Y,3000,RESOLVED
DLY000903,DLV0006582,VHC015,RTE017,2023-10-15,19:02,20:05,63,사고,MODERATE,N,,RESOLVED
DLY000904,DLV0015252,VHC013,RTE011,2024-11-01,08:22,,23,집하지연,MINOR,Y,2000,PENDING
DLY000905,DLV0000546,VHC003,RTE007,2023-01-24,07:55,09:01,66,수취인부재,MODERATE,Y,,PENDING
DLY000906,DLV0010215,VHC004,RTE019,2024-03-25,09:58,10:30,32,사고,MODERATE,N,,RESOLVED
DLY000907,DLV0010375,VHC015,RTE015,2024-04-02,14:55,19:10,255,사고,SEVERE,Y,5000,RESOLVED
DLY000908,DLV0011424,VHC012,RTE012,2024-05-17,14:18,,198,설비고장,SEVERE,N,,RESOLVED
DLY000909,DLV0002808,VHC003,RTE003,2023-05-01,02:22,,66,집하지연,MODERATE,N,,RESOLVED
DLY000910,DLV0013873,VHC024,RTE004,2024-09-01,00:07,02:02,115,수취인부재,MODERATE,N,,RESOLVED
DLY000911,DLV0003341,VHC005,RTE015,2023-05-24,11:18,11:38,20,사고,MINOR,N,,RESOLVED
DLY000912,DLV0011362,VHC004,RTE009,2024-05-14,09:17,10:27,70,날씨,MODERATE,N,,RESOLVED
DLY000913,DLV0004844,VHC024,RTE001,2023-07-27,03:57,04:05,8,수취인부재,MINOR,N,,RESOLVED
DLY000914,DLV0010844,VHC025,RTE010,2024-04-22,08:02,08:29,27,날씨,MINOR,N,,RESOLVED
DLY000915,DLV0013495,VHC007,RTE019,2024-08-15,14:37,14:56,19,사고,MINOR,N,,RESOLVED
DLY000916,DLV0014939,VHC024,RTE004,2024-10-19,23:09,00:19,70,날씨,MODERATE,N,,RESOLVED
DLY000917,DLV0009384,VHC010,RTE017,2024-02-17,21:49,02:43,294,교통체증,SEVERE,Y,20000,PENDING
DLY000918,DLV0011763,VHC002,RTE001,2024-06-02,05:04,05:19,15,사고,MINOR,N,,ESCALATED
DLY000919,DLV0001900,VHC004,RTE008,2023-03-23,08:12,09:39,87,교통체증,MODERATE,Y,3000,RESOLVED
DLY000920,DLV0006143,VHC011,RTE016,2023-09-25,02:47,04:18,91,사고,MODERATE,N,,RESOLVED
DLY000921,DLV0014873,VHC015,RTE008,2024-10-16,08:49,09:10,21,날씨,MINOR,N,,RESOLVED
DLY000922,DLV0004598,VHC021,RTE014,2023-07-17,13:22,13:35,13,교통체증,MINOR,N,,RESOLVED
DLY000923,DLV0012821,VHC014,RTE010,2024-07-16,10:27,10:42,15,집하지연,MINOR,N,,RESOLVED
DLY000924,DLV0009348,VHC024,RTE004,2024-02-16,00:35,00:42,7,설비고장,MINOR,N,,RESOLVED
DLY000925,DLV0008050,VHC006,RTE001,2023-12-21,03:35,04:02,27,사고,MINOR,N,,RESOLVED
DLY000926,DLV0011503,VHC007,RTE015,2024-05-21,15:55,16:10,15,집하지연,MINOR,N,,ESCALATED
DLY000927,DLV0005158,VHC025,RTE004,2023-08-10,23:32,23:38,6,집하지연,MINOR,N,,RESOLVED
DLY000928,DLV0003553,VHC006,RTE009,2023-06-03,09:42,10:06,24,날씨,MINOR,N,,RESOLVED
DLY000929,DLV0012592,VHC013,RTE001,2024-07-07,03:45,05:34,109,사고,MODERATE,N,,RESOLVED
DLY000930,DLV0010009,VHC011,RTE015,2024-03-17,12:33,17:54,321,설비고장,SEVERE,Y,20000,RESOLVED
DLY000931,DLV0000263,VHC022,RTE003,2023-01-12,01:42,02:09,27,인력부족,MINOR,N,,RESOLVED
DLY000932,DLV0012715,VHC022,RTE010,2024-07-12,08:50,,31,인력부족,MODERATE,N,,PENDING
DLY000933,DLV0003291,VHC003,RTE003,2023-05-21,02:48,02:55,7,집하지연,MINOR,N,,PENDING
DLY000934,DLV0013200,VHC020,RTE007,2024-08-02,09:58,10:24,26,날씨,MINOR,N,,RESOLVED
DLY000935,DLV0007769,VHC025,RTE007,2023-12-09,11:45,12:38,53,집하지연,MODERATE,Y,3000,PENDING
DLY000936,DLV0014714,VHC007,RTE005,2024-10-09,08:29,12:44,255,수취인부재,SEVERE,N,,RESOLVED
DLY000937,DLV0010318,VHC016,RTE001,2024-03-31,03:59,04:12,13,날씨,MINOR,N,,RESOLVED
DLY000938,DLV0004784,VHC017,RTE016,2023-07-25,00:44,,195,집하지연,SEVERE,Y,20000,RESOLVED
DLY000939,DLV0002489,VHC003,RTE009,2023-04-18,07:07,09:35,148,날씨,SEVERE,Y,15000,RESOLVED
DLY000940,DLV0015503,VHC001,RTE011,2024-11-13,11:45,11:52,7,날씨,MINOR,Y,,RESOLVED
DLY000941,DLV0007209,VHC022,RTE005,2023-11-13,10:44,,45,인력부족,MODERATE,N,,RESOLVED
DLY000942,DLV0001713,VHC016,RTE008,2023-03-14,09:53,11:18,85,수취인부재,MODERATE,N,,RESOLVED
DLY000943,DLV0014465,VHC007,RTE009,2024-09-27,08:46,09:00,14,날씨,MINOR,N,,PENDING
DLY000944,DLV0006580,VHC003,RTE003,2023-10-15,04:08,05:46,98,교통체증,MODERATE,N,,PENDING
DLY000945,DLV0001009,VHC005,RTE002,2023-02-12,00:52,01:14,22,수취인부재,MINOR,N,,ESCALATED
DLY000946,DLV0015519,VHC008,RTE004,2024-11-14,01:59,,163,인력부족,SEVERE,Y,3000,PENDING
DLY000947,DLV0011042,VHC013,RTE013,2024-04-30,12:37,14:12,95,인력부족,MODERATE,N,,RESOLVED
DLY000948,DLV0001367,VHC022,RTE012,2023-02-27,13:11,13:23,12,집하지연,MINOR,N,,RESOLVED
DLY000949,DLV0005738,VHC019,RTE001,2023-09-07,05:08,06:05,57,집하지연,MODERATE,N,,RESOLVED
DLY000950,DLV0014917,VHC005,RTE013,2024-10-18,10:47,11:07,20,사고,MINOR,N,,RESOLVED
DLY000951,DLV0002514,VHC017,RTE009,2023-04-19,07:33,11:58,265,사고,SEVERE,Y,10000,RESOLVED
DLY000952,DLV0016255,VHC018,RTE002,2024-12-15,03:24,03:33,9,사고,MINOR,N,,RESOLVED
DLY000953,DLV0013448,VHC024,RTE017,2024-08-13,22:59,23:05,6,설비고장,MINOR,N,,RESOLVED
DLY000954,DLV0010445,VHC017,RTE012,2024-04-06,13:03,15:48,165,교통체증,SEVERE,Y,20000,RESOLVED
DLY000955,DLV0013781,VHC015,RTE011,2024-08-27,07:14,07:28,14,날씨,MINOR,N,,RESOLVED
DLY000956,DLV0006180,VHC018,RTE015,2023-09-27,13:56,14:20,24,교통체증,MINOR,Y,,PENDING
DLY000957,DLV0000574,VHC011,RTE006,2023-01-25,08:52,09:16,24,집하지연,MINOR,N,,RESOLVED
DLY000958,DLV0010542,VHC017,RTE001,2024-04-10,03:26,05:06,100,수취인부재,MODERATE,N,,ESCALATED
DLY000959,DLV0010061,VHC011,RTE007,2024-03-19,10:15,,6,집하지연,MINOR,N,,ESCALATED
DLY000960,DLV0011544,VHC002,RTE008,2024-05-23,08:01,08:19,18,사고,MINOR,N,,RESOLVED
DLY000961,DLV0007177,VHC001,RTE019,2023-11-11,12:43,12:59,16,날씨,MINOR,N,,RESOLVED
DLY000962,DLV0001746,VHC018,RTE012,2023-03-16,14:38,15:05,27,수취인부재,MINOR,N,,RESOLVED
DLY000963,DLV0014261,VHC014,RTE013,2024-09-18,14:18,14:51,33,수취인부재,MODERATE,Y,,RESOLVED
DLY000964,DLV0002485,VHC003,RTE017,2023-04-17,22:46,00:24,98,인력부족,MODERATE,N,,RESOLVED
DLY000965,DLV0015955,VHC025,RTE019,2024-12-03,13:54,14:02,8,교통체증,MINOR,Y,,ESCALATED
DLY000966,DLV0012331,VHC007,RTE008,2024-06-27,09:47,,21,사고,MINOR,N,,RESOLVED
DLY000967,DLV0005814,VHC004,RTE008,2023-09-10,11:38,11:58,20,교통체증,MINOR,N,,RESOLVED
DLY000968,DLV0014220,VHC017,RTE002,2024-09-16,02:45,02:50,5,사고,MINOR,N,,PENDING
DLY000969,DLV0010961,VHC023,RTE003,2024-04-27,03:24,04:27,63,사고,MODERATE,N,,RESOLVED
DLY000970,DLV0003380,VHC008,RTE017,2023-05-26,20:53,21:03,10,집하지연,MINOR,N,,PENDING
DLY000971,DLV0004370,VHC008,RTE002,2023-07-08,02:34,02:45,11,사고,MINOR,N,,PENDING
