ORDER_ID,OFFICE_CD,PART_CD,ORDER_YM,ORDER_DT,PROMISED_DT,ACTUAL_DT,ORDER_QTY,RECEIVED_QTY,UNIT_COST,CURRENCY,ORDER_AMOUNT,DELAY_DAYS,STATUS
PO0000890,KR-MDG,FG-009,202208,20220820,20220822,20220822,182,182,24000,KRW,4368000,0,DELIVERED
PO0000891,KR-MDG,FG-009,202208,20220828,20220830,20220830,158,158,24000,KRW,3792000,0,DELIVERED
PO0000892,KR-MDG,FG-010,202208,20220804,20220806,20220806,150,150,16000,KRW,2400000,0,DELIVERED
PO0000893,KR-MDG,FG-010,202208,20220812,20220814,20220814,181,181,16000,KRW,2896000,0,DELIVERED
PO0000894,KR-MDG,FG-010,202208,20220820,20220822,20220822,148,148,16000,KRW,2368000,0,DELIVERED
PO0000895,KR-MDG,FG-010,202208,20220828,20220830,20220830,136,118,16000,KRW,2176000,0,PARTIAL
PO0000896,KR-SSU,FG-001,202208,20220804,20220806,20220806,188,188,22000,KRW,4136000,0,DELIVERED
PO0000897,KR-SSU,FG-001,202208,20220812,20220814,20220814,169,169,22000,KRW,3718000,0,DELIVERED
PO0000898,KR-SSU,FG-001,202208,20220820,20220822,20220822,178,178,22000,KRW,3916000,0,DELIVERED
PO0000899,KR-SSU,FG-001,202208,20220828,20220830,20220830,219,219,22000,KRW,4818000,0,DELIVERED
PO0000900,KR-SSU,FG-002,202208,20220804,20220806,20220806,259,259,18000,KRW,4662000,0,DELIVERED
PO0000901,KR-SSU,FG-002,202208,20220812,20220814,20220814,233,233,18000,KRW,4194000,0,DELIVERED
PO0000902,KR-SSU,FG-002,202208,20220820,20220822,20220822,216,216,18000,KRW,3888000,0,DELIVERED
PO0000903,KR-SSU,FG-002,202208,20220828,20220830,20220830,193,193,18000,KRW,3474000,0,DELIVERED
PO0000904,KR-SSU,FG-003,202208,20220804,20220806,20220806,163,163,32000,KRW,5216000,0,DELIVERED
PO0000905,KR-SSU,FG-003,202208,20220812,20220814,20220814,127,127,32000,KRW,4064000,0,DELIVERED
PO0000906,KR-SSU,FG-003,202208,20220820,20220822,20220822,153,153,32000,KRW,4896000,0,DELIVERED
PO0000907,KR-SSU,FG-003,202208,20220828,20220830,20220830,148,148,32000,KRW,4736000,0,DELIVERED
PO0000908,KR-SSU,FG-004,202208,20220804,20220806,20220806,175,175,25000,KRW,4375000,0,DELIVERED
PO0000909,KR-SSU,FG-004,202208,20220812,20220814,20220814,173,173,25000,KRW,4325000,0,DELIVERED
PO0000910,KR-SSU,FG-004,202208,20220820,20220822,20220822,185,185,25000,KRW,4625000,0,DELIVERED
PO0000911,KR-SSU,FG-004,202208,20220828,20220830,20220830,149,149,25000,KRW,3725000,0,DELIVERED
PO0000912,KR-SSU,FG-007,202208,20220804,20220806,20220806,323,323,12000,KRW,3876000,0,DELIVERED
PO0000913,KR-SSU,FG-007,202208,20220812,20220814,20220814,270,270,12000,KRW,3240000,0,DELIVERED
PO0000914,KR-SSU,FG-007,202208,20220820,20220822,20220822,301,301,12000,KRW,3612000,0,DELIVERED
PO0000915,KR-SSU,FG-007,202208,20220828,20220830,20220830,243,243,12000,KRW,2916000,0,DELIVERED
PO0000916,KR-SSU,FG-008,202208,20220804,20220806,20220806,101,101,28000,KRW,2828000,0,DELIVERED
PO0000917,KR-SSU,FG-008,202208,20220812,20220814,20220814,123,123,28000,KRW,3444000,0,DELIVERED
PO0000918,KR-SSU,FG-008,202208,20220820,20220822,20220822,118,104,28000,KRW,3304000,0,PARTIAL
PO0000919,KR-SSU,FG-008,202208,20220828,20220830,20220830,101,101,28000,KRW,2828000,0,DELIVERED
PO0000920,KR-SSU,FG-009,202208,20220804,20220806,20220806,180,180,24000,KRW,4320000,0,DELIVERED
PO0000921,KR-SSU,FG-009,202208,20220812,20220814,20220814,146,146,24000,KRW,3504000,0,DELIVERED
PO0000922,KR-SSU,FG-009,202208,20220820,20220822,20220822,143,143,24000,KRW,3432000,0,DELIVERED
PO0000923,KR-SSU,FG-009,202208,20220828,20220830,20220830,172,172,24000,KRW,4128000,0,DELIVERED
PO0000924,KR-SSU,FG-010,202208,20220804,20220806,20220806,163,163,16000,KRW,2608000,0,DELIVERED
PO0000925,KR-SSU,FG-010,202208,20220812,20220814,20220814,142,142,16000,KRW,2272000,0,DELIVERED
PO0000926,KR-SSU,FG-010,202208,20220820,20220822,20220822,169,169,16000,KRW,2704000,0,DELIVERED
PO0000927,KR-SSU,FG-010,202208,20220828,20220830,20220830,180,180,16000,KRW,2880000,0,DELIVERED
PO0000928,US-LAX,FG-001,202208,20220816,20220906,20220914,757,757,22000,USD,12810.77,8,DELAYED
PO0000929,US-LAX,FG-002,202208,20220816,20220906,20220910,810,810,18000,USD,11215.38,4,DELAYED
PO0000930,US-LAX,FG-003,202208,20220816,20220906,20220908,647,647,32000,USD,15926.15,2,DELIVERED
PO0000931,US-LAX,FG-005,202208,20220816,20220906,20220904,371,371,45000,USD,12842.31,0,DELIVERED
PO0000932,US-LAX,FG-006,202208,20220816,20220906,20220916,264,191,55000,USD,11169.23,10,PARTIAL
PO0000933,US-LAX,FG-008,202208,20220816,20220906,20220912,522,522,28000,USD,11243.08,6,DELAYED
PO0000934,US-LAX,FG-009,202208,20220816,20220906,20220910,825,825,24000,USD,15230.77,4,DELAYED
PO0000935,US-LAX,RM-003,202208,20220816,20220906,20220910,33,33,35000,USD,888.46,4,DELAYED
PO0000936,SEA-SGP,FG-002,202208,20220816,20220830,20220902,602,515,18000,USD,8335.38,3,PARTIAL
PO0000937,SEA-SGP,FG-003,202208,20220816,20220830,20220901,430,430,32000,USD,10584.62,2,DELIVERED
PO0000938,SEA-SGP,FG-004,202208,20220816,20220830,20220907,475,475,25000,USD,9134.62,8,DELAYED
PO0000939,SEA-SGP,FG-007,202208,20220816,20220830,20220830,979,979,12000,USD,9036.92,0,DELIVERED
PO0000940,SEA-SGP,FG-009,202208,20220816,20220830,20220901,542,542,24000,USD,10006.15,2,DELIVERED
PO0000941,SEA-SGP,PK-001,202208,20220816,20220830,20220830,1613,1613,1200,USD,1488.92,0,DELIVERED
PO0000942,SEA-SGP,PK-002,202208,20220816,20220830,20220830,586,586,2500,USD,1126.92,0,DELIVERED
PO0000943,SEA-JKT,FG-002,202208,20220816,20220903,20220914,948,948,18000,USD,13126.15,11,DELAYED
PO0000944,SEA-JKT,FG-007,202208,20220816,20220903,20220902,1050,1050,12000,USD,9692.31,0,DELIVERED
PO0000945,SEA-JKT,FG-009,202208,20220816,20220903,20220903,601,601,24000,USD,11095.38,0,DELIVERED
PO0000946,SEA-JKT,FG-010,202208,20220816,20220903,20220907,652,652,16000,USD,8024.62,4,DELAYED
PO0000947,SEA-JKT,PK-001,202208,20220816,20220903,20220908,1958,1958,1200,USD,1807.38,5,DELAYED
PO0000948,SEA-BKK,FG-002,202208,20220816,20220901,20220902,766,766,18000,USD,10606.15,1,DELIVERED
PO0000949,SEA-BKK,FG-003,202208,20220816,20220901,20220902,477,477,32000,USD,11741.54,1,DELIVERED
PO0000950,SEA-BKK,FG-007,202208,20220816,20220901,20220907,811,811,12000,USD,7486.15,6,DELAYED
PO0000951,SEA-BKK,FG-009,202208,20220816,20220901,20220904,533,533,24000,USD,9840.0,3,DELIVERED
PO0000952,SEA-BKK,PK-002,202208,20220816,20220901,20220901,564,564,2500,USD,1084.62,0,DELIVERED
PO0000953,KR-ICN,FG-001,202209,20220908,20220915,20220915,432,432,22000,KRW,9504000,0,DELIVERED
PO0000954,KR-ICN,FG-001,202209,20220923,20220930,20220930,419,419,22000,KRW,9218000,0,DELIVERED
PO0000955,KR-ICN,FG-002,202209,20220908,20220915,20220915,531,531,18000,KRW,9558000,0,DELIVERED
PO0000956,KR-ICN,FG-002,202209,20220923,20220930,20221001,380,380,18000,KRW,6840000,1,DELIVERED
PO0000957,KR-ICN,FG-003,202209,20220908,20220915,20220915,327,327,32000,KRW,10464000,0,DELIVERED
PO0000958,KR-ICN,FG-003,202209,20220923,20220930,20220930,310,310,32000,KRW,9920000,0,DELIVERED
PO0000959,KR-ICN,FG-004,202209,20220908,20220915,20220915,287,287,25000,KRW,7175000,0,DELIVERED
PO0000960,KR-ICN,FG-004,202209,20220923,20220930,20220930,382,382,25000,KRW,9550000,0,DELIVERED
PO0000961,KR-ICN,FG-005,202209,20220908,20220915,20220916,160,160,45000,KRW,7200000,1,DELIVERED
PO0000962,KR-ICN,FG-005,202209,20220923,20220930,20220929,210,210,45000,KRW,9450000,0,DELIVERED
PO0000963,KR-ICN,FG-006,202209,20220908,20220915,20220915,130,130,55000,KRW,7150000,0,DELIVERED
PO0000964,KR-ICN,FG-006,202209,20220923,20220930,20220930,124,111,55000,KRW,6820000,0,PARTIAL
PO0000965,KR-ICN,FG-007,202209,20220908,20220915,20220915,499,499,12000,KRW,5988000,0,DELIVERED
PO0000966,KR-ICN,FG-007,202209,20220923,20220930,20221001,502,502,12000,KRW,6024000,1,DELIVERED
PO0000967,KR-ICN,FG-008,202209,20220908,20220915,20220915,210,210,28000,KRW,5880000,0,DELIVERED
PO0000968,KR-ICN,FG-008,202209,20220923,20220930,20220930,239,239,28000,KRW,6692000,0,DELIVERED
PO0000969,KR-ICN,FG-009,202209,20220908,20220915,20220915,382,382,24000,KRW,9168000,0,DELIVERED
PO0000970,KR-ICN,FG-009,202209,20220923,20220930,20220930,302,302,24000,KRW,7248000,0,DELIVERED
PO0000971,KR-ICN,FG-010,202209,20220908,20220915,20220915,286,286,16000,KRW,4576000,0,DELIVERED
PO0000972,KR-ICN,FG-010,202209,20220923,20220930,20220930,285,285,16000,KRW,4560000,0,DELIVERED
PO0000973,KR-ICN,RM-001,202209,20220908,20220915,20220915,20,20,8500,KRW,170000,0,DELIVERED
PO0000974,KR-ICN,RM-001,202209,20220923,20220930,20220930,20,16,8500,KRW,170000,0,PARTIAL
PO0000975,KR-ICN,RM-002,202209,20220908,20220915,20220915,10,10,120000,KRW,1200000,0,DELIVERED
PO0000976,KR-ICN,RM-002,202209,20220923,20220930,20220930,10,10,120000,KRW,1200000,0,DELIVERED
PO0000977,KR-ICN,RM-003,202209,20220908,20220915,20220915,13,13,35000,KRW,455000,0,DELIVERED
PO0000978,KR-ICN,RM-003,202209,20220923,20220930,20220930,16,16,35000,KRW,560000,0,DELIVERED
PO0000979,KR-ICN,PK-001,202209,20220908,20220915,20220915,840,840,1200,KRW,1008000,0,DELIVERED
PO0000980,KR-ICN,PK-001,202209,20220923,20220930,20220930,795,795,1200,KRW,954000,0,DELIVERED
PO0000981,KR-ICN,PK-002,202209,20220908,20220915,20220915,397,397,2500,KRW,992500,0,DELIVERED
PO0000982,KR-ICN,PK-002,202209,20220923,20220930,20220930,348,348,2500,KRW,870000,0,DELIVERED
PO0000983,KR-MDG,FG-001,202209,20220904,20220906,20220906,209,209,22000,KRW,4598000,0,DELIVERED
PO0000984,KR-MDG,FG-001,202209,20220912,20220914,20220914,161,161,22000,KRW,3542000,0,DELIVERED
PO0000985,KR-MDG,FG-001,202209,20220919,20220921,20220921,194,194,22000,KRW,4268000,0,DELIVERED
PO0000986,KR-MDG,FG-001,202209,20220927,20220929,20220929,222,188,22000,KRW,4884000,0,PARTIAL
PO0000987,KR-MDG,FG-002,202209,20220904,20220906,20220906,234,234,18000,KRW,4212000,0,DELIVERED
PO0000988,KR-MDG,FG-002,202209,20220912,20220914,20220914,206,206,18000,KRW,3708000,0,DELIVERED
PO0000989,KR-MDG,FG-002,202209,20220919,20220921,20220921,243,243,18000,KRW,4374000,0,DELIVERED
PO0000990,KR-MDG,FG-002,202209,20220927,20220929,20220929,229,229,18000,KRW,4122000,0,DELIVERED
PO0000991,KR-MDG,FG-003,202209,20220904,20220906,20220906,149,149,32000,KRW,4768000,0,DELIVERED
PO0000992,KR-MDG,FG-003,202209,20220912,20220914,20220914,129,129,32000,KRW,4128000,0,DELIVERED
PO0000993,KR-MDG,FG-003,202209,20220919,20220921,20220921,142,142,32000,KRW,4544000,0,DELIVERED
PO0000994,KR-MDG,FG-003,202209,20220927,20220929,20220929,144,144,32000,KRW,4608000,0,DELIVERED
PO0000995,KR-MDG,FG-004,202209,20220904,20220906,20220906,191,191,25000,KRW,4775000,0,DELIVERED
PO0000996,KR-MDG,FG-004,202209,20220912,20220914,20220914,168,168,25000,KRW,4200000,0,DELIVERED
PO0000997,KR-MDG,FG-004,202209,20220919,20220921,20220921,148,148,25000,KRW,3700000,0,DELIVERED
PO0000998,KR-MDG,FG-004,202209,20220927,20220929,20220929,165,165,25000,KRW,4125000,0,DELIVERED
PO0000999,KR-MDG,FG-007,202209,20220904,20220906,20220906,323,250,12000,KRW,3876000,0,PARTIAL
PO0001000,KR-MDG,FG-007,202209,20220912,20220914,20220914,319,319,12000,KRW,3828000,0,DELIVERED
PO0001001,KR-MDG,FG-007,202209,20220919,20220921,20220921,262,262,12000,KRW,3144000,0,DELIVERED
PO0001002,KR-MDG,FG-007,202209,20220927,20220929,20220929,272,272,12000,KRW,3264000,0,DELIVERED
PO0001003,KR-MDG,FG-008,202209,20220904,20220906,20220906,102,102,28000,KRW,2856000,0,DELIVERED
PO0001004,KR-MDG,FG-008,202209,20220912,20220914,20220914,139,139,28000,KRW,3892000,0,DELIVERED
PO0001005,KR-MDG,FG-008,202209,20220919,20220921,20220921,131,131,28000,KRW,3668000,0,DELIVERED
PO0001006,KR-MDG,FG-008,202209,20220927,20220929,20220929,105,105,28000,KRW,2940000,0,DELIVERED
PO0001007,KR-MDG,FG-009,202209,20220904,20220906,20220906,152,152,24000,KRW,3648000,0,DELIVERED
PO0001008,KR-MDG,FG-009,202209,20220912,20220914,20220914,158,158,24000,KRW,3792000,0,DELIVERED
PO0001009,KR-MDG,FG-009,202209,20220919,20220921,20220921,171,171,24000,KRW,4104000,0,DELIVERED
PO0001010,KR-MDG,FG-009,202209,20220927,20220929,20220929,149,149,24000,KRW,3576000,0,DELIVERED
PO0001011,KR-MDG,FG-010,202209,20220904,20220906,20220906,141,141,16000,KRW,2256000,0,DELIVERED
PO0001012,KR-MDG,FG-010,202209,20220912,20220914,20220914,133,133,16000,KRW,2128000,0,DELIVERED
PO0001013,KR-MDG,FG-010,202209,20220919,20220921,20220921,151,151,16000,KRW,2416000,0,DELIVERED
PO0001014,KR-MDG,FG-010,202209,20220927,20220929,20220929,161,161,16000,KRW,2576000,0,DELIVERED
PO0001015,KR-SSU,FG-001,202209,20220904,20220906,20220906,182,182,22000,KRW,4004000,0,DELIVERED
PO0001016,KR-SSU,FG-001,202209,20220912,20220914,20220914,177,177,22000,KRW,3894000,0,DELIVERED
PO0001017,KR-SSU,FG-001,202209,20220919,20220921,20220921,181,181,22000,KRW,3982000,0,DELIVERED
PO0001018,KR-SSU,FG-001,202209,20220927,20220929,20220929,196,196,22000,KRW,4312000,0,DELIVERED
PO0001019,KR-SSU,FG-002,202209,20220904,20220906,20220906,243,243,18000,KRW,4374000,0,DELIVERED
PO0001020,KR-SSU,FG-002,202209,20220912,20220914,20220914,240,240,18000,KRW,4320000,0,DELIVERED
PO0001021,KR-SSU,FG-002,202209,20220919,20220921,20220921,217,217,18000,KRW,3906000,0,DELIVERED
PO0001022,KR-SSU,FG-002,202209,20220927,20220929,20220929,226,226,18000,KRW,4068000,0,DELIVERED
PO0001023,KR-SSU,FG-003,202209,20220904,20220906,20220906,148,148,32000,KRW,4736000,0,DELIVERED
PO0001024,KR-SSU,FG-003,202209,20220912,20220914,20220914,141,141,32000,KRW,4512000,0,DELIVERED
PO0001025,KR-SSU,FG-003,202209,20220919,20220921,20220921,162,162,32000,KRW,5184000,0,DELIVERED
PO0001026,KR-SSU,FG-003,202209,20220927,20220929,20220929,143,143,32000,KRW,4576000,0,DELIVERED
PO0001027,KR-SSU,FG-004,202209,20220904,20220906,20220906,181,181,25000,KRW,4525000,0,DELIVERED
PO0001028,KR-SSU,FG-004,202209,20220912,20220914,20220914,141,141,25000,KRW,3525000,0,DELIVERED
PO0001029,KR-SSU,FG-004,202209,20220919,20220921,20220921,182,182,25000,KRW,4550000,0,DELIVERED
PO0001030,KR-SSU,FG-004,202209,20220927,20220929,20220929,151,151,25000,KRW,3775000,0,DELIVERED
PO0001031,KR-SSU,FG-007,202209,20220904,20220906,20220906,246,246,12000,KRW,2952000,0,DELIVERED
PO0001032,KR-SSU,FG-007,202209,20220912,20220914,20220914,293,293,12000,KRW,3516000,0,DELIVERED
PO0001033,KR-SSU,FG-007,202209,20220919,20220921,20220921,285,285,12000,KRW,3420000,0,DELIVERED
PO0001034,KR-SSU,FG-007,202209,20220927,20220929,20220929,305,305,12000,KRW,3660000,0,DELIVERED
PO0001035,KR-SSU,FG-008,202209,20220904,20220906,20220905,132,132,28000,KRW,3696000,0,DELIVERED
PO0001036,KR-SSU,FG-008,202209,20220912,20220914,20220914,105,105,28000,KRW,2940000,0,DELIVERED
PO0001037,KR-SSU,FG-008,202209,20220919,20220921,20220921,139,139,28000,KRW,3892000,0,DELIVERED
PO0001038,KR-SSU,FG-008,202209,20220927,20220929,20220929,109,109,28000,KRW,3052000,0,DELIVERED
PO0001039,KR-SSU,FG-009,202209,20220904,20220906,20220906,170,170,24000,KRW,4080000,0,DELIVERED
PO0001040,KR-SSU,FG-009,202209,20220912,20220914,20220914,162,162,24000,KRW,3888000,0,DELIVERED
PO0001041,KR-SSU,FG-009,202209,20220919,20220921,20220921,184,184,24000,KRW,4416000,0,DELIVERED
PO0001042,KR-SSU,FG-009,202209,20220927,20220929,20220929,153,153,24000,KRW,3672000,0,DELIVERED
PO0001043,KR-SSU,FG-010,202209,20220904,20220906,20220906,148,148,16000,KRW,2368000,0,DELIVERED
PO0001044,KR-SSU,FG-010,202209,20220912,20220914,20220914,154,154,16000,KRW,2464000,0,DELIVERED
PO0001045,KR-SSU,FG-010,202209,20220919,20220921,20220921,139,139,16000,KRW,2224000,0,DELIVERED
PO0001046,KR-SSU,FG-010,202209,20220927,20220929,20220929,158,158,16000,KRW,2528000,0,DELIVERED
PO0001047,US-LAX,FG-001,202209,20220916,20221007,20221008,794,794,22000,USD,13436.92,1,DELIVERED
PO0001048,US-LAX,FG-002,202209,20220916,20221007,20221013,915,915,18000,USD,12669.23,6,DELAYED
PO0001049,US-LAX,FG-003,202209,20220916,20221007,20221010,659,659,32000,USD,16221.54,3,DELIVERED
PO0001050,US-LAX,FG-005,202209,20220916,20221007,20221007,422,422,45000,USD,14607.69,0,DELIVERED
PO0001051,US-LAX,FG-006,202209,20220916,20221007,20221013,347,347,55000,USD,14680.77,6,DELAYED
PO0001052,US-LAX,FG-008,202209,20220916,20221007,20221008,500,500,28000,USD,10769.23,1,DELIVERED
PO0001053,US-LAX,FG-009,202209,20220916,20221007,20221016,612,612,24000,USD,11298.46,9,DELAYED
PO0001054,US-LAX,RM-003,202209,20220916,20221007,20221012,27,27,35000,USD,726.92,5,DELAYED
PO0001055,SEA-SGP,FG-002,202209,20220916,20220930,20220928,681,681,18000,USD,9429.23,0,DELIVERED
PO0001056,SEA-SGP,FG-003,202209,20220916,20220930,20220930,456,456,32000,USD,11224.62,0,DELIVERED
PO0001057,SEA-SGP,FG-004,202209,20220916,20220930,20221003,441,441,25000,USD,8480.77,3,DELIVERED
PO0001058,SEA-SGP,FG-007,202209,20220916,20220930,20221006,774,774,12000,USD,7144.62,6,DELAYED
PO0001059,SEA-SGP,FG-009,202209,20220916,20220930,20221005,579,579,24000,USD,10689.23,5,DELAYED
PO0001060,SEA-SGP,PK-001,202209,20220916,20220930,20221004,1512,1512,1200,USD,1395.69,4,DELAYED
PO0001061,SEA-SGP,PK-002,202209,20220916,20220930,20221005,506,506,2500,USD,973.08,5,DELAYED
PO0001062,SEA-JKT,FG-002,202209,20220916,20221004,20221004,969,840,18000,USD,13416.92,0,PARTIAL
PO0001063,SEA-JKT,FG-007,202209,20220916,20221004,20221006,1180,1180,12000,USD,10892.31,2,DELIVERED
PO0001064,SEA-JKT,FG-009,202209,20220916,20221004,20221009,683,683,24000,USD,12609.23,5,DELAYED
PO0001065,SEA-JKT,FG-010,202209,20220916,20221004,20221010,694,694,16000,USD,8541.54,6,DELAYED
PO0001066,SEA-JKT,PK-001,202209,20220916,20221004,20221005,2108,2108,1200,USD,1945.85,1,DELIVERED
PO0001067,SEA-BKK,FG-002,202209,20220916,20221002,20221003,653,653,18000,USD,9041.54,1,DELIVERED
PO0001068,SEA-BKK,FG-003,202209,20220916,20221002,20221004,389,389,32000,USD,9575.38,2,DELIVERED
PO0001069,SEA-BKK,FG-007,202209,20220916,20221002,20221006,928,928,12000,USD,8566.15,4,DELAYED
PO0001070,SEA-BKK,FG-009,202209,20220916,20221002,20221005,532,532,24000,USD,9821.54,3,DELIVERED
PO0001071,SEA-BKK,PK-002,202209,20220916,20221002,20221004,656,656,2500,USD,1261.54,2,DELIVERED
PO0001072,KR-ICN,FG-001,202210,20221008,20221015,20221015,440,440,22000,KRW,9680000,0,DELIVERED
PO0001073,KR-ICN,FG-001,202210,20221024,20221031,20221031,415,415,22000,KRW,9130000,0,DELIVERED
PO0001074,KR-ICN,FG-002,202210,20221008,20221015,20221015,521,521,18000,KRW,9378000,0,DELIVERED
PO0001075,KR-ICN,FG-002,202210,20221024,20221031,20221030,469,469,18000,KRW,8442000,0,DELIVERED
PO0001076,KR-ICN,FG-003,202210,20221008,20221015,20221015,246,246,32000,KRW,7872000,0,DELIVERED
PO0001077,KR-ICN,FG-003,202210,20221024,20221031,20221031,320,320,32000,KRW,10240000,0,DELIVERED
PO0001078,KR-ICN,FG-004,202210,20221008,20221015,20221016,383,313,25000,KRW,9575000,1,PARTIAL
PO0001079,KR-ICN,FG-004,202210,20221024,20221031,20221031,385,385,25000,KRW,9625000,0,DELIVERED
PO0001080,KR-ICN,FG-005,202210,20221008,20221015,20221015,161,161,45000,KRW,7245000,0,DELIVERED
PO0001081,KR-ICN,FG-005,202210,20221024,20221031,20221031,207,207,45000,KRW,9315000,0,DELIVERED
PO0001082,KR-ICN,FG-006,202210,20221008,20221015,20221015,157,157,55000,KRW,8635000,0,DELIVERED
PO0001083,KR-ICN,FG-006,202210,20221024,20221031,20221031,123,123,55000,KRW,6765000,0,DELIVERED
PO0001084,KR-ICN,FG-007,202210,20221008,20221015,20221015,630,630,12000,KRW,7560000,0,DELIVERED
PO0001085,KR-ICN,FG-007,202210,20221024,20221031,20221031,576,576,12000,KRW,6912000,0,DELIVERED
PO0001086,KR-ICN,FG-008,202210,20221008,20221015,20221015,251,251,28000,KRW,7028000,0,DELIVERED
PO0001087,KR-ICN,FG-008,202210,20221024,20221031,20221031,228,228,28000,KRW,6384000,0,DELIVERED
PO0001088,KR-ICN,FG-009,202210,20221008,20221015,20221015,296,296,24000,KRW,7104000,0,DELIVERED
PO0001089,KR-ICN,FG-009,202210,20221024,20221031,20221031,373,373,24000,KRW,8952000,0,DELIVERED
PO0001090,KR-ICN,FG-010,202210,20221008,20221015,20221015,308,308,16000,KRW,4928000,0,DELIVERED
PO0001091,KR-ICN,FG-010,202210,20221024,20221031,20221101,270,270,16000,KRW,4320000,1,DELIVERED
PO0001092,KR-ICN,RM-001,202210,20221008,20221015,20221015,21,21,8500,KRW,178500,0,DELIVERED
PO0001093,KR-ICN,RM-001,202210,20221024,20221031,20221031,21,21,8500,KRW,178500,0,DELIVERED
PO0001094,KR-ICN,RM-002,202210,20221008,20221015,20221015,10,10,120000,KRW,1200000,0,DELIVERED
PO0001095,KR-ICN,RM-002,202210,20221024,20221031,20221031,10,10,120000,KRW,1200000,0,DELIVERED
PO0001096,KR-ICN,RM-003,202210,20221008,20221015,20221015,16,16,35000,KRW,560000,0,DELIVERED
PO0001097,KR-ICN,RM-003,202210,20221024,20221031,20221031,16,16,35000,KRW,560000,0,DELIVERED
PO0001098,KR-ICN,PK-001,202210,20221008,20221015,20221015,1051,1051,1200,KRW,1261200,0,DELIVERED
PO0001099,KR-ICN,PK-001,202210,20221024,20221031,20221031,1038,1038,1200,KRW,1245600,0,DELIVERED
PO0001100,KR-ICN,PK-002,202210,20221008,20221015,20221015,351,273,2500,KRW,877500,0,PARTIAL
PO0001101,KR-ICN,PK-002,202210,20221024,20221031,20221031,433,433,2500,KRW,1082500,0,DELIVERED
PO0001102,KR-MDG,FG-001,202210,20221004,20221006,20221006,196,196,22000,KRW,4312000,0,DELIVERED
PO0001103,KR-MDG,FG-001,202210,20221012,20221014,20221014,205,205,22000,KRW,4510000,0,DELIVERED
PO0001104,KR-MDG,FG-001,202210,20221020,20221022,20221022,174,174,22000,KRW,3828000,0,DELIVERED
PO0001105,KR-MDG,FG-001,202210,20221028,20221030,20221030,199,199,22000,KRW,4378000,0,DELIVERED
PO0001106,KR-MDG,FG-002,202210,20221004,20221006,20221006,251,251,18000,KRW,4518000,0,DELIVERED
PO0001107,KR-MDG,FG-002,202210,20221012,20221014,20221014,259,230,18000,KRW,4662000,0,PARTIAL
PO0001108,KR-MDG,FG-002,202210,20221020,20221022,20221022,220,220,18000,KRW,3960000,0,DELIVERED
PO0001109,KR-MDG,FG-002,202210,20221028,20221030,20221030,245,245,18000,KRW,4410000,0,DELIVERED
PO0001110,KR-MDG,FG-003,202210,20221004,20221006,20221006,126,126,32000,KRW,4032000,0,DELIVERED
PO0001111,KR-MDG,FG-003,202210,20221012,20221014,20221014,129,129,32000,KRW,4128000,0,DELIVERED
PO0001112,KR-MDG,FG-003,202210,20221020,20221022,20221022,166,166,32000,KRW,5312000,0,DELIVERED
PO0001113,KR-MDG,FG-003,202210,20221028,20221030,20221030,143,143,32000,KRW,4576000,0,DELIVERED
PO0001114,KR-MDG,FG-004,202210,20221004,20221006,20221006,190,190,25000,KRW,4750000,0,DELIVERED
PO0001115,KR-MDG,FG-004,202210,20221012,20221014,20221014,174,174,25000,KRW,4350000,0,DELIVERED
PO0001116,KR-MDG,FG-004,202210,20221020,20221022,20221022,183,183,25000,KRW,4575000,0,DELIVERED
PO0001117,KR-MDG,FG-004,202210,20221028,20221030,20221030,148,148,25000,KRW,3700000,0,DELIVERED
PO0001118,KR-MDG,FG-007,202210,20221004,20221006,20221006,303,303,12000,KRW,3636000,0,DELIVERED
PO0001119,KR-MDG,FG-007,202210,20221012,20221014,20221014,329,329,12000,KRW,3948000,0,DELIVERED
PO0001120,KR-MDG,FG-007,202210,20221020,20221022,20221022,311,311,12000,KRW,3732000,0,DELIVERED
PO0001121,KR-MDG,FG-007,202210,20221028,20221030,20221030,280,280,12000,KRW,3360000,0,DELIVERED
PO0001122,KR-MDG,FG-008,202210,20221004,20221006,20221006,131,131,28000,KRW,3668000,0,DELIVERED
PO0001123,KR-MDG,FG-008,202210,20221012,20221014,20221014,120,120,28000,KRW,3360000,0,DELIVERED
PO0001124,KR-MDG,FG-008,202210,20221020,20221022,20221022,103,103,28000,KRW,2884000,0,DELIVERED
PO0001125,KR-MDG,FG-008,202210,20221028,20221030,20221030,133,133,28000,KRW,3724000,0,DELIVERED
PO0001126,KR-MDG,FG-009,202210,20221004,20221006,20221006,150,150,24000,KRW,3600000,0,DELIVERED
PO0001127,KR-MDG,FG-009,202210,20221012,20221014,20221014,190,190,24000,KRW,4560000,0,DELIVERED
PO0001128,KR-MDG,FG-009,202210,20221020,20221022,20221022,179,179,24000,KRW,4296000,0,DELIVERED
PO0001129,KR-MDG,FG-009,202210,20221028,20221030,20221030,177,177,24000,KRW,4248000,0,DELIVERED
PO0001130,KR-MDG,FG-010,202210,20221004,20221006,20221006,172,172,16000,KRW,2752000,0,DELIVERED
PO0001131,KR-MDG,FG-010,202210,20221012,20221014,20221014,173,173,16000,KRW,2768000,0,DELIVERED
PO0001132,KR-MDG,FG-010,202210,20221020,20221022,20221022,160,160,16000,KRW,2560000,0,DELIVERED
