SALE_ID,PRODUCT_ID,CHANNEL_ID,YEAR_MONTH,SALES_QTY,SALES_AMOUNT,CURRENCY,RETURN_QTY,NET_SALES_QTY
SL000420,PRD004,CH003,2024-06,248,4712.0,USD,4,244
SL000421,PRD004,CH003,2024-07,229,4351.0,USD,3,226
SL000422,PRD004,CH003,2024-08,231,4389.0,USD,4,227
SL000423,PRD004,CH003,2024-09,267,5073.0,USD,4,263
SL000424,PRD004,CH003,2024-10,268,5092.0,USD,3,265
SL000425,PRD004,CH003,2024-11,313,5947.0,USD,5,308
SL000426,PRD004,CH003,2024-12,362,6878.0,USD,3,359
SL000427,PRD004,CH003,2025-01,205,3895.0,USD,3,202
SL000428,PRD004,CH003,2025-02,230,4370.0,USD,4,226
SL000429,PRD004,CH003,2025-03,262,4978.0,USD,3,259
SL000430,PRD004,CH003,2025-04,241,4579.0,USD,3,238
SL000431,PRD004,CH003,2025-05,295,5605.0,USD,4,291
SL000432,PRD004,CH003,2025-06,259,4921.0,USD,4,255
SL000433,PRD004,CH004,2024-01,286,7150000,KRW,5,281
SL000434,PRD004,CH004,2024-02,285,7125000,KRW,3,282
SL000435,PRD004,CH004,2024-03,325,8125000,KRW,4,321
SL000436,PRD004,CH004,2024-04,372,9300000,KRW,6,366
SL000437,PRD004,CH004,2024-05,359,8975000,KRW,4,355
SL000438,PRD004,CH004,2024-06,375,9375000,KRW,6,369
SL000439,PRD004,CH004,2024-07,315,7875000,KRW,5,310
SL000440,PRD004,CH004,2024-08,292,7300000,KRW,4,288
SL000441,PRD004,CH004,2024-09,332,8300000,KRW,4,328
SL000442,PRD004,CH004,2024-10,347,8675000,KRW,6,341
SL000443,PRD004,CH004,2024-11,453,11325000,KRW,7,446
SL000444,PRD004,CH004,2024-12,440,11000000,KRW,6,434
SL000445,PRD004,CH004,2025-01,305,7625000,KRW,4,301
SL000446,PRD004,CH004,2025-02,305,7625000,KRW,4,301
SL000447,PRD004,CH004,2025-03,332,8300000,KRW,6,326
SL000448,PRD004,CH004,2025-04,345,8625000,KRW,4,341
SL000449,PRD004,CH004,2025-05,383,9575000,KRW,4,379
SL000450,PRD004,CH004,2025-06,355,8875000,KRW,5,350
SL000451,PRD004,CH005,2024-01,177,4425000,KRW,2,175
SL000452,PRD004,CH005,2024-02,167,4175000,KRW,2,165
SL000453,PRD004,CH005,2024-03,171,4275000,KRW,2,169
SL000454,PRD004,CH005,2024-04,196,4900000,KRW,3,193
SL000455,PRD004,CH005,2024-05,180,4500000,KRW,2,178
SL000456,PRD004,CH005,2024-06,179,4475000,KRW,3,176
SL000457,PRD004,CH005,2024-07,163,4075000,KRW,2,161
SL000458,PRD004,CH005,2024-08,165,4125000,KRW,2,163
SL000459,PRD004,CH005,2024-09,184,4600000,KRW,2,182
SL000460,PRD004,CH005,2024-10,205,5125000,KRW,3,202
SL000461,PRD004,CH005,2024-11,222,5550000,KRW,4,218
SL000462,PRD004,CH005,2024-12,249,6225000,KRW,4,245
SL000463,PRD004,CH005,2025-01,166,4150000,KRW,2,164
SL000464,PRD004,CH005,2025-02,151,3775000,KRW,2,149
SL000465,PRD004,CH005,2025-03,188,4700000,KRW,2,186
SL000466,PRD004,CH005,2025-04,181,4525000,KRW,3,178
SL000467,PRD004,CH005,2025-05,185,4625000,KRW,2,183
SL000468,PRD004,CH005,2025-06,181,4525000,KRW,3,178
SL000469,PRD004,CH006,2024-01,108,2700000,KRW,2,106
SL000470,PRD004,CH006,2024-02,108,2700000,KRW,1,107
SL000471,PRD004,CH006,2024-03,127,3175000,KRW,1,126
SL000472,PRD004,CH006,2024-04,133,3325000,KRW,2,131
SL000473,PRD004,CH006,2024-05,127,3175000,KRW,1,126
SL000474,PRD004,CH006,2024-06,131,3275000,KRW,1,130
SL000475,PRD004,CH006,2024-07,124,3100000,KRW,2,122
SL000476,PRD004,CH006,2024-08,112,2800000,KRW,2,110
SL000477,PRD004,CH006,2024-09,131,3275000,KRW,2,129
SL000478,PRD004,CH006,2024-10,128,3200000,KRW,2,126
SL000479,PRD004,CH006,2024-11,130,3250000,KRW,1,129
SL000480,PRD004,CH006,2024-12,160,4000000,KRW,2,158
SL000481,PRD004,CH006,2025-01,111,2775000,KRW,1,110
SL000482,PRD004,CH006,2025-02,108,2700000,KRW,2,106
SL000483,PRD004,CH006,2025-03,110,2750000,KRW,1,109
SL000484,PRD004,CH006,2025-04,114,2850000,KRW,2,112
SL000485,PRD004,CH006,2025-05,133,3325000,KRW,2,131
SL000486,PRD004,CH006,2025-06,113,2825000,KRW,1,112
SL000487,PRD004,CH007,2024-01,191,3629.0,USD,3,188
SL000488,PRD004,CH007,2024-02,163,3097.0,USD,2,161
SL000489,PRD004,CH007,2024-03,185,3515.0,USD,3,182
SL000490,PRD004,CH007,2024-04,201,3819.0,USD,3,198
SL000491,PRD004,CH007,2024-05,202,3838.0,USD,3,199
SL000492,PRD004,CH007,2024-06,185,3515.0,USD,2,183
SL000493,PRD004,CH007,2024-07,196,3724.0,USD,3,193
SL000494,PRD004,CH007,2024-08,196,3724.0,USD,2,194
SL000495,PRD004,CH007,2024-09,209,3971.0,USD,2,207
SL000496,PRD004,CH007,2024-10,216,4104.0,USD,2,214
SL000497,PRD004,CH007,2024-11,239,4541.0,USD,3,236
SL000498,PRD004,CH007,2024-12,294,5586.0,USD,3,291
SL000499,PRD004,CH007,2025-01,175,3325.0,USD,2,173
SL000500,PRD004,CH007,2025-02,185,3515.0,USD,3,182
SL000501,PRD004,CH007,2025-03,183,3477.0,USD,3,180
SL000502,PRD004,CH007,2025-04,211,4009.0,USD,4,207
SL000503,PRD004,CH007,2025-05,213,4047.0,USD,2,211
SL000504,PRD004,CH007,2025-06,187,3553.0,USD,2,185
SL000505,PRD005,CH001,2024-01,385,17325000,KRW,5,380
SL000506,PRD005,CH001,2024-02,351,15795000,KRW,5,346
SL000507,PRD005,CH001,2024-03,407,18315000,KRW,4,403
SL000508,PRD005,CH001,2024-04,444,19980000,KRW,5,439
SL000509,PRD005,CH001,2024-05,407,18315000,KRW,6,401
SL000510,PRD005,CH001,2024-06,365,16425000,KRW,6,359
SL000511,PRD005,CH001,2024-07,357,16065000,KRW,4,353
SL000512,PRD005,CH001,2024-08,386,17370000,KRW,5,381
SL000513,PRD005,CH001,2024-09,371,16695000,KRW,6,365
SL000514,PRD005,CH001,2024-10,396,17820000,KRW,7,389
SL000515,PRD005,CH001,2024-11,445,20025000,KRW,5,440
SL000516,PRD005,CH001,2024-12,513,23085000,KRW,6,507
SL000517,PRD005,CH001,2025-01,371,16695000,KRW,3,368
SL000518,PRD005,CH001,2025-02,307,13815000,KRW,5,302
SL000519,PRD005,CH001,2025-03,379,17055000,KRW,5,374
SL000520,PRD005,CH001,2025-04,392,17640000,KRW,4,388
SL000521,PRD005,CH001,2025-05,461,20745000,KRW,7,454
SL000522,PRD005,CH001,2025-06,419,18855000,KRW,6,413
SL000523,PRD005,CH002,2024-01,285,9975.0,USD,4,281
SL000524,PRD005,CH002,2024-02,235,8225.0,USD,3,232
SL000525,PRD005,CH002,2024-03,326,11410.0,USD,3,323
SL000526,PRD005,CH002,2024-04,332,11620.0,USD,6,326
SL000527,PRD005,CH002,2024-05,331,11585.0,USD,4,327
SL000528,PRD005,CH002,2024-06,327,11445.0,USD,3,324
SL000529,PRD005,CH002,2024-07,283,9905.0,USD,3,280
SL000530,PRD005,CH002,2024-08,280,9800.0,USD,4,276
SL000531,PRD005,CH002,2024-09,324,11340.0,USD,3,321
SL000532,PRD005,CH002,2024-10,302,10570.0,USD,4,298
SL000533,PRD005,CH002,2024-11,328,11480.0,USD,4,324
SL000534,PRD005,CH002,2024-12,415,14525.0,USD,6,409
SL000535,PRD005,CH002,2025-01,260,9100.0,USD,5,255
SL000536,PRD005,CH002,2025-02,256,8960.0,USD,3,253
SL000537,PRD005,CH002,2025-03,306,10710.0,USD,3,303
SL000538,PRD005,CH002,2025-04,327,11445.0,USD,5,322
SL000539,PRD005,CH002,2025-05,339,11865.0,USD,5,334
SL000540,PRD005,CH002,2025-06,313,10955.0,USD,3,310
SL000541,PRD005,CH003,2024-01,222,7770.0,USD,2,220
SL000542,PRD005,CH003,2024-02,205,7175.0,USD,2,203
SL000543,PRD005,CH003,2024-03,245,8575.0,USD,2,243
SL000544,PRD005,CH003,2024-04,258,9030.0,USD,4,254
SL000545,PRD005,CH003,2024-05,268,9380.0,USD,3,265
SL000546,PRD005,CH003,2024-06,271,9485.0,USD,3,268
SL000547,PRD005,CH003,2024-07,253,8855.0,USD,2,251
SL000548,PRD005,CH003,2024-08,206,7210.0,USD,3,203
SL000549,PRD005,CH003,2024-09,265,9275.0,USD,4,261
SL000550,PRD005,CH003,2024-10,279,9765.0,USD,4,275
SL000551,PRD005,CH003,2024-11,289,10115.0,USD,3,286
SL000552,PRD005,CH003,2024-12,327,11445.0,USD,5,322
SL000553,PRD005,CH003,2025-01,236,8260.0,USD,4,232
SL000554,PRD005,CH003,2025-02,221,7735.0,USD,4,217
SL000555,PRD005,CH003,2025-03,255,8925.0,USD,3,252
SL000556,PRD005,CH003,2025-04,266,9310.0,USD,3,263
SL000557,PRD005,CH003,2025-05,283,9905.0,USD,3,280
SL000558,PRD005,CH003,2025-06,230,8050.0,USD,4,226
SL000559,PRD005,CH004,2024-01,306,13770000,KRW,5,301
SL000560,PRD005,CH004,2024-02,301,13545000,KRW,5,296
SL000561,PRD005,CH004,2024-03,374,16830000,KRW,7,367
SL000562,PRD005,CH004,2024-04,390,17550000,KRW,6,384
SL000563,PRD005,CH004,2024-05,395,17775000,KRW,4,391
SL000564,PRD005,CH004,2024-06,380,17100000,KRW,6,374
SL000565,PRD005,CH004,2024-07,317,14265000,KRW,3,314
SL000566,PRD005,CH004,2024-08,327,14715000,KRW,4,323
SL000567,PRD005,CH004,2024-09,338,15210000,KRW,3,335
SL000568,PRD005,CH004,2024-10,413,18585000,KRW,6,407
SL000569,PRD005,CH004,2024-11,411,18495000,KRW,4,407
SL000570,PRD005,CH004,2024-12,485,21825000,KRW,5,480
SL000571,PRD005,CH004,2025-01,330,14850000,KRW,4,326
SL000572,PRD005,CH004,2025-02,292,13140000,KRW,3,289
SL000573,PRD005,CH004,2025-03,340,15300000,KRW,5,335
SL000574,PRD005,CH004,2025-04,387,17415000,KRW,6,381
SL000575,PRD005,CH004,2025-05,353,15885000,KRW,3,350
SL000576,PRD005,CH004,2025-06,326,14670000,KRW,5,321
SL000577,PRD005,CH005,2024-01,167,7515000,KRW,2,165
SL000578,PRD005,CH005,2024-02,157,7065000,KRW,2,155
SL000579,PRD005,CH005,2024-03,177,7965000,KRW,2,175
SL000580,PRD005,CH005,2024-04,198,8910000,KRW,2,196
SL000581,PRD005,CH005,2024-05,195,8775000,KRW,2,193
SL000582,PRD005,CH005,2024-06,186,8370000,KRW,2,184
SL000583,PRD005,CH005,2024-07,176,7920000,KRW,1,175
SL000584,PRD005,CH005,2024-08,158,7110000,KRW,2,156
SL000585,PRD005,CH005,2024-09,162,7290000,KRW,2,160
SL000586,PRD005,CH005,2024-10,186,8370000,KRW,2,184
SL000587,PRD005,CH005,2024-11,205,9225000,KRW,2,203
SL000588,PRD005,CH005,2024-12,219,9855000,KRW,3,216
SL000589,PRD005,CH005,2025-01,151,6795000,KRW,2,149
SL000590,PRD005,CH005,2025-02,159,7155000,KRW,2,157
SL000591,PRD005,CH005,2025-03,192,8640000,KRW,3,189
SL000592,PRD005,CH005,2025-04,172,7740000,KRW,3,169
SL000593,PRD005,CH005,2025-05,179,8055000,KRW,1,178
SL000594,PRD005,CH005,2025-06,195,8775000,KRW,3,192
SL000595,PRD005,CH006,2024-01,109,4905000,KRW,1,108
SL000596,PRD005,CH006,2024-02,106,4770000,KRW,1,105
SL000597,PRD005,CH006,2024-03,110,4950000,KRW,1,109
SL000598,PRD005,CH006,2024-04,121,5445000,KRW,2,119
SL000599,PRD005,CH006,2024-05,135,6075000,KRW,2,133
SL000600,PRD005,CH006,2024-06,130,5850000,KRW,1,129
SL000601,PRD005,CH006,2024-07,121,5445000,KRW,1,120
SL000602,PRD005,CH006,2024-08,109,4905000,KRW,1,108
SL000603,PRD005,CH006,2024-09,117,5265000,KRW,1,116
SL000604,PRD005,CH006,2024-10,127,5715000,KRW,1,126
SL000605,PRD005,CH006,2024-11,134,6030000,KRW,2,132
SL000606,PRD005,CH006,2024-12,149,6705000,KRW,2,147
SL000607,PRD005,CH006,2025-01,116,5220000,KRW,1,115
SL000608,PRD005,CH006,2025-02,106,4770000,KRW,1,105
SL000609,PRD005,CH006,2025-03,127,5715000,KRW,1,126
SL000610,PRD005,CH006,2025-04,117,5265000,KRW,1,116
SL000611,PRD005,CH006,2025-05,134,6030000,KRW,2,132
SL000612,PRD005,CH006,2025-06,123,5535000,KRW,1,122
SL000613,PRD005,CH007,2024-01,189,6615.0,USD,2,187
SL000614,PRD005,CH007,2024-02,178,6230.0,USD,3,175
SL000615,PRD005,CH007,2024-03,197,6895.0,USD,3,194
SL000616,PRD005,CH007,2024-04,212,7420.0,USD,3,209
SL000617,PRD005,CH007,2024-05,225,7875.0,USD,4,221
SL000618,PRD005,CH007,2024-06,205,7175.0,USD,2,203
SL000619,PRD005,CH007,2024-07,173,6055.0,USD,2,171
SL000620,PRD005,CH007,2024-08,172,6020.0,USD,2,170
SL000621,PRD005,CH007,2024-09,182,6370.0,USD,2,180
SL000622,PRD005,CH007,2024-10,211,7385.0,USD,3,208
SL000623,PRD005,CH007,2024-11,218,7630.0,USD,3,215
SL000624,PRD005,CH007,2024-12,247,8645.0,USD,4,243
SL000625,PRD005,CH007,2025-01,192,6720.0,USD,3,189
SL000626,PRD005,CH007,2025-02,170,5950.0,USD,2,168
SL000627,PRD005,CH007,2025-03,202,7070.0,USD,3,199
SL000628,PRD005,CH007,2025-04,226,7910.0,USD,3,223
SL000629,PRD005,CH007,2025-05,233,8155.0,USD,3,230
SL000630,PRD005,CH007,2025-06,192,6720.0,USD,2,190
SL000631,PRD006,CH001,2025-01,1116,61380000,KRW,32,1084
SL000632,PRD006,CH001,2025-02,883,48565000,KRW,43,840
SL000633,PRD006,CH001,2025-03,736,40480000,KRW,33,703
SL000634,PRD006,CH001,2025-04,640,35200000,KRW,20,620
SL000635,PRD006,CH001,2025-05,531,29205000,KRW,20,511
SL000636,PRD006,CH001,2025-06,493,27115000,KRW,19,474
SL000637,PRD006,CH002,2025-01,838,35196.0,USD,30,808
SL000638,PRD006,CH002,2025-02,688,28896.0,USD,26,662
SL000639,PRD006,CH002,2025-03,551,23142.0,USD,23,528
SL000640,PRD006,CH002,2025-04,507,21294.0,USD,22,485
SL000641,PRD006,CH002,2025-05,383,16086.0,USD,11,372
SL000642,PRD006,CH002,2025-06,388,16296.0,USD,13,375
SL000643,PRD006,CH003,2025-01,783,32886.0,USD,34,749
SL000644,PRD006,CH003,2025-02,648,27216.0,USD,31,617
SL000645,PRD006,CH003,2025-03,459,19278.0,USD,19,440
SL000646,PRD006,CH003,2025-04,371,15582.0,USD,13,358
SL000647,PRD006,CH003,2025-05,382,16044.0,USD,17,365
SL000648,PRD006,CH003,2025-06,305,12810.0,USD,12,293
SL000649,PRD006,CH004,2025-01,1141,62755000,KRW,40,1101
SL000650,PRD006,CH004,2025-02,819,45045000,KRW,38,781
SL000651,PRD006,CH004,2025-03,706,38830000,KRW,31,675
SL000652,PRD006,CH004,2025-04,596,32780000,KRW,27,569
SL000653,PRD006,CH004,2025-05,508,27940000,KRW,20,488
SL000654,PRD006,CH004,2025-06,450,24750000,KRW,17,433
SL000655,PRD006,CH005,2025-01,525,28875000,KRW,19,506
SL000656,PRD006,CH005,2025-02,404,22220000,KRW,13,391
SL000657,PRD006,CH005,2025-03,372,20460000,KRW,14,358
SL000658,PRD006,CH005,2025-04,272,14960000,KRW,8,264
SL000659,PRD006,CH005,2025-05,230,12650000,KRW,11,219
SL000660,PRD006,CH005,2025-06,207,11385000,KRW,9,198
SL000661,PRD006,CH006,2025-01,384,21120000,KRW,18,366
SL000662,PRD006,CH006,2025-02,261,14355000,KRW,9,252
SL000663,PRD006,CH006,2025-03,240,13200000,KRW,7,233
SL000664,PRD006,CH006,2025-04,187,10285000,KRW,5,182
SL000665,PRD006,CH006,2025-05,179,9845000,KRW,8,171
SL000666,PRD006,CH006,2025-06,159,8745000,KRW,5,154
SL000667,PRD006,CH007,2025-01,592,24864.0,USD,22,570
SL000668,PRD006,CH007,2025-02,496,20832.0,USD,16,480
SL000669,PRD006,CH007,2025-03,375,15750.0,USD,13,362
SL000670,PRD006,CH007,2025-04,335,14070.0,USD,12,323
SL000671,PRD006,CH007,2025-05,281,11802.0,USD,9,272
SL000672,PRD006,CH007,2025-06,265,11130.0,USD,10,255
SL000673,PRD007,CH001,2024-01,160,5600000,KRW,5,155
SL000674,PRD007,CH001,2024-02,157,5495000,KRW,7,150
SL000675,PRD007,CH001,2024-03,137,4795000,KRW,4,133
SL000676,PRD007,CH001,2024-04,129,4515000,KRW,4,125
SL000677,PRD007,CH001,2024-05,139,4865000,KRW,5,134
SL000678,PRD007,CH001,2024-06,129,4515000,KRW,3,126
SL000679,PRD007,CH001,2024-07,111,3885000,KRW,4,107
SL000680,PRD007,CH001,2024-08,121,4235000,KRW,4,117
SL000681,PRD007,CH001,2024-09,99,3465000,KRW,4,95
SL000682,PRD007,CH001,2024-10,111,3885000,KRW,3,108
SL000683,PRD007,CH001,2024-11,105,3675000,KRW,3,102
SL000684,PRD007,CH001,2024-12,103,3605000,KRW,2,101
SL000685,PRD007,CH001,2025-01,90,3150000,KRW,3,87
SL000686,PRD007,CH001,2025-02,83,2905000,KRW,2,81
SL000687,PRD007,CH001,2025-03,82,2870000,KRW,2,80
SL000688,PRD007,CH001,2025-04,74,2590000,KRW,2,72
SL000689,PRD007,CH001,2025-05,74,2590000,KRW,3,71
SL000690,PRD007,CH001,2025-06,73,2555000,KRW,1,72
SL000691,PRD007,CH002,2024-01,122,3294.0,USD,5,117
SL000692,PRD007,CH002,2024-02,111,2997.0,USD,4,107
SL000693,PRD007,CH002,2024-03,96,2592.0,USD,2,94
SL000694,PRD007,CH002,2024-04,106,2862.0,USD,4,102
SL000695,PRD007,CH002,2024-05,88,2376.0,USD,3,85
SL000696,PRD007,CH002,2024-06,90,2430.0,USD,2,88
SL000697,PRD007,CH002,2024-07,80,2160.0,USD,2,78
SL000698,PRD007,CH002,2024-08,90,2430.0,USD,3,87
SL000699,PRD007,CH002,2024-09,84,2268.0,USD,2,82
SL000700,PRD007,CH002,2024-10,71,1917.0,USD,2,69
SL000701,PRD007,CH002,2024-11,71,1917.0,USD,1,70
SL000702,PRD007,CH002,2024-12,70,1890.0,USD,2,68
SL000703,PRD007,CH002,2025-01,68,1836.0,USD,1,67
SL000704,PRD007,CH002,2025-02,71,1917.0,USD,2,69
SL000705,PRD007,CH002,2025-03,57,1539.0,USD,2,55
SL000706,PRD007,CH002,2025-04,57,1539.0,USD,1,56
SL000707,PRD007,CH002,2025-05,57,1539.0,USD,2,55
SL000708,PRD007,CH002,2025-06,53,1431.0,USD,1,52
SL000709,PRD007,CH003,2024-01,96,2592.0,USD,2,94
SL000710,PRD007,CH003,2024-02,98,2646.0,USD,2,96
SL000711,PRD007,CH003,2024-03,86,2322.0,USD,3,83
SL000712,PRD007,CH003,2024-04,91,2457.0,USD,3,88
SL000713,PRD007,CH003,2024-05,77,2079.0,USD,2,75
SL000714,PRD007,CH003,2024-06,78,2106.0,USD,3,75
SL000715,PRD007,CH003,2024-07,69,1863.0,USD,1,68
SL000716,PRD007,CH003,2024-08,74,1998.0,USD,2,72
SL000717,PRD007,CH003,2024-09,70,1890.0,USD,2,68
SL000718,PRD007,CH003,2024-10,68,1836.0,USD,2,66
SL000719,PRD007,CH003,2024-11,60,1620.0,USD,1,59
SL000720,PRD007,CH003,2024-12,60,1620.0,USD,2,58
SL000721,PRD007,CH003,2025-01,53,1431.0,USD,2,51
SL000722,PRD007,CH003,2025-02,54,1458.0,USD,2,52
SL000723,PRD007,CH003,2025-03,54,1458.0,USD,2,52
SL000724,PRD007,CH003,2025-04,46,1242.0,USD,1,45
SL000725,PRD007,CH003,2025-05,48,1296.0,USD,1,47
SL000726,PRD007,CH003,2025-06,42,1134.0,USD,1,41
SL000727,PRD007,CH004,2024-01,119,4165000,KRW,5,114
SL000728,PRD007,CH004,2024-02,126,4410000,KRW,5,121
SL000729,PRD007,CH004,2024-03,122,4270000,KRW,3,119
SL000730,PRD007,CH004,2024-04,122,4270000,KRW,3,119
SL000731,PRD007,CH004,2024-05,108,3780000,KRW,4,104
SL000732,PRD007,CH004,2024-06,114,3990000,KRW,3,111
SL000733,PRD007,CH004,2024-07,95,3325000,KRW,3,92
SL000734,PRD007,CH004,2024-08,106,3710000,KRW,4,102
SL000735,PRD007,CH004,2024-09,102,3570000,KRW,3,99
SL000736,PRD007,CH004,2024-10,99,3465000,KRW,3,96
SL000737,PRD007,CH004,2024-11,87,3045000,KRW,3,84
SL000738,PRD007,CH004,2024-12,84,2940000,KRW,3,81
SL000739,PRD007,CH004,2025-01,84,2940000,KRW,2,82
SL000740,PRD007,CH004,2025-02,78,2730000,KRW,3,75
SL000741,PRD007,CH004,2025-03,74,2590000,KRW,2,72
SL000742,PRD007,CH004,2025-04,65,2275000,KRW,2,63
SL000743,PRD007,CH004,2025-05,65,2275000,KRW,2,63
SL000744,PRD007,CH004,2025-06,64,2240000,KRW,2,62
SL000745,PRD007,CH005,2024-01,65,2275000,KRW,1,64
SL000746,PRD007,CH005,2024-02,69,2415000,KRW,2,67
SL000747,PRD007,CH005,2024-03,68,2380000,KRW,2,66
SL000748,PRD007,CH005,2024-04,65,2275000,KRW,2,63
SL000749,PRD007,CH005,2024-05,52,1820000,KRW,1,51
SL000750,PRD007,CH005,2024-06,53,1855000,KRW,2,51
SL000751,PRD007,CH005,2024-07,54,1890000,KRW,2,52
SL000752,PRD007,CH005,2024-08,47,1645000,KRW,1,46
SL000753,PRD007,CH005,2024-09,51,1785000,KRW,1,50
SL000754,PRD007,CH005,2024-10,42,1470000,KRW,1,41
SL000755,PRD007,CH005,2024-11,43,1505000,KRW,1,42
SL000756,PRD007,CH005,2024-12,43,1505000,KRW,1,42
SL000757,PRD007,CH005,2025-01,42,1470000,KRW,1,41
SL000758,PRD007,CH005,2025-02,38,1330000,KRW,1,37
SL000759,PRD007,CH005,2025-03,38,1330000,KRW,1,37
SL000760,PRD007,CH005,2025-04,35,1225000,KRW,1,34
SL000761,PRD007,CH005,2025-05,33,1155000,KRW,0,33
SL000762,PRD007,CH005,2025-06,35,1225000,KRW,1,34
SL000763,PRD007,CH006,2024-01,44,1540000,KRW,1,43
SL000764,PRD007,CH006,2024-02,41,1435000,KRW,1,40
SL000765,PRD007,CH006,2024-03,41,1435000,KRW,1,40
SL000766,PRD007,CH006,2024-04,38,1330000,KRW,1,37
SL000767,PRD007,CH006,2024-05,38,1330000,KRW,1,37
SL000768,PRD007,CH006,2024-06,39,1365000,KRW,1,38
SL000769,PRD007,CH006,2024-07,38,1330000,KRW,1,37
SL000770,PRD007,CH006,2024-08,31,1085000,KRW,1,30
SL000771,PRD007,CH006,2024-09,34,1190000,KRW,1,33
SL000772,PRD007,CH006,2024-10,30,1050000,KRW,0,30
SL000773,PRD007,CH006,2024-11,30,1050000,KRW,1,29
SL000774,PRD007,CH006,2024-12,30,1050000,KRW,1,29
SL000775,PRD007,CH006,2025-01,29,1015000,KRW,1,28
SL000776,PRD007,CH006,2025-02,28,980000,KRW,0,28
SL000777,PRD007,CH006,2025-03,23,805000,KRW,0,23
SL000778,PRD007,CH006,2025-04,22,770000,KRW,0,22
SL000779,PRD007,CH006,2025-05,21,735000,KRW,0,21
SL000780,PRD007,CH006,2025-06,21,735000,KRW,0,21
SL000781,PRD007,CH007,2024-01,75,2025.0,USD,2,73
SL000782,PRD007,CH007,2024-02,66,1782.0,USD,2,64
SL000783,PRD007,CH007,2024-03,76,2052.0,USD,3,73
SL000784,PRD007,CH007,2024-04,66,1782.0,USD,2,64
SL000785,PRD007,CH007,2024-05,67,1809.0,USD,1,66
SL000786,PRD007,CH007,2024-06,67,1809.0,USD,2,65
SL000787,PRD007,CH007,2024-07,58,1566.0,USD,2,56
SL000788,PRD007,CH007,2024-08,54,1458.0,USD,2,52
SL000789,PRD007,CH007,2024-09,57,1539.0,USD,2,55
SL000790,PRD007,CH007,2024-10,48,1296.0,USD,2,46
SL000791,PRD007,CH007,2024-11,49,1323.0,USD,2,47
SL000792,PRD007,CH007,2024-12,43,1161.0,USD,1,42
SL000793,PRD007,CH007,2025-01,42,1134.0,USD,1,41
SL000794,PRD007,CH007,2025-02,42,1134.0,USD,1,41
SL000795,PRD007,CH007,2025-03,41,1107.0,USD,1,40
SL000796,PRD007,CH007,2025-04,43,1161.0,USD,1,42
SL000797,PRD007,CH007,2025-05,37,999.0,USD,1,36
SL000798,PRD007,CH007,2025-06,37,999.0,USD,1,36
SL000799,PRD008,CH001,2024-01,518,6216000,KRW,7,511
SL000800,PRD008,CH001,2024-02,510,6120000,KRW,6,504
SL000801,PRD008,CH001,2024-03,652,7824000,KRW,7,645
SL000802,PRD008,CH001,2024-04,650,7800000,KRW,11,639
SL000803,PRD008,CH001,2024-05,673,8076000,KRW,12,661
SL000804,PRD008,CH001,2024-06,607,7284000,KRW,10,597
SL000805,PRD008,CH001,2024-07,516,6192000,KRW,5,511
SL000806,PRD008,CH001,2024-08,555,6660000,KRW,8,547
SL000807,PRD008,CH001,2024-09,618,7416000,KRW,10,608
SL000808,PRD008,CH001,2024-10,648,7776000,KRW,10,638
SL000809,PRD008,CH001,2024-11,719,8628000,KRW,11,708
SL000810,PRD008,CH001,2024-12,775,9300000,KRW,14,761
SL000811,PRD008,CH001,2025-01,538,6456000,KRW,9,529
SL000812,PRD008,CH001,2025-02,528,6336000,KRW,6,522
SL000813,PRD008,CH001,2025-03,548,6576000,KRW,6,542
SL000814,PRD008,CH001,2025-04,622,7464000,KRW,9,613
SL000815,PRD008,CH001,2025-05,620,7440000,KRW,9,611
SL000816,PRD008,CH001,2025-06,577,6924000,KRW,9,568
SL000817,PRD008,CH002,2024-01,423,3807.0,USD,7,416
SL000818,PRD008,CH002,2024-02,418,3762.0,USD,4,414
SL000819,PRD008,CH002,2024-03,438,3942.0,USD,6,432
SL000820,PRD008,CH002,2024-04,455,4095.0,USD,6,449
SL000821,PRD008,CH002,2024-05,471,4239.0,USD,5,466
SL000822,PRD008,CH002,2024-06,413,3717.0,USD,5,408
SL000823,PRD008,CH002,2024-07,417,3753.0,USD,6,411
SL000824,PRD008,CH002,2024-08,384,3456.0,USD,7,377
SL000825,PRD008,CH002,2024-09,419,3771.0,USD,5,414
SL000826,PRD008,CH002,2024-10,502,4518.0,USD,6,496
SL000827,PRD008,CH002,2024-11,568,5112.0,USD,8,560
SL000828,PRD008,CH002,2024-12,609,5481.0,USD,9,600
SL000829,PRD008,CH002,2025-01,389,3501.0,USD,4,385
SL000830,PRD008,CH002,2025-02,416,3744.0,USD,6,410
SL000831,PRD008,CH002,2025-03,492,4428.0,USD,6,486
SL000832,PRD008,CH002,2025-04,458,4122.0,USD,5,453
SL000833,PRD008,CH002,2025-05,494,4446.0,USD,9,485
SL000834,PRD008,CH002,2025-06,463,4167.0,USD,6,457
SL000835,PRD008,CH003,2024-01,339,3051.0,USD,6,333
SL000836,PRD008,CH003,2024-02,314,2826.0,USD,5,309
SL000837,PRD008,CH003,2024-03,392,3528.0,USD,6,386
SL000838,PRD008,CH003,2024-04,383,3447.0,USD,5,378
SL000839,PRD008,CH003,2024-05,418,3762.0,USD,5,413
SL000840,PRD008,CH003,2024-06,378,3402.0,USD,4,374
