RISK_ID,CUSTOMER_ID,YEAR_MONTH,CREDIT_SCORE_CURRENT,PD_PCT,LGD_PCT,EAD_KRW,EXPECTED_LOSS_KRW,RISK_GRADE,RISK_GRADE_PREV,GRADE_CHANGE,COLLATERAL_VALUE_KRW,MARKET_RISK_VAR_KRW,LIQUIDITY_RISK_SCORE
RSK00000252,CUS007,2024-12,660,1.5145,79.32,161364538,1938474,BB,BB,STABLE,,23224651,4
RSK00000253,CUS008,2022-01,631,1.4874,38.6,41237052927,236756931,BB,,,46406702272,45585245,1
RSK00000254,CUS008,2022-02,598,1.5137,68.26,42307692109,437144914,BB,BB,STABLE,55623987359,77343563,8
RSK00000255,CUS008,2022-03,606,1.4927,64.66,6194555986,59788604,BB,BB,STABLE,4963930555,5617634,5
RSK00000256,CUS008,2022-04,632,1.5123,25.11,7500195855,28481133,BB,BB,STABLE,7162041768,7679203,8
RSK00000257,CUS008,2022-05,616,1.4898,33.45,41755259454,208082367,BB,BB,STABLE,35810047285,49163669,1
RSK00000258,CUS008,2022-06,593,1.5074,61.71,41205471414,383300110,BB,BB,STABLE,,3638771,7
RSK00000259,CUS008,2022-07,620,1.5126,77.02,38711318489,450988610,BB,BB,STABLE,48220156412,81002871,2
RSK00000260,CUS008,2022-08,630,1.495,43.65,25055563050,163504461,BB,BB,STABLE,24161561471,4062948,5
RSK00000261,CUS008,2022-09,648,1.5101,41.12,26240414984,162940676,BB,BB,STABLE,34980926939,80587118,8
RSK00000262,CUS008,2022-10,617,1.4925,40.48,45692072708,276055054,BB,BB,STABLE,66932327080,49386771,1
RSK00000263,CUS008,2022-11,618,4.0003,42.51,11527369046,196026084,B,BB,DOWNGRADE,9289083434,53335881,10
RSK00000264,CUS008,2022-12,651,8.9987,60.29,30606742299,1660512557,CCC,B,DOWNGRADE,,18884574,5
RSK00000265,CUS008,2023-01,622,8.9725,72.61,49882133019,3249787171,CCC,CCC,STABLE,57681646003,86659406,9
RSK00000266,CUS008,2023-02,643,8.9546,30.88,38527540756,1065356036,CCC,CCC,STABLE,44722758810,84810091,7
RSK00000267,CUS008,2023-03,596,8.964,21.73,33339002634,649402831,CCC,CCC,STABLE,33279582730,93585005,4
RSK00000268,CUS008,2023-04,599,8.9948,31.93,34141129972,980546786,CCC,CCC,STABLE,39242712168,73300266,7
RSK00000269,CUS008,2023-05,600,8.939,79.91,4588916378,327793405,CCC,CCC,STABLE,4638039548,43799446,9
RSK00000270,CUS008,2023-06,628,9.01,24.64,46528318219,1032958443,CCC,CCC,STABLE,61622465536,94977526,2
RSK00000271,CUS008,2023-07,642,8.969,59.65,12498889414,668691646,CCC,CCC,STABLE,,48518179,4
RSK00000272,CUS008,2023-08,598,9.0808,43.2,46259820648,1814729095,CCC,CCC,STABLE,55474194911,86038735,7
RSK00000273,CUS008,2023-09,631,8.9317,28.16,48996233689,1232336964,CCC,CCC,STABLE,51065366084,78548059,1
RSK00000274,CUS008,2023-10,648,9.0558,73.83,11950946506,799027991,CCC,CCC,STABLE,10496812044,40374434,5
RSK00000275,CUS008,2023-11,622,8.9414,70.84,4112502961,260489547,CCC,CCC,STABLE,5965356828,79541152,7
RSK00000276,CUS008,2023-12,618,8.9588,67.63,193028686,11695292,CCC,CCC,STABLE,,20430566,1
RSK00000277,CUS008,2024-01,603,9.023,60.36,13856019087,754637984,CCC,CCC,STABLE,13038165205,12423968,7
RSK00000278,CUS008,2024-02,613,9.0121,71.15,12032319863,771525483,CCC,CCC,STABLE,12737815275,99757272,4
RSK00000279,CUS008,2024-03,606,9.0629,76.85,27938126291,1945845418,CCC,CCC,STABLE,33395089968,67759246,9
RSK00000280,CUS008,2024-04,650,8.9952,69.27,25314148982,1577318305,CCC,CCC,STABLE,,67730814,3
RSK00000281,CUS008,2024-05,625,9.0899,20.92,30949417383,588536312,CCC,CCC,STABLE,28055747612,29543929,6
RSK00000282,CUS008,2024-06,646,9.0887,35.42,25525143654,821709902,CCC,CCC,STABLE,31830698271,1043609,1
RSK00000283,CUS008,2024-07,605,9.0569,73.63,46474346916,3099186193,CCC,CCC,STABLE,63780277095,68287619,3
RSK00000284,CUS008,2024-08,639,8.9307,38.4,38223442016,1310830439,CCC,CCC,STABLE,52489579367,19575119,4
RSK00000285,CUS008,2024-09,624,8.9603,39.4,9897401058,349413710,CCC,CCC,STABLE,9005869265,22307948,8
RSK00000286,CUS008,2024-10,640,9.0611,39.63,47972683367,1722657770,CCC,CCC,STABLE,40431199870,3519346,2
RSK00000287,CUS008,2024-11,646,15.0751,62.16,42719437038,4003102665,D,CCC,DOWNGRADE,37260727225,9468386,5
RSK00000288,CUS008,2024-12,638,15.0885,59.82,22567623587,2036940322,D,D,STABLE,23625317807,43068365,4
RSK00000289,CUS009,2022-01,456,8.9143,77.67,362087829,25070008,CCC,,,,,7
RSK00000290,CUS009,2022-02,471,9.0169,76.08,359152420,24638063,CCC,CCC,STABLE,426783713,,3
RSK00000291,CUS009,2022-03,421,8.9245,29.55,187086511,4933826,CCC,CCC,STABLE,227687271,,10
RSK00000292,CUS009,2022-04,452,8.9497,26.6,285986123,6808243,CCC,CCC,STABLE,385219487,,6
RSK00000293,CUS009,2022-05,466,9.0751,69.5,444835516,28056641,CCC,CCC,STABLE,552432716,,7
RSK00000294,CUS009,2022-06,446,9.0304,20.92,316830196,5985428,CCC,CCC,STABLE,417637086,,6
RSK00000295,CUS009,2022-07,453,8.9569,36.16,269492254,8728356,CCC,CCC,STABLE,282458087,,4
RSK00000296,CUS009,2022-08,466,8.9234,61.39,167318978,9165860,CCC,CCC,STABLE,,,1
RSK00000297,CUS009,2022-09,442,8.9998,79.6,118425978,8483849,CCC,CCC,STABLE,121581752,,4
RSK00000298,CUS009,2022-10,419,9.0836,28.21,434831654,11142490,CCC,CCC,STABLE,517669758,,5
RSK00000299,CUS009,2022-11,463,8.9683,26.73,43552393,1044050,CCC,CCC,STABLE,41950962,,1
RSK00000300,CUS009,2022-12,426,9.0503,60.55,80905117,4433565,CCC,CCC,STABLE,,,1
RSK00000301,CUS009,2023-01,465,9.0135,34.38,65542053,2031044,CCC,CCC,STABLE,95147151,,2
RSK00000302,CUS009,2023-02,421,8.9465,73.2,60611795,3969368,CCC,CCC,STABLE,,,2
RSK00000303,CUS009,2023-03,466,8.9211,63.69,208439838,11843236,CCC,CCC,STABLE,213609485,,5
RSK00000304,CUS009,2023-04,426,8.9728,32.06,363561390,10458497,CCC,CCC,STABLE,368229755,,7
RSK00000305,CUS009,2023-05,439,9.0546,38.63,318307098,11133720,CCC,CCC,STABLE,430593514,,9
RSK00000306,CUS009,2023-06,471,8.9264,71.58,161755437,10335391,CCC,CCC,STABLE,156039545,,10
RSK00000307,CUS009,2023-07,413,8.9767,21.18,83696246,1591287,CCC,CCC,STABLE,68330176,,2
RSK00000308,CUS009,2023-08,467,8.9854,21.2,258220429,4918853,CCC,CCC,STABLE,234888753,,6
RSK00000309,CUS009,2023-09,460,8.9135,21.37,130492836,2485647,CCC,CCC,STABLE,163075245,,2
RSK00000310,CUS009,2023-10,459,9.0148,68.31,455695596,28061780,CCC,CCC,STABLE,590727416,,6
RSK00000311,CUS009,2023-11,433,8.9794,73.58,432368159,28566748,CCC,CCC,STABLE,,,1
RSK00000312,CUS009,2023-12,420,8.9113,28.42,489750488,12403379,CCC,CCC,STABLE,606111539,,2
RSK00000313,CUS009,2024-01,455,8.9472,21.17,484474839,9176546,CCC,CCC,STABLE,654488772,,6
RSK00000314,CUS009,2024-02,451,8.9676,74.71,373765406,25041138,CCC,CCC,STABLE,305261767,,8
RSK00000315,CUS009,2024-03,452,9.0365,43.82,146401438,5797196,CCC,CCC,STABLE,203827349,,7
RSK00000316,CUS009,2024-04,423,9.0694,55.34,194923765,9783235,CCC,CCC,STABLE,198148854,,1
RSK00000317,CUS009,2024-05,466,8.9455,75.75,31995902,2168112,CCC,CCC,STABLE,,,7
RSK00000318,CUS009,2024-06,451,8.9874,36.15,483408311,15705671,CCC,CCC,STABLE,587381285,,4
RSK00000319,CUS009,2024-07,414,8.9216,75.71,5489677,370803,CCC,CCC,STABLE,6069025,,7
RSK00000320,CUS009,2024-08,414,8.9223,27.63,197628722,4872005,CCC,CCC,STABLE,286790463,,5
RSK00000321,CUS009,2024-09,461,8.9345,58.41,182076028,9501895,CCC,CCC,STABLE,207272276,,2
RSK00000322,CUS009,2024-10,468,9.0191,23.44,494194627,10447655,CCC,CCC,STABLE,651600620,,1
RSK00000323,CUS009,2024-11,471,9.015,37.28,444379921,14934685,CCC,CCC,STABLE,631136170,,4
RSK00000324,CUS009,2024-12,432,9.0861,57.8,422979530,22213894,CCC,CCC,STABLE,406270353,,2
RSK00000325,CUS010,2022-01,392,15.0504,57.0,190925213,16378955,D,,,,,9
RSK00000326,CUS010,2022-02,398,14.9176,75.15,78088689,8754192,D,D,STABLE,102068657,,9
RSK00000327,CUS010,2022-03,409,14.8876,71.32,377883429,40123044,D,D,STABLE,,,6
RSK00000328,CUS010,2022-04,407,15.0934,38.91,335147387,19682676,D,D,STABLE,407024737,,6
RSK00000329,CUS010,2022-05,370,14.9598,37.61,110791323,6233542,D,D,STABLE,145653799,,9
RSK00000330,CUS010,2022-06,420,15.1121,25.28,93570850,3574724,D,D,STABLE,110892119,,5
RSK00000331,CUS010,2022-07,418,15.0648,39.35,454017984,26914181,D,D,STABLE,486690633,,2
RSK00000332,CUS010,2022-08,423,14.8737,20.63,258469341,7930988,D,D,STABLE,324648139,,3
RSK00000333,CUS010,2022-09,419,14.9584,57.54,398502614,34299372,D,D,STABLE,408209701,,9
RSK00000334,CUS010,2022-10,390,14.9573,71.92,52184120,5613597,D,D,STABLE,49026184,,7
RSK00000335,CUS010,2022-11,397,15.1489,26.57,112698061,4536168,D,D,STABLE,98331179,,6
RSK00000336,CUS010,2022-12,414,14.908,22.74,330768018,11213298,D,D,STABLE,324373336,,2
RSK00000337,CUS010,2023-01,373,14.8722,71.7,73784009,7867860,D,D,STABLE,,,5
RSK00000338,CUS010,2023-02,385,14.959,64.81,28612506,2773962,D,D,STABLE,40055133,,10
RSK00000339,CUS010,2023-03,373,14.9127,43.16,233898667,15054470,D,D,STABLE,312315245,,8
RSK00000340,CUS010,2023-04,365,14.8563,28.41,283023380,11945497,D,D,STABLE,313612612,,8
RSK00000341,CUS010,2023-05,381,14.9611,23.76,496267342,17641100,D,D,STABLE,400110163,,4
RSK00000342,CUS010,2023-06,410,15.1328,34.6,14730550,771284,D,D,DOWNGRADE,14953446,,2
RSK00000343,CUS010,2023-07,394,14.9698,76.35,455274370,52035321,D,D,STABLE,,,1
RSK00000344,CUS010,2023-08,407,15.0797,37.35,36408303,2050613,D,D,STABLE,43549752,,2
RSK00000345,CUS010,2023-09,407,15.0194,41.84,88004218,5530288,D,D,STABLE,74273492,,3
RSK00000346,CUS010,2023-10,422,15.1113,21.66,450705705,14752083,D,D,STABLE,604957442,,6
RSK00000347,CUS010,2023-11,418,15.0447,73.27,59300083,6536797,D,D,STABLE,88370571,,4
RSK00000348,CUS010,2023-12,405,15.0923,24.4,423722773,15603681,D,D,STABLE,447194617,,5
RSK00000349,CUS010,2024-01,383,15.0942,65.46,316794603,31301408,D,D,STABLE,278214455,,3
RSK00000350,CUS010,2024-02,404,15.0147,59.32,15091662,1344172,D,D,STABLE,,,7
RSK00000351,CUS010,2024-03,408,15.1023,39.75,79861412,4794212,D,D,STABLE,74738242,,9
RSK00000352,CUS010,2024-04,399,14.8945,76.66,106600625,12171791,D,D,STABLE,,,6
RSK00000353,CUS010,2024-05,377,15.1424,32.46,123676319,6078967,D,D,STABLE,110512011,,7
RSK00000354,CUS010,2024-06,406,15.0829,68.07,307972185,31619289,D,D,STABLE,,,1
RSK00000355,CUS010,2024-07,420,14.8888,79.19,480657602,56671650,D,D,STABLE,420953114,,4
RSK00000356,CUS010,2024-08,370,15.0608,61.35,191752649,17717563,D,D,STABLE,,,5
RSK00000357,CUS010,2024-09,394,15.0513,44.91,28616632,1934352,D,D,STABLE,42289566,,5
RSK00000358,CUS010,2024-10,399,15.0725,41.66,351914624,22097435,D,D,STABLE,389764539,,6
RSK00000359,CUS010,2024-11,370,14.9227,28.63,499589922,21344325,D,D,STABLE,717875300,,7
RSK00000360,CUS010,2024-12,367,15.0554,59.27,285017759,25433091,D,D,STABLE,294730008,,1
RSK00000361,CUS011,2022-01,888,0.0502,67.59,319046911,108253,AA,,,,,9
RSK00000362,CUS011,2022-02,877,0.0497,30.78,270154188,41327,AA,AA,STABLE,349735355,,1
RSK00000363,CUS011,2022-03,872,0.0498,28.61,7214798,1028,AA,AA,STABLE,10502280,,2
RSK00000364,CUS011,2022-04,844,0.0496,78.57,154832491,60339,AA,AA,STABLE,214174970,,2
RSK00000365,CUS011,2022-05,837,0.0505,34.36,39107999,6786,AA,AA,STABLE,57452626,,9
RSK00000366,CUS011,2022-06,854,0.0504,72.81,234096083,85904,AA,AA,STABLE,,,8
RSK00000367,CUS011,2022-07,886,0.05,42.33,373490476,79049,AA,AA,STABLE,323795218,,10
RSK00000368,CUS011,2022-08,875,0.0503,57.63,313303371,90820,AA,AA,STABLE,,,7
RSK00000369,CUS011,2022-09,840,0.0497,38.51,293683553,56209,AA,AA,STABLE,373746182,,10
RSK00000370,CUS011,2022-10,880,0.0499,70.88,446926672,158074,AA,AA,STABLE,,,8
RSK00000371,CUS011,2022-11,872,0.0502,61.15,17576003,5395,AA,AA,STABLE,,,3
RSK00000372,CUS011,2022-12,884,0.0499,35.97,19381794,3479,AA,AA,STABLE,24795714,,6
RSK00000373,CUS011,2023-01,839,0.0501,60.29,161112361,48664,AA,AA,STABLE,,,1
RSK00000374,CUS011,2023-02,887,0.0504,22.18,63378775,7085,AA,AA,STABLE,65102813,,7
RSK00000375,CUS011,2023-03,838,0.0496,24.93,6467739,800,AA,AA,STABLE,6936384,,1
RSK00000376,CUS011,2023-04,880,0.0496,28.4,139790090,19691,AA,AA,STABLE,195137680,,9
RSK00000377,CUS011,2023-05,868,0.0496,72.89,360312038,130265,AA,AA,STABLE,407611319,,8
RSK00000378,CUS011,2023-06,878,0.0498,44.7,341220627,75958,AA,AA,STABLE,436936665,,3
RSK00000379,CUS011,2023-07,894,0.0501,27.97,439866818,61638,AA,AA,STABLE,536501200,,5
RSK00000380,CUS011,2023-08,836,0.0501,43.18,176930205,38276,AA,AA,STABLE,213478346,,10
RSK00000381,CUS011,2023-09,849,0.05,75.93,74477730,28275,AA,AA,STABLE,,,7
RSK00000382,CUS011,2023-10,867,0.05,21.37,208637009,22293,AA,AA,STABLE,279095469,,2
RSK00000383,CUS011,2023-11,862,0.0505,58.95,414148664,123291,AA,AA,STABLE,,,6
RSK00000384,CUS011,2023-12,873,0.0505,27.05,260014494,35519,AA,AA,STABLE,286192483,,3
RSK00000385,CUS011,2024-01,847,0.0502,37.82,375027055,71201,AA,AA,STABLE,457877590,,8
RSK00000386,CUS011,2024-02,839,0.0502,56.44,290813841,82396,AA,AA,STABLE,276154765,,3
RSK00000387,CUS011,2024-03,866,0.0499,26.05,28639713,3723,AA,AA,STABLE,23430714,,1
RSK00000388,CUS011,2024-04,871,0.0503,64.81,399751991,130317,AA,AA,STABLE,510407897,,8
RSK00000389,CUS011,2024-05,894,0.0504,33.82,212300864,36187,AA,AA,STABLE,308300229,,1
RSK00000390,CUS011,2024-06,882,0.0498,41.01,392669262,80195,AA,AA,STABLE,409534734,,9
RSK00000391,CUS011,2024-07,890,0.0503,24.87,10241939,1281,AA,AA,STABLE,9342213,,6
RSK00000392,CUS011,2024-08,840,0.0504,68.61,287699489,99485,AA,AA,STABLE,231946416,,7
RSK00000393,CUS011,2024-09,847,0.0497,23.59,234385344,27480,AA,AA,STABLE,253447749,,8
RSK00000394,CUS011,2024-10,841,0.0499,39.45,339117095,66757,AA,AA,STABLE,406831979,,5
RSK00000395,CUS011,2024-11,885,0.0499,44.53,178513814,39667,AA,AA,STABLE,215814127,,3
RSK00000396,CUS011,2024-12,892,0.05,60.42,93173765,28148,AA,AA,STABLE,115932453,,6
RSK00000397,CUS012,2022-01,618,1.501,21.62,21682061710,70361803,BB,,,30413000707,9859446,7
RSK00000398,CUS012,2022-02,612,1.4945,44.27,16705602540,110526797,BB,BB,STABLE,20068411882,11946440,3
RSK00000399,CUS012,2022-03,614,1.4997,41.11,23689054806,146049341,BB,BB,STABLE,19243488719,49081714,5
RSK00000400,CUS012,2022-04,602,1.5036,65.54,23254470981,229163380,BB,BB,STABLE,20313363989,99258603,10
RSK00000401,CUS012,2022-05,610,1.4861,27.25,49100006943,198836493,BB,BB,STABLE,61947893397,77404360,9
RSK00000402,CUS012,2022-06,572,1.4886,38.08,45093801553,255618218,BB,BB,STABLE,64506141882,28322014,1
RSK00000403,CUS012,2022-07,611,1.4898,78.74,40497073091,475058416,BB,BB,STABLE,48555605090,70399330,6
RSK00000404,CUS012,2022-08,591,1.4921,29.85,3222085922,14350908,BB,BB,STABLE,3544132916,56613675,4
RSK00000405,CUS012,2022-09,574,1.5033,36.69,21306194345,117516610,BB,BB,STABLE,26840736673,67040625,2
RSK00000406,CUS012,2022-10,606,1.4931,55.27,26749687381,220748149,BB,BB,STABLE,,38424370,3
RSK00000407,CUS012,2022-11,574,1.5058,20.99,47728607300,150854578,BB,BB,STABLE,69988113838,72596690,1
RSK00000408,CUS012,2022-12,582,1.5129,31.79,17158878069,82525780,BB,BB,STABLE,13745472071,4103067,2
RSK00000409,CUS012,2023-01,604,1.5047,72.03,25554983753,276973963,BB,BB,STABLE,,16121291,10
RSK00000410,CUS012,2023-02,598,1.4877,42.79,28092602248,178833806,BB,BB,STABLE,39313582328,65032531,10
RSK00000411,CUS012,2023-03,628,1.5016,20.51,44588122830,137321680,BB,BB,STABLE,48027280590,78176486,6
RSK00000412,CUS012,2023-04,605,1.5061,35.88,8204256252,44334872,BB,BB,STABLE,10901167578,3633366,10
RSK00000413,CUS012,2023-05,605,1.51,39.39,29540813892,175705512,BB,BB,STABLE,43181358263,87211792,6
RSK00000414,CUS012,2023-06,574,1.5039,20.2,46916242360,142525821,BB,BB,STABLE,61050099040,97736447,2
RSK00000415,CUS012,2023-07,579,1.488,26.55,26665576277,105346092,BB,BB,STABLE,23668608493,79635785,9
RSK00000416,CUS012,2023-08,570,1.49,44.95,29112416623,194981866,BB,BB,STABLE,31642628177,76045819,9
RSK00000417,CUS012,2023-09,596,1.4924,32.74,32710438441,159827049,BB,BB,STABLE,32124933522,49874913,3
RSK00000418,CUS012,2023-10,616,1.4887,63.04,34431197600,323128691,BB,BB,STABLE,32485874067,85523689,1
RSK00000419,CUS012,2023-11,607,1.5084,24.31,36660701126,134431873,BB,BB,STABLE,32385909508,7615110,1
RSK00000420,CUS012,2023-12,609,1.5147,20.24,49771835931,152588145,BB,BB,STABLE,62842092492,94518199,1
RSK00000421,CUS012,2024-01,574,1.4955,79.59,11875349612,141348540,BB,BB,STABLE,12396423001,81888440,3
RSK00000422,CUS012,2024-02,580,1.5017,30.87,11384377624,52775105,BB,BB,STABLE,9477611668,62551589,9
RSK00000423,CUS012,2024-03,600,1.4922,69.42,48458783369,501977384,BB,BB,STABLE,,66595952,8
RSK00000424,CUS012,2024-04,593,1.4992,23.94,18710660799,67154148,BB,BB,STABLE,22344327134,18627792,2
RSK00000425,CUS012,2024-05,605,1.5118,79.69,17280721987,208190089,BB,BB,STABLE,,71267707,7
RSK00000426,CUS012,2024-06,596,1.4986,41.08,40302188572,248110300,BB,BB,STABLE,46604102925,31616123,2
RSK00000427,CUS012,2024-07,625,1.4931,21.55,7655920583,24633924,BB,BB,STABLE,11400586873,31516292,2
RSK00000428,CUS012,2024-08,616,1.5032,44.13,35836388513,237725041,BB,BB,STABLE,41869362912,63643824,2
RSK00000429,CUS012,2024-09,596,1.4996,30.94,32649716942,151486929,BB,BB,STABLE,47196718461,42610314,3
RSK00000430,CUS012,2024-10,611,1.5085,44.28,14538778469,97113777,BB,BB,STABLE,21556977316,76263076,4
RSK00000431,CUS012,2024-11,602,1.4981,33.43,32511872920,162824281,BB,BB,STABLE,43476616914,83866879,5
RSK00000432,CUS012,2024-12,584,1.5129,25.43,16083075495,61876492,BB,BB,STABLE,23185805664,35517953,8
RSK00000433,CUS013,2022-01,609,1.4948,24.56,325928439,1196558,BB,,,371911590,79317152,10
RSK00000434,CUS013,2022-02,618,1.5104,34.27,195981787,1014429,BB,BB,STABLE,210671659,21750524,2
RSK00000435,CUS013,2022-03,584,1.4999,31.85,140062257,669103,BB,BB,STABLE,124204366,68855510,7
RSK00000436,CUS013,2022-04,589,1.5003,77.18,336684488,3898576,BB,BB,STABLE,472688201,23398809,4
RSK00000437,CUS013,2022-05,623,1.5083,35.38,398217634,2125035,BB,BB,STABLE,593042794,6888020,7
RSK00000438,CUS013,2022-06,617,1.4961,70.09,234770714,2461844,BB,BB,STABLE,188432122,23589584,3
RSK00000439,CUS013,2022-07,575,1.4918,76.18,99167624,1126994,BB,BB,STABLE,,28741717,5
RSK00000440,CUS013,2022-08,604,1.5106,43.07,39214508,255136,BB,BB,STABLE,32947780,19526611,6
RSK00000441,CUS013,2022-09,628,1.5102,24.62,459991269,1710299,BB,BB,STABLE,656295641,37723677,1
RSK00000442,CUS013,2022-10,585,1.4883,68.04,480669607,4867449,BB,BB,STABLE,449930693,61087460,10
RSK00000443,CUS013,2022-11,593,1.5061,32.61,337112963,1655694,BB,BB,STABLE,489415668,65928869,8
RSK00000444,CUS013,2022-12,617,1.5073,36.84,476811380,2647683,BB,BB,STABLE,575595624,31730855,8
RSK00000445,CUS013,2023-01,630,1.4921,29.9,197460937,880948,BB,BB,STABLE,177440479,54465428,10
RSK00000446,CUS013,2023-02,596,1.5074,40.9,93177131,574462,BB,BB,STABLE,90379426,69292885,10
RSK00000447,CUS013,2023-03,626,1.485,34.16,80065637,406154,BB,BB,STABLE,101707195,74246708,6
RSK00000448,CUS013,2023-04,616,1.5076,35.28,273251876,1453376,BB,BB,STABLE,342516374,5032187,7
RSK00000449,CUS013,2023-05,592,1.5102,38.87,397942332,2335980,BB,BB,STABLE,525699679,70917886,9
RSK00000450,CUS013,2023-06,581,1.4892,77.15,334758074,3846095,BB,BB,STABLE,,52925963,1
RSK00000451,CUS013,2023-07,629,1.492,44.25,406757174,2685452,BB,BB,STABLE,538897954,90640024,1
RSK00000452,CUS013,2023-08,581,1.4967,58.39,264519927,2311701,BB,BB,STABLE,,18333038,5
RSK00000453,CUS013,2023-09,633,1.5039,37.89,244003781,1390401,BB,BB,STABLE,364203547,52891656,9
RSK00000454,CUS013,2023-10,585,1.4908,44.91,451046629,3019840,BB,BB,STABLE,583997740,97078896,9
RSK00000455,CUS013,2023-11,631,1.5128,37.93,441242204,2531870,BB,BB,STABLE,438504115,88087555,4
RSK00000456,CUS013,2023-12,578,1.5026,31.58,172443580,818281,BB,BB,STABLE,224689309,13676560,8
RSK00000457,CUS013,2024-01,578,1.5101,71.36,499460820,5382227,BB,BB,STABLE,567439340,19503373,1
RSK00000458,CUS013,2024-02,592,1.4862,35.6,194980165,1031615,BB,BB,STABLE,220211413,4392562,8
RSK00000459,CUS013,2024-03,621,1.5,35.34,83233267,441220,BB,BB,STABLE,107502004,24042845,10
RSK00000460,CUS013,2024-04,599,1.4998,37.33,97525796,546023,BB,BB,STABLE,105900027,5637916,6
RSK00000461,CUS013,2024-05,589,1.495,44.07,444024598,2925441,BB,BB,STABLE,659221818,33254939,4
RSK00000462,CUS013,2024-06,576,1.4893,20.06,81978761,244914,BB,BB,STABLE,102975891,31565564,8
RSK00000463,CUS013,2024-07,634,1.4978,24.64,36272465,133866,BB,BB,STABLE,30121549,43255964,8
RSK00000464,CUS013,2024-08,587,1.5123,33.96,210462876,1080889,BB,BB,STABLE,251697733,9742263,3
RSK00000465,CUS013,2024-09,605,1.4984,41.4,179583510,1114024,BB,BB,STABLE,204210791,66883589,6
RSK00000466,CUS013,2024-10,618,1.494,58.31,6588893,57399,BB,BB,STABLE,,78312426,4
RSK00000467,CUS013,2024-11,595,1.491,23.77,90482054,320678,BB,BB,STABLE,95069993,67804038,7
RSK00000468,CUS013,2024-12,588,1.5095,77.68,309594079,3630237,BB,BB,STABLE,326445710,52430387,2
RSK00000469,CUS014,2022-01,897,0.01,22.66,384472087,8712,AAA,,,403576345,91703035,10
RSK00000470,CUS014,2022-02,886,0.01,68.11,351384270,23933,AAA,AAA,STABLE,,28860654,9
RSK00000471,CUS014,2022-03,887,0.0101,29.07,470749168,13822,AAA,AAA,STABLE,599328707,67072974,9
RSK00000472,CUS014,2022-04,888,0.01,23.84,221639645,5284,AAA,AAA,STABLE,190495419,76534597,7
RSK00000473,CUS014,2022-05,933,0.01,31.72,92142731,2923,AAA,AAA,STABLE,89351992,42076757,1
RSK00000474,CUS014,2022-06,898,0.0099,66.89,244536664,16193,AAA,AAA,STABLE,225013725,11537350,7
RSK00000475,CUS014,2022-07,889,0.01,42.09,224532582,9451,AAA,AAA,STABLE,290585718,23899161,4
RSK00000476,CUS014,2022-08,929,0.0101,27.96,195155780,5511,AAA,AAA,STABLE,282357065,84183763,6
RSK00000477,CUS014,2022-09,932,0.0099,37.67,8456696,315,AAA,AAA,STABLE,11715357,29743085,7
RSK00000478,CUS014,2022-10,933,0.0099,73.21,105740413,7664,AAA,AAA,STABLE,84751856,33561360,6
RSK00000479,CUS014,2022-11,912,0.0101,31.91,452944673,14598,AAA,AAA,STABLE,624689922,99428716,6
RSK00000480,CUS014,2022-12,917,0.0101,37.39,101189055,3821,AAA,AAA,STABLE,97103464,65607909,8
RSK00000481,CUS014,2023-01,923,0.01,39.95,65003747,2597,AAA,AAA,STABLE,89586413,27925680,9
RSK00000482,CUS014,2023-02,901,0.0101,30.75,199299531,6190,AAA,AAA,STABLE,274392418,92707987,5
RSK00000483,CUS014,2023-03,899,0.01,38.28,246191851,9424,AAA,AAA,STABLE,263941905,90486632,2
RSK00000484,CUS014,2023-04,905,0.01,79.84,410164413,32748,AAA,AAA,STABLE,400512606,73537843,5
RSK00000485,CUS014,2023-05,884,0.0101,57.58,367914032,21396,AAA,AAA,STABLE,541752990,45300234,8
RSK00000486,CUS014,2023-06,935,0.01,27.34,139904541,3825,AAA,AAA,STABLE,188301334,2688263,6
RSK00000487,CUS014,2023-07,905,0.0099,44.42,401134287,17640,AAA,AAA,STABLE,500656900,97497098,7
RSK00000488,CUS014,2023-08,922,0.0099,35.0,93186235,3229,AAA,AAA,STABLE,98936852,32330094,9
RSK00000489,CUS014,2023-09,892,0.0101,34.62,374143974,13082,AAA,AAA,STABLE,559708649,58909751,5
RSK00000490,CUS014,2023-10,927,0.0101,60.83,3350241,206,AAA,AAA,STABLE,,3184407,3
RSK00000491,CUS014,2023-11,924,0.0099,43.25,272850754,11683,AAA,AAA,STABLE,401552962,50138857,5
RSK00000492,CUS014,2023-12,896,0.0101,29.38,316663860,9397,AAA,AAA,STABLE,382388968,56601470,7
RSK00000493,CUS014,2024-01,910,0.01,43.89,359220847,15766,AAA,AAA,STABLE,441097770,93156066,6
RSK00000494,CUS014,2024-02,929,0.0101,34.98,332603347,11751,AAA,AAA,STABLE,467575294,94176846,7
RSK00000495,CUS014,2024-03,883,0.01,65.38,331852069,21696,AAA,AAA,STABLE,,8395354,9
RSK00000496,CUS014,2024-04,920,0.0099,33.35,488382110,16125,AAA,AAA,STABLE,413730189,46199439,8
RSK00000497,CUS014,2024-05,905,0.01,44.84,160917173,7216,AAA,AAA,STABLE,201324660,27776909,7
RSK00000498,CUS014,2024-06,918,0.0101,41.21,37153240,1546,AAA,AAA,STABLE,37683912,5802648,5
RSK00000499,CUS014,2024-07,925,0.01,20.38,306206332,6240,AAA,AAA,STABLE,281401740,22006543,3
