TRANSACTION_ID,CUSTOMER_ID,PRODUCT_ID,BRANCH_ID,TRANSACTION_DATE,TRANSACTION_TIME,TRANSACTION_TYPE,AMOUNT_KRW,BALANCE_AFTER_KRW,CHANNEL,CURRENCY,IS_ANOMALY,ANOMALY_TYPE,STATUS
TXN00003402,CUS011,PRD013,BRN015,2023-05-07,16:04:41,카드결제,77916758,97171893,ATM,KRW,N,,COMPLETED
TXN00003403,CUS013,PRD021,,2023-05-07,17:08:31,입금,56900544,92110881,모바일앱,KRW,N,,COMPLETED
TXN00003404,CUS045,PRD015,BRN014,2023-05-07,11:56:09,외환거래,698412682,707844415,ATM,EUR,N,,COMPLETED
TXN00003405,CUS036,PRD012,BRN003,2023-05-07,16:25:47,카드결제,42573406,65517636,ATM,KRW,N,,COMPLETED
TXN00003406,CUS050,PRD008,,2023-05-07,12:52:22,매수,74507699,91932807,모바일앱,KRW,N,,COMPLETED
TXN00003407,CUS020,PRD004,,2023-05-07,12:17:04,대출실행,92401359,123253476,모바일앱,KRW,N,,COMPLETED
TXN00003408,CUS045,PRD023,,2023-05-07,20:11:22,대출실행,551611112,571770369,모바일앱,KRW,N,,COMPLETED
TXN00003409,CUS018,PRD024,,2023-05-07,17:07:37,이체,85709230,86155534,모바일앱,KRW,N,,COMPLETED
TXN00003410,CUS031,PRD020,BRN006,2023-05-07,20:59:16,매도,36595312,84812286,ATM,KRW,N,,COMPLETED
TXN00003411,CUS002,PRD012,BRN001,2023-05-07,10:27:22,카드결제,27801483,75274801,ATM,KRW,N,,COMPLETED
TXN00003412,CUS043,PRD022,,2023-05-08,09:28:16,자동이체,147097405,179136206,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003413,CUS009,PRD002,,2023-05-08,13:07:11,출금,1568559,23326044,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003414,CUS036,PRD007,BRN001,2023-05-08,14:32:30,매수,159452367,193209913,ATM,KRW,N,,COMPLETED
TXN00003415,CUS009,PRD006,BRN003,2023-05-08,18:11:07,대출실행,173618528,220922974,ATM,KRW,N,,COMPLETED
TXN00003416,CUS023,PRD023,,2023-05-08,17:31:05,대출실행,13335101,62408198,모바일앱,KRW,N,,COMPLETED
TXN00003417,CUS038,PRD008,,2023-05-08,09:00:01,매수,180550561,191913104,모바일앱,KRW,N,,COMPLETED
TXN00003418,CUS009,PRD006,,2023-05-08,15:53:36,대출실행,89387795,130582444,모바일앱,KRW,N,,COMPLETED
TXN00003419,CUS014,PRD001,,2023-05-08,20:27:02,출금,47847597,59405546,모바일앱,KRW,N,,COMPLETED
TXN00003420,CUS030,PRD006,BRN006,2023-05-08,08:41:00,대출실행,129173128,165119563,영업점,KRW,N,,COMPLETED
TXN00003421,CUS025,PRD022,,2023-05-08,10:20:18,자동이체,3634756,37708692,자동이체,KRW,N,,COMPLETED
TXN00003422,CUS024,PRD004,BRN011,2023-05-08,18:10:03,대출상환,31434783,,ATM,KRW,N,,COMPLETED
TXN00003423,CUS027,PRD014,,2023-05-08,08:02:36,카드결제,185128909,204674003,모바일앱,KRW,N,,COMPLETED
TXN00003424,CUS029,PRD021,,2023-05-08,17:23:57,입금,63014493,90344287,모바일앱,KRW,N,,COMPLETED
TXN00003425,CUS016,PRD022,,2023-05-08,19:08:22,입금,405751296,412943007,모바일앱,KRW,N,,COMPLETED
TXN00003426,CUS018,PRD020,,2023-05-08,20:17:14,외환거래,36331746,74306101,모바일앱,JPY,N,,COMPLETED
TXN00003427,CUS028,PRD014,,2023-05-08,13:04:19,카드결제,435071747,484306192,모바일앱,KRW,N,,COMPLETED
TXN00003428,CUS044,PRD014,,2023-05-08,20:59:57,카드결제,3450709522,3456293736,인터넷뱅킹,JPY,Y,해외거래이상,COMPLETED
TXN00003429,CUS032,PRD014,,2023-05-08,15:02:05,카드결제,199111827,242444050,모바일앱,KRW,N,,COMPLETED
TXN00003430,CUS013,PRD012,,2023-05-08,21:25:14,카드결제,167532972,177601762,자동이체,KRW,N,,COMPLETED
TXN00003431,CUS018,PRD020,,2023-05-08,20:21:40,매수,100096964,121707628,모바일앱,KRW,N,,COMPLETED
TXN00003432,CUS028,PRD014,BRN008,2023-05-08,21:15:59,카드결제,354068586,397726338,ATM,KRW,N,,COMPLETED
TXN00003433,CUS008,PRD003,,2023-05-08,12:21:09,입금,4778834602,4825698241,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003434,CUS040,PRD016,,2023-05-08,19:38:57,매수,167503358,177531886,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003435,CUS022,PRD023,,2023-05-08,11:30:14,대출상환,351715595,377987293,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003436,CUS006,PRD006,,2023-05-08,15:50:57,대출상환,6236502,6377640,모바일앱,KRW,N,,COMPLETED
TXN00003437,CUS008,PRD003,BRN003,2023-05-08,22:00:26,입금,2385696218,2397954185,ATM,KRW,N,,COMPLETED
TXN00003438,CUS050,PRD007,,2023-05-08,14:58:20,매수,178795224,213378509,모바일앱,KRW,N,,COMPLETED
TXN00003439,CUS038,PRD003,,2023-05-08,18:32:42,자동이체,87450321,91916345,모바일앱,KRW,N,,COMPLETED
TXN00003440,CUS016,PRD022,BRN010,2023-05-08,16:37:57,입금,479660305,522808142,ATM,KRW,N,,COMPLETED
TXN00003441,CUS035,PRD001,,2023-05-08,12:01:39,이체,13272549,,모바일앱,KRW,N,,COMPLETED
TXN00003442,CUS001,PRD013,BRN015,2023-05-08,13:37:25,카드결제,161843842,197899668,ATM,KRW,N,,COMPLETED
TXN00003443,CUS026,PRD017,,2023-05-09,20:37:10,매도,103304066,,모바일앱,KRW,N,,COMPLETED
TXN00003444,CUS046,PRD009,,2023-05-09,11:28:36,매수,175964274,204963716,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003445,CUS029,PRD021,BRN013,2023-05-09,17:03:06,자동이체,167472678,192795323,영업점,KRW,N,,REVERSED
TXN00003446,CUS039,PRD018,,2023-05-09,21:53:01,외환거래,102683711,124806186,인터넷뱅킹,JPY,N,,COMPLETED
TXN00003447,CUS045,PRD023,,2023-05-09,16:45:12,대출실행,4661444124,4685993229,모바일앱,KRW,N,,COMPLETED
TXN00003448,CUS046,PRD008,,2023-05-09,11:16:16,매도,136923728,144136946,모바일앱,KRW,N,,COMPLETED
TXN00003449,CUS036,PRD007,BRN002,2023-05-09,15:00:40,매도,189267716,231456891,ATM,KRW,N,,COMPLETED
TXN00003450,CUS003,PRD018,,2023-05-09,11:52:01,매도,168450467,203798826,모바일앱,KRW,N,,COMPLETED
TXN00003451,CUS046,PRD009,,2023-05-09,13:20:34,매수,22789233,66296813,모바일앱,KRW,N,,COMPLETED
TXN00003452,CUS011,PRD014,,2023-05-09,14:29:06,카드결제,25610700,,자동이체,KRW,N,,COMPLETED
TXN00003453,CUS020,PRD004,,2023-05-09,14:16:29,대출상환,187888618,,모바일앱,KRW,N,,COMPLETED
TXN00003454,CUS023,PRD023,BRN006,2023-05-09,14:56:20,대출상환,24830410,37253309,ATM,KRW,N,,COMPLETED
TXN00003455,CUS029,PRD023,,2023-05-09,20:42:22,대출실행,159752127,,모바일앱,KRW,N,,COMPLETED
TXN00003456,CUS002,PRD012,,2023-05-09,18:53:45,카드결제,7540021,54127167,자동이체,KRW,N,,COMPLETED
TXN00003457,CUS042,PRD013,,2023-05-09,21:19:36,카드결제,45633898,89298660,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003458,CUS027,PRD014,,2023-05-09,16:15:57,카드결제,198755491,213424282,자동이체,KRW,N,,COMPLETED
TXN00003459,CUS044,PRD012,BRN005,2023-05-09,22:29:25,카드결제,3192313522,3225032886,ATM,KRW,N,,COMPLETED
TXN00003460,CUS012,PRD003,,2023-05-09,11:53:06,자동이체,2551035926,2551743594,모바일앱,KRW,N,,COMPLETED
TXN00003461,CUS005,PRD001,,2023-05-09,12:08:23,입금,126925991,156397003,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003462,CUS044,PRD014,BRN002,2023-05-09,19:26:32,카드결제,3756503231,3794776102,ATM,KRW,N,,COMPLETED
TXN00003463,CUS027,PRD014,BRN008,2023-05-09,11:10:54,카드결제,96143470,108337170,영업점,KRW,N,,PENDING
TXN00003464,CUS029,PRD021,BRN013,2023-05-10,14:54:21,이체,135552446,140171267,ATM,KRW,N,,FAILED
TXN00003465,CUS007,PRD001,,2023-05-10,18:21:50,이체,36664053,67123825,모바일앱,KRW,N,,COMPLETED
TXN00003466,CUS036,PRD012,BRN006,2023-05-10,11:13:41,카드결제,172786614,215014619,영업점,KRW,N,,COMPLETED
TXN00003467,CUS044,PRD016,,2023-05-10,12:02:53,외환거래,1714934851,1764307297,모바일앱,USD,N,,COMPLETED
TXN00003468,CUS050,PRD007,BRN014,2023-05-10,15:14:04,매도,108352674,128251015,ATM,KRW,N,,COMPLETED
TXN00003469,CUS048,PRD016,BRN015,2023-05-10,15:56:21,매수,184274597,191521544,ATM,KRW,N,,COMPLETED
TXN00003470,CUS016,PRD008,,2023-05-10,10:24:07,매도,81090827,128412385,모바일앱,KRW,N,,COMPLETED
TXN00003471,CUS034,PRD020,,2023-05-10,09:48:24,매도,2627476464,,자동이체,KRW,N,,COMPLETED
TXN00003472,CUS028,PRD014,,2023-05-10,08:29:06,카드결제,467224520,472940210,모바일앱,KRW,N,,COMPLETED
TXN00003473,CUS022,PRD003,,2023-05-10,12:31:51,입금,482448910,491531048,모바일앱,KRW,N,,COMPLETED
TXN00003474,CUS007,PRD022,BRN010,2023-05-10,11:34:56,입금,77954559,79075743,영업점,KRW,N,,COMPLETED
TXN00003475,CUS038,PRD007,,2023-05-10,19:17:21,매도,127100751,156525564,모바일앱,KRW,N,,COMPLETED
TXN00003476,CUS025,PRD012,,2023-05-10,11:22:26,카드결제,27729437,34702594,모바일앱,KRW,N,,COMPLETED
TXN00003477,CUS020,PRD019,,2023-05-10,15:44:44,매도,32797038,75313913,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003478,CUS040,PRD023,BRN008,2023-05-10,08:13:03,대출실행,49647894,69380655,ATM,KRW,N,,COMPLETED
TXN00003479,CUS025,PRD018,,2023-05-10,11:14:42,외환거래,51714589,101204146,자동이체,EUR,N,,COMPLETED
TXN00003480,CUS039,PRD023,,2023-05-10,19:40:10,대출실행,17743242,22454339,자동이체,KRW,N,,COMPLETED
TXN00003481,CUS029,PRD021,,2023-05-10,20:53:39,출금,194742525,198570279,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003482,CUS009,PRD005,,2023-05-10,19:40:44,대출실행,195349255,201719388,모바일앱,KRW,N,,COMPLETED
TXN00003483,CUS016,PRD005,,2023-05-10,09:02:02,대출실행,17080156,62883284,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003484,CUS022,PRD007,,2023-05-10,12:41:37,매도,445056957,471132416,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003485,CUS023,PRD004,BRN008,2023-05-10,11:01:35,대출상환,56531662,88318902,ATM,KRW,N,,COMPLETED
TXN00003486,CUS050,PRD012,,2023-05-10,21:14:36,카드결제,198067404,,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003487,CUS020,PRD019,,2023-05-10,16:33:34,매수,132004076,159565913,모바일앱,KRW,N,,COMPLETED
TXN00003488,CUS030,PRD006,,2023-05-10,14:50:20,대출상환,57277579,95748962,모바일앱,KRW,N,,COMPLETED
TXN00003489,CUS037,PRD020,,2023-05-10,14:16:15,매수,44621470,88757120,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003490,CUS030,PRD006,,2023-05-10,19:37:43,대출실행,20470016,,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003491,CUS030,PRD014,,2023-05-10,10:35:09,카드결제,57316358,100561512,모바일앱,KRW,N,,COMPLETED
TXN00003492,CUS019,PRD006,,2023-05-10,20:29:51,대출상환,143855930,164341346,모바일앱,KRW,N,,COMPLETED
TXN00003493,CUS040,PRD016,,2023-05-10,13:19:05,외환거래,70467848,82454430,인터넷뱅킹,USD,N,,COMPLETED
TXN00003494,CUS038,PRD001,,2023-05-10,10:16:24,입금,128764786,133174225,모바일앱,KRW,N,,COMPLETED
TXN00003495,CUS015,PRD007,,2023-05-10,15:28:18,매도,30950697,39929582,모바일앱,KRW,Y,연속거래,COMPLETED
TXN00003496,CUS024,PRD004,BRN004,2023-05-11,18:59:58,대출실행,89951603,138664818,영업점,KRW,N,,COMPLETED
TXN00003497,CUS001,PRD013,,2023-05-11,15:50:28,카드결제,16189622,57911107,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003498,CUS040,PRD023,,2023-05-11,14:16:35,대출상환,43201256,46714958,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003499,CUS014,PRD001,,2023-05-11,17:52:05,출금,147382434,158099144,모바일앱,KRW,N,,COMPLETED
TXN00003500,CUS033,PRD009,,2023-05-11,19:13:20,매수,118769088,134722226,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003501,CUS021,PRD022,,2023-05-11,13:00:02,자동이체,274000298,282084012,모바일앱,KRW,N,,COMPLETED
TXN00003502,CUS009,PRD002,,2023-05-11,13:32:25,자동이체,43238805,48130286,자동이체,KRW,N,,COMPLETED
TXN00003503,CUS011,PRD014,,2023-05-11,19:56:11,카드결제,61761850,95778616,자동이체,KRW,N,,COMPLETED
TXN00003504,CUS024,PRD020,,2023-05-11,21:55:22,매수,190454526,208576461,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003505,CUS003,PRD013,,2023-05-11,12:18:24,카드결제,65538329,102151834,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003506,CUS001,PRD023,,2023-05-11,18:08:09,대출실행,19711915,61222744,모바일앱,KRW,N,,COMPLETED
TXN00003507,CUS033,PRD003,,2023-05-11,09:35:13,입금,34407981,38109569,모바일앱,KRW,N,,COMPLETED
TXN00003508,CUS036,PRD012,BRN012,2023-05-11,17:01:44,카드결제,175492379,188029857,영업점,KRW,N,,COMPLETED
TXN00003509,CUS020,PRD004,,2023-05-11,15:51:27,대출상환,158956656,,모바일앱,KRW,N,,COMPLETED
TXN00003510,CUS026,PRD021,,2023-05-11,19:12:35,출금,148373378,159521803,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003511,CUS044,PRD012,BRN011,2023-05-11,08:42:38,카드결제,2095822754,2117917170,ATM,KRW,N,,COMPLETED
TXN00003512,CUS024,PRD004,BRN006,2023-05-11,17:53:22,대출실행,196161864,203996549,ATM,KRW,N,,COMPLETED
TXN00003513,CUS004,PRD020,BRN007,2023-05-11,13:10:14,매도,183773160,197196801,ATM,KRW,N,,COMPLETED
TXN00003514,CUS030,PRD014,BRN002,2023-05-11,15:27:40,카드결제,116692787,136820914,ATM,KRW,N,,COMPLETED
TXN00003515,CUS012,PRD003,,2023-05-11,09:07:39,자동이체,2998282262,,모바일앱,KRW,N,,COMPLETED
TXN00003516,CUS015,PRD007,,2023-05-11,14:06:47,매도,94443419,,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003517,CUS019,PRD006,BRN009,2023-05-11,13:00:33,대출실행,195234503,,ATM,KRW,N,,COMPLETED
TXN00003518,CUS038,PRD008,BRN001,2023-05-11,17:12:09,매도,104200726,138220173,영업점,KRW,N,,COMPLETED
TXN00003519,CUS044,PRD018,BRN003,2023-05-12,22:49:56,외환거래,1480546853,1501560607,영업점,JPY,N,,COMPLETED
TXN00003520,CUS028,PRD014,BRN011,2023-05-12,21:16:48,카드결제,232519287,248292941,영업점,KRW,N,,COMPLETED
TXN00003521,CUS017,PRD015,,2023-05-12,08:57:02,외환거래,171079773,,모바일앱,EUR,N,,COMPLETED
TXN00003522,CUS001,PRD013,,2023-05-12,17:36:14,카드결제,127164096,176534579,모바일앱,KRW,N,,COMPLETED
TXN00003523,CUS017,PRD012,,2023-05-12,17:23:06,카드결제,160419108,162178600,모바일앱,KRW,N,,COMPLETED
TXN00003524,CUS019,PRD006,,2023-05-12,12:33:40,대출실행,82772424,89902052,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003525,CUS001,PRD016,,2023-05-12,20:55:58,외환거래,124281835,157128369,모바일앱,USD,N,,COMPLETED
TXN00003526,CUS026,PRD021,BRN011,2023-05-12,21:37:10,출금,158798782,166591904,ATM,KRW,N,,COMPLETED
TXN00003527,CUS003,PRD018,,2023-05-12,14:04:35,외환거래,75695922,,모바일앱,EUR,N,,COMPLETED
TXN00003528,CUS015,PRD007,BRN006,2023-05-12,13:49:19,매도,172110862,212232613,영업점,KRW,N,,COMPLETED
TXN00003529,CUS037,PRD020,,2023-05-12,22:49:32,매도,37211514,68669373,자동이체,KRW,N,,COMPLETED
TXN00003530,CUS030,PRD006,,2023-05-12,14:06:21,대출실행,119358042,138243467,모바일앱,KRW,N,,COMPLETED
TXN00003531,CUS029,PRD023,BRN007,2023-05-12,21:21:26,대출실행,183584786,213432593,ATM,KRW,N,,COMPLETED
TXN00003532,CUS046,PRD009,BRN002,2023-05-12,20:06:33,매도,157757326,182790043,ATM,KRW,N,,COMPLETED
TXN00003533,CUS008,PRD003,BRN012,2023-05-12,15:33:19,자동이체,2353090811,2374297031,ATM,KRW,N,,COMPLETED
TXN00003534,CUS012,PRD016,,2023-05-12,08:05:07,매수,117263535,161522803,자동이체,KRW,N,,COMPLETED
TXN00003535,CUS045,PRD011,,2023-05-12,12:50:36,입금,1160040319,,모바일앱,KRW,N,,COMPLETED
TXN00003536,CUS006,PRD005,,2023-05-12,12:51:29,대출상환,187986991,,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003537,CUS028,PRD014,,2023-05-13,21:37:51,카드결제,476231150,485018979,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003538,CUS005,PRD013,,2023-05-13,02:16:16,카드결제,2358543,36611877,모바일앱,KRW,Y,비정상시간,COMPLETED
TXN00003539,CUS012,PRD016,,2023-05-13,18:33:50,매도,1927784763,1977025502,모바일앱,KRW,N,,COMPLETED
TXN00003540,CUS018,PRD020,,2023-05-13,12:43:43,매도,16318962,27977592,모바일앱,KRW,N,,COMPLETED
TXN00003541,CUS043,PRD022,BRN008,2023-05-13,14:25:27,입금,413091,32979769,ATM,KRW,N,,COMPLETED
TXN00003542,CUS049,PRD024,,2023-05-13,09:44:46,자동이체,6845706,41088906,자동이체,KRW,N,,COMPLETED
TXN00003543,CUS020,PRD001,,2023-05-13,13:17:14,자동이체,96619967,99860525,모바일앱,KRW,N,,COMPLETED
TXN00003544,CUS045,PRD012,BRN015,2023-05-13,19:32:20,카드결제,4493166437,4502555448,ATM,KRW,N,,COMPLETED
TXN00003545,CUS029,PRD023,,2023-05-13,14:12:44,대출실행,176914693,202417797,모바일앱,KRW,N,,COMPLETED
TXN00003546,CUS040,PRD016,BRN008,2023-05-13,18:06:56,외환거래,78747903,109570084,ATM,EUR,N,,COMPLETED
TXN00003547,CUS016,PRD022,,2023-05-13,10:40:25,입금,449593506,,인터넷뱅킹,USD,Y,해외거래이상,COMPLETED
TXN00003548,CUS034,PRD015,,2023-05-13,18:00:01,매수,37778081,80684415,모바일앱,KRW,N,,COMPLETED
TXN00003549,CUS018,PRD024,BRN003,2023-05-13,18:20:20,출금,1289483,42300326,ATM,KRW,N,,COMPLETED
TXN00003550,CUS033,PRD009,,2023-05-13,09:06:13,매도,144033499,158699782,모바일앱,KRW,N,,COMPLETED
TXN00003551,CUS010,PRD013,,2023-05-13,10:10:14,카드결제,69546764,78920305,모바일앱,KRW,Y,연속거래,COMPLETED
TXN00003552,CUS004,PRD014,,2023-05-13,16:13:33,카드결제,68270747,104829561,모바일앱,KRW,N,,COMPLETED
TXN00003553,CUS043,PRD010,,2023-05-13,10:42:13,입금,34075528,46017217,모바일앱,KRW,N,,COMPLETED
TXN00003554,CUS026,PRD003,BRN009,2023-05-13,17:38:36,자동이체,21775487,24922045,영업점,KRW,N,,COMPLETED
TXN00003555,CUS010,PRD013,,2023-05-13,18:15:14,카드결제,185997346,207438419,모바일앱,KRW,N,,COMPLETED
TXN00003556,CUS050,PRD007,BRN001,2023-05-13,15:22:19,매도,119892996,128799466,영업점,KRW,N,,COMPLETED
TXN00003557,CUS034,PRD020,BRN014,2023-05-13,12:51:49,매도,1944226840,1946463771,ATM,KRW,N,,COMPLETED
TXN00003558,CUS042,PRD008,,2023-05-13,12:33:53,매도,59687933,69522591,모바일앱,KRW,N,,COMPLETED
TXN00003559,CUS004,PRD009,,2023-05-13,14:42:50,매수,538573,43525130,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003560,CUS048,PRD024,,2023-05-13,20:30:23,이체,156121129,191037854,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003561,CUS047,PRD004,,2023-05-13,21:29:14,대출실행,125382868,147789589,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003562,CUS038,PRD001,,2023-05-13,11:11:34,이체,181177159,185036504,모바일앱,KRW,N,,COMPLETED
TXN00003563,CUS030,PRD006,BRN012,2023-05-13,09:48:39,대출실행,124385412,174035482,영업점,KRW,N,,COMPLETED
TXN00003564,CUS003,PRD014,,2023-05-13,18:38:25,카드결제,75135353,,모바일앱,KRW,N,,COMPLETED
TXN00003565,CUS011,PRD013,,2023-05-14,18:16:08,카드결제,87982497,116717347,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003566,CUS029,PRD021,,2023-05-14,09:03:30,입금,17093743,24732720,모바일앱,KRW,N,,COMPLETED
TXN00003567,CUS026,PRD017,,2023-05-14,21:29:18,매도,66527205,91348305,모바일앱,KRW,N,,COMPLETED
TXN00003568,CUS020,PRD019,,2023-05-14,19:16:38,외환거래,136399920,174326101,모바일앱,EUR,N,,COMPLETED
TXN00003569,CUS045,PRD015,BRN005,2023-05-14,18:31:31,외환거래,2213961047,,ATM,JPY,N,,COMPLETED
TXN00003570,CUS015,PRD007,,2023-05-14,10:58:14,매도,32399125,68297750,자동이체,KRW,N,,COMPLETED
TXN00003571,CUS046,PRD008,,2023-05-14,15:50:12,매수,14712981,30235204,모바일앱,KRW,N,,COMPLETED
TXN00003572,CUS049,PRD019,BRN012,2023-05-14,11:17:06,매수,118396073,167865165,ATM,KRW,N,,COMPLETED
TXN00003573,CUS045,PRD011,,2023-05-14,20:50:17,입금,2325074680,2372269567,모바일앱,KRW,N,,COMPLETED
TXN00003574,CUS015,PRD007,,2023-05-14,14:44:37,매수,774726648,816564062,모바일앱,KRW,Y,이상금액,COMPLETED
TXN00003575,CUS045,PRD009,BRN007,2023-05-14,10:54:55,매수,2702853919,2731109413,ATM,KRW,N,,COMPLETED
TXN00003576,CUS036,PRD011,,2023-05-14,11:58:58,입금,59758235,,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003577,CUS037,PRD023,,2023-05-14,14:34:30,대출실행,125555395,169211244,모바일앱,KRW,N,,COMPLETED
TXN00003578,CUS027,PRD014,BRN006,2023-05-14,21:17:17,카드결제,32222392,68944244,영업점,KRW,N,,COMPLETED
TXN00003579,CUS011,PRD014,BRN009,2023-05-14,10:49:20,카드결제,123322137,,영업점,KRW,N,,COMPLETED
TXN00003580,CUS034,PRD020,,2023-05-14,13:08:32,매도,964159173,973065539,모바일앱,KRW,N,,COMPLETED
TXN00003581,CUS012,PRD016,,2023-05-14,22:44:53,매도,680600137,726820433,자동이체,KRW,N,,COMPLETED
TXN00003582,CUS047,PRD011,BRN007,2023-05-14,09:15:55,입금,376880196,394858398,영업점,KRW,N,,COMPLETED
TXN00003583,CUS015,PRD007,BRN010,2023-05-14,15:26:23,매도,35403824,66717756,영업점,KRW,N,,COMPLETED
TXN00003584,CUS018,PRD024,,2023-05-14,13:01:12,이체,105792925,154933998,모바일앱,KRW,N,,COMPLETED
TXN00003585,CUS049,PRD024,,2023-05-14,14:39:50,출금,69686042,116135937,자동이체,KRW,N,,COMPLETED
TXN00003586,CUS039,PRD023,,2023-05-14,14:06:44,대출상환,107531854,118254364,모바일앱,KRW,N,,COMPLETED
TXN00003587,CUS031,PRD009,BRN001,2023-05-14,13:24:15,매수,145964082,,영업점,KRW,N,,COMPLETED
TXN00003588,CUS045,PRD015,,2023-05-14,11:34:56,매수,4211829959,4261083712,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003589,CUS038,PRD008,,2023-05-14,09:31:13,매수,49930911,,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003590,CUS015,PRD007,,2023-05-14,15:10:16,매도,99103665,116993580,인터넷뱅킹,KRW,N,,FAILED
TXN00003591,CUS050,PRD007,BRN013,2023-05-14,10:58:28,매도,190333051,230678511,ATM,KRW,N,,COMPLETED
TXN00003592,CUS044,PRD017,,2023-05-14,21:59:04,매도,1340218289,1367701192,모바일앱,KRW,N,,COMPLETED
TXN00003593,CUS050,PRD012,,2023-05-14,12:47:08,카드결제,182824052,208151638,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003594,CUS035,PRD001,,2023-05-15,15:12:24,입금,150548471,159433852,모바일앱,KRW,N,,COMPLETED
TXN00003595,CUS014,PRD001,BRN002,2023-05-15,15:34:33,자동이체,151333149,153384775,ATM,KRW,N,,COMPLETED
TXN00003596,CUS006,PRD006,,2023-05-15,14:57:13,대출상환,191851870,229222721,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003597,CUS012,PRD016,,2023-05-15,10:10:45,매도,3162579327,3203470486,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003598,CUS050,PRD012,,2023-05-15,12:55:18,카드결제,130811972,176039249,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003599,CUS033,PRD003,BRN001,2023-05-15,19:01:57,입금,45047657,68960283,ATM,KRW,N,,COMPLETED
TXN00003600,CUS012,PRD003,,2023-05-15,09:36:34,입금,2791583423,2801983413,모바일앱,KRW,N,,COMPLETED
TXN00003601,CUS027,PRD014,,2023-05-15,20:58:42,카드결제,137736753,,자동이체,KRW,N,,COMPLETED
TXN00003602,CUS039,PRD008,,2023-05-15,10:03:56,매도,94046987,99540597,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003603,CUS035,PRD016,,2023-05-15,12:33:47,외환거래,464309389,497605921,모바일앱,USD,Y,이상금액,COMPLETED
TXN00003604,CUS021,PRD019,,2023-05-15,10:39:00,외환거래,387978325,406319586,모바일앱,EUR,N,,COMPLETED
TXN00003605,CUS033,PRD003,,2023-05-15,22:05:36,자동이체,10534742,35680441,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003606,CUS023,PRD004,BRN008,2023-05-15,12:44:03,대출실행,12628886,43719676,ATM,KRW,N,,COMPLETED
TXN00003607,CUS039,PRD023,,2023-05-15,10:10:55,대출상환,126871660,175870412,인터넷뱅킹,KRW,N,,COMPLETED
TXN00003608,CUS012,PRD016,,2023-05-15,11:39:57,외환거래,3487488874,3532020934,모바일앱,EUR,N,,COMPLETED
TXN00003609,CUS018,PRD024,,2023-05-15,20:43:36,이체,84526846,,모바일앱,KRW,N,,COMPLETED
TXN00003610,CUS021,PRD013,,2023-05-15,13:08:16,카드결제,252514742,282163311,모바일앱,KRW,N,,COMPLETED
TXN00003611,CUS032,PRD024,BRN007,2023-05-15,08:36:28,이체,21616680,49037548,영업점,KRW,N,,COMPLETED
TXN00003612,CUS049,PRD019,,2023-05-15,22:39:19,매수,163455828,210165113,모바일앱,KRW,N,,COMPLETED
TXN00003613,CUS014,PRD001,BRN007,2023-05-15,10:46:10,입금,134102510,160386349,영업점,KRW,N,,COMPLETED
TXN00003614,CUS041,PRD003,,2023-05-15,12:19:01,입금,159754462,165212298,모바일앱,KRW,N,,COMPLETED
TXN00003615,CUS002,PRD012,BRN003,2023-05-15,16:47:17,카드결제,19053172,62049523,ATM,KRW,N,,COMPLETED
TXN00003616,CUS021,PRD013,,2023-05-15,08:25:45,카드결제,72885962,112806398,인터넷뱅킹,KRW,N,,COMPLETED
