USAGE_ID,METER_ID,USAGE_DATE,USAGE_KWH,PEAK_KW,OFFPEAK_KW,REACTIVE_KVARH,POWER_FACTOR,IS_PEAK_DAY,ESTIMATED_FLAG
2663,MTR003,2023-05-14,8772.89,432.03,248.55,899.84,,0,N
2664,MTR004,2023-05-14,459.14,22.24,14.26,36.01,0.984,0,N
2665,MTR005,2023-05-14,8481.58,438.36,346.67,600.81,,0,N
2666,MTR006,2023-05-14,1001.76,48.36,33.21,61.27,0.932,0,N
2667,MTR007,2023-05-14,6569.91,350.78,279.85,1181.34,0.946,0,N
2668,MTR008,2023-05-14,244.89,13.14,6.73,50.6,,0,N
2669,MTR009,2023-05-14,11680.48,640.99,425.52,2650.21,0.922,0,N
2670,MTR010,2023-05-14,146.81,7.25,5.17,23.24,0.974,0,N
2671,MTR011,2023-05-14,7347.11,344.57,217.19,405.25,0.861,0,N
2672,MTR012,2023-05-14,427.77,21.74,14.54,49.11,0.954,0,N
2673,MTR013,2023-05-14,3297.03,154.64,121.42,267.48,0.938,0,N
2674,MTR014,2023-05-14,487.88,25.67,16.43,112.81,0.887,0,N
2675,MTR015,2023-05-14,177.8,8.43,7.02,24.32,0.87,0,N
2676,MTR016,2023-05-14,77.14,3.64,2.91,16.15,0.871,0,N
2677,MTR017,2023-05-14,13336.87,710.03,501.21,2388.56,,0,N
2678,MTR018,2023-05-14,284.26,13.01,9.33,31.59,0.916,0,N
2679,MTR019,2023-05-14,33847.0,1830.28,1363.49,6848.95,0.887,0,N
2680,MTR020,2023-05-14,141.04,7.69,4.21,34.61,0.928,0,Y
2681,MTR001,2023-05-15,371.87,18.97,10.41,26.24,0.874,0,N
2682,MTR002,2023-05-15,3201.6,162.53,112.23,398.91,0.912,0,N
2683,MTR003,2023-05-15,10277.37,559.58,264.37,1686.82,0.85,0,N
2684,MTR004,2023-05-15,651.44,36.1,24.12,77.91,0.89,0,N
2685,MTR005,2023-05-15,10281.29,468.2,424.97,2367.21,0.916,0,N
2686,MTR006,2023-05-15,1471.82,68.65,49.94,141.31,0.934,0,N
2687,MTR007,2023-05-15,8612.83,440.91,281.39,1490.93,0.954,0,N
2688,MTR008,2023-05-15,368.2,19.54,12.27,87.72,0.96,0,N
2689,MTR009,2023-05-15,14342.56,758.1,473.44,1932.66,0.955,0,N
2690,MTR010,2023-05-15,254.9,11.8,7.33,12.99,0.924,0,N
2691,MTR011,2023-05-15,8880.39,462.69,284.91,1360.85,0.861,0,N
2692,MTR012,2023-05-15,676.15,34.49,25.28,39.91,0.9,0,N
2693,MTR013,2023-05-15,3794.13,199.97,147.95,524.63,,0,N
2694,MTR014,2023-05-15,866.49,41.71,34.78,135.91,0.907,0,N
2695,MTR015,2023-05-15,276.53,14.82,10.78,59.55,0.908,0,N
2696,MTR016,2023-05-15,72.78,3.5,2.09,3.76,0.956,0,N
2697,MTR017,2023-05-15,15146.86,697.06,604.49,3337.04,0.892,0,N
2698,MTR018,2023-05-15,112.23,5.23,3.23,8.77,0.859,0,N
2699,MTR019,2023-05-15,36059.76,1876.14,1518.72,3061.51,0.885,0,N
2700,MTR020,2023-05-15,119.93,5.57,4.08,16.31,0.914,0,N
2701,MTR001,2023-05-16,8107.68,409.81,254.29,1099.17,0.979,0,N
2702,MTR002,2023-05-16,3249.58,168.22,123.92,456.19,,0,N
2703,MTR003,2023-05-16,9916.35,477.49,358.08,2468.62,0.978,0,N
2704,MTR004,2023-05-16,697.94,31.79,19.87,69.96,0.975,0,Y
2705,MTR005,2023-05-16,9542.44,467.4,343.35,1981.63,,0,N
2706,MTR006,2023-05-16,1622.11,87.54,51.72,362.64,0.859,0,N
2707,MTR007,2023-05-16,8147.34,430.43,296.03,621.35,0.868,0,N
2708,MTR008,2023-05-16,365.64,17.22,10.24,70.6,,0,N
2709,MTR009,2023-05-16,14077.28,656.4,435.32,999.88,0.938,0,N
2710,MTR010,2023-05-16,245.31,11.66,9.66,31.65,0.861,0,N
2711,MTR011,2023-05-16,8746.77,453.1,272.0,577.12,0.98,0,N
2712,MTR012,2023-05-16,698.41,32.25,20.57,110.39,,0,N
2713,MTR013,2023-05-16,3903.58,185.49,142.04,586.71,0.872,0,N
2714,MTR014,2023-05-16,798.91,43.62,32.71,147.72,0.964,0,N
2715,MTR015,2023-05-16,271.41,12.93,8.6,24.86,0.911,0,N
2716,MTR016,2023-05-16,65.24,3.23,2.32,15.59,0.948,0,N
2717,MTR017,2023-05-16,14264.0,791.34,434.46,2091.44,0.929,0,N
2718,MTR018,2023-05-16,101.94,5.39,3.59,18.1,0.899,0,N
2719,MTR019,2023-05-16,35955.73,1825.06,1387.92,6474.72,0.97,0,N
2720,MTR020,2023-05-16,118.07,6.1,4.31,19.69,0.881,0,N
2721,MTR001,2023-05-17,7773.85,358.28,273.94,1806.02,0.894,0,N
2722,MTR002,2023-05-17,3386.37,168.6,94.24,643.65,0.881,0,N
2723,MTR003,2023-05-17,10648.49,486.58,357.97,2564.88,0.9,0,N
2724,MTR004,2023-05-17,758.65,38.78,24.62,170.51,,0,N
2725,MTR005,2023-05-17,9885.87,471.1,371.44,1901.4,,0,N
2726,MTR006,2023-05-17,1415.61,68.2,56.46,257.42,0.909,0,N
2727,MTR007,2023-05-17,7819.97,419.56,297.41,1154.52,0.853,0,N
2728,MTR008,2023-05-17,351.09,16.09,12.2,19.59,0.866,0,N
2729,MTR009,2023-05-17,13669.42,676.74,554.65,3119.61,0.927,0,Y
2730,MTR010,2023-05-17,254.26,12.82,8.15,22.77,,0,N
2731,MTR011,2023-05-17,8428.15,431.68,283.45,1534.01,0.902,0,N
2732,MTR012,2023-05-17,727.71,35.59,24.92,89.92,0.975,0,N
2733,MTR013,2023-05-17,3798.95,197.85,134.51,866.23,0.968,0,N
2734,MTR014,2023-05-17,855.27,39.94,27.5,67.29,0.981,0,N
2735,MTR015,2023-05-17,288.56,15.77,8.53,19.98,0.859,0,N
2736,MTR016,2023-05-17,65.33,3.39,2.42,5.94,0.961,0,N
2737,MTR017,2023-05-17,14755.61,699.37,556.81,3544.51,0.876,0,N
2738,MTR018,2023-05-17,105.75,4.81,3.39,11.33,0.953,0,N
2739,MTR019,2023-05-17,34749.37,1921.11,1170.42,2960.84,0.95,0,N
2740,MTR020,2023-05-17,111.26,5.77,3.65,21.3,0.89,0,N
2741,MTR001,2023-05-18,7578.64,394.52,328.31,1218.17,0.933,0,N
2742,MTR002,2023-05-18,3082.74,154.06,113.93,196.47,0.88,0,N
2743,MTR003,2023-05-18,10679.12,563.34,347.0,781.66,,0,N
2744,MTR004,2023-05-18,648.63,34.33,27.63,109.24,,0,N
2745,MTR005,2023-05-18,10194.53,522.28,387.68,2160.36,,0,N
2746,MTR006,2023-05-18,1531.82,74.06,61.82,196.86,0.929,0,N
2747,MTR007,2023-05-18,7890.42,395.39,218.86,1931.26,0.95,0,N
2748,MTR008,2023-05-18,1019.13,47.17,37.44,74.43,0.921,0,N
2749,MTR009,2023-05-18,14081.94,778.36,386.44,1405.42,0.983,0,N
2750,MTR010,2023-05-18,222.52,10.56,7.78,47.9,0.919,0,N
2751,MTR011,2023-05-18,8688.02,413.25,294.61,1119.67,0.967,0,N
2752,MTR012,2023-05-18,674.57,32.16,18.81,76.29,0.974,0,N
2753,MTR013,2023-05-18,4031.77,191.21,162.22,523.27,,0,N
2754,MTR014,2023-05-18,797.97,40.74,22.7,177.36,0.869,0,N
2755,MTR015,2023-05-18,271.46,13.51,10.33,15.01,0.919,0,N
2756,MTR016,2023-05-18,61.73,3.27,2.61,12.38,0.897,0,N
2757,MTR017,2023-05-18,14666.15,711.8,518.15,1716.1,0.953,0,N
2758,MTR018,2023-05-18,103.4,4.98,3.21,16.55,0.897,0,N
2759,MTR019,2023-05-18,35391.01,1622.01,972.16,8591.91,0.979,0,N
2760,MTR020,2023-05-18,120.65,5.98,3.62,15.6,0.929,0,N
2761,MTR001,2023-05-19,7516.34,386.32,283.72,1008.83,0.962,0,N
2762,MTR002,2023-05-19,3310.68,182.36,133.85,468.37,0.898,0,N
2763,MTR003,2023-05-19,9926.1,538.19,302.0,998.69,0.861,0,N
2764,MTR004,2023-05-19,736.38,40.26,21.86,54.24,0.893,0,N
2765,MTR005,2023-05-19,10138.06,560.47,335.64,1195.86,0.938,0,N
2766,MTR006,2023-05-19,1408.15,70.32,54.34,309.59,0.959,0,N
2767,MTR007,2023-05-19,8283.65,400.05,239.55,935.66,0.989,0,N
2768,MTR008,2023-05-19,30.05,1.64,0.79,5.37,0.869,0,N
2769,MTR009,2023-05-19,13669.35,738.77,556.58,3027.05,0.985,0,N
2770,MTR010,2023-05-19,231.35,10.94,9.35,38.45,0.967,0,Y
2771,MTR011,2023-05-19,8730.48,444.85,250.67,1066.36,,0,N
2772,MTR012,2023-05-19,700.1,38.73,23.5,108.89,0.885,0,N
2773,MTR013,2023-05-19,3996.32,200.34,140.81,769.31,0.931,0,N
2774,MTR014,2023-05-19,886.49,42.22,31.91,102.71,,0,N
2775,MTR015,2023-05-19,284.35,14.4,9.91,23.8,,0,N
2776,MTR016,2023-05-19,74.39,4.07,2.01,6.76,0.893,0,N
2777,MTR017,2023-05-19,14957.82,761.71,604.09,1429.83,0.873,0,N
2778,MTR018,2023-05-19,114.32,6.29,4.21,6.01,0.928,0,N
2779,MTR019,2023-05-19,34348.68,1575.04,1074.58,3362.1,0.97,0,N
2780,MTR020,2023-05-19,125.21,5.85,4.45,23.93,0.939,0,N
2781,MTR001,2023-05-20,7158.65,380.62,237.99,599.87,0.925,0,N
2782,MTR002,2023-05-20,2725.52,125.76,100.34,313.82,0.888,0,N
2783,MTR003,2023-05-20,8038.41,366.41,227.19,1793.06,0.984,0,N
2784,MTR004,2023-05-20,443.88,24.65,12.99,32.92,,0,N
2785,MTR005,2023-05-20,8265.18,406.55,302.36,513.02,0.931,0,N
2786,MTR006,2023-05-20,967.63,46.24,31.72,148.28,0.927,0,N
2787,MTR007,2023-05-20,6882.92,340.09,181.9,1346.31,,0,N
2788,MTR008,2023-05-20,259.29,11.93,10.56,51.91,0.952,0,Y
2789,MTR009,2023-05-20,12959.3,633.46,400.59,1715.64,0.853,0,N
2790,MTR010,2023-05-20,160.3,7.79,5.14,10.04,0.893,0,N
2791,MTR011,2023-05-20,6820.47,310.42,247.31,1475.9,0.955,0,Y
2792,MTR012,2023-05-20,383.09,18.66,13.07,51.1,0.95,0,N
2793,MTR013,2023-05-20,3255.48,156.32,98.21,741.79,0.922,0,N
2794,MTR014,2023-05-20,485.55,24.08,13.63,114.97,0.875,0,N
2795,MTR015,2023-05-20,170.13,8.69,5.33,23.04,0.905,0,N
2796,MTR016,2023-05-20,74.21,3.73,2.75,16.46,0.963,0,N
2797,MTR017,2023-05-20,11760.52,535.38,442.54,1097.74,0.968,0,N
2798,MTR018,2023-05-20,113.2,6.27,3.55,22.84,0.99,0,N
2799,MTR019,2023-05-20,31355.47,1709.1,1110.96,2487.35,0.871,0,N
2800,MTR020,2023-05-20,118.38,5.83,3.18,7.38,0.962,0,N
2801,MTR001,2023-05-21,7050.87,353.07,277.97,1752.72,0.868,0,N
2802,MTR002,2023-05-21,2809.36,132.85,91.28,263.58,0.944,0,N
2803,MTR003,2023-05-21,8087.32,386.34,231.18,490.43,0.926,0,N
2804,MTR004,2023-05-21,416.12,23.06,14.49,40.22,0.957,0,N
2805,MTR005,2023-05-21,8911.02,423.04,353.8,1087.23,0.918,0,N
2806,MTR006,2023-05-21,882.16,42.32,28.05,176.92,,0,N
2807,MTR007,2023-05-21,20547.07,1071.1,594.78,2492.53,0.892,0,N
2808,MTR008,2023-05-21,234.28,11.44,9.43,25.27,0.895,0,N
2809,MTR009,2023-05-21,12174.57,625.92,447.69,2376.06,0.869,0,N
2810,MTR010,2023-05-21,162.88,7.97,4.64,30.2,0.923,0,N
2811,MTR011,2023-05-21,7145.07,351.51,232.18,1734.75,0.962,0,N
2812,MTR012,2023-05-21,440.45,20.48,13.83,68.18,0.939,0,N
2813,MTR013,2023-05-21,3377.84,158.47,99.6,528.22,0.885,0,N
2814,MTR014,2023-05-21,25.05,1.35,0.91,2.1,0.864,0,N
2815,MTR015,2023-05-21,162.17,7.39,5.84,27.69,0.936,0,N
2816,MTR016,2023-05-21,70.71,3.58,2.28,8.74,,0,N
2817,MTR017,2023-05-21,11637.73,548.26,426.8,1056.76,0.944,0,N
2818,MTR018,2023-05-21,116.86,5.48,4.14,22.9,0.89,0,N
2819,MTR019,2023-05-21,31064.96,1466.17,1035.89,1760.67,0.851,0,N
2820,MTR020,2023-05-21,134.61,7.23,4.36,31.61,0.913,0,N
2821,MTR001,2023-05-22,7898.29,363.01,315.23,1961.49,0.961,0,N
2822,MTR002,2023-05-22,3007.0,142.62,85.36,370.31,,0,N
2823,MTR003,2023-05-22,10694.53,501.11,343.42,1590.83,0.88,0,N
2824,MTR004,2023-05-22,698.72,32.4,20.28,53.21,,0,N
2825,MTR005,2023-05-22,10186.33,472.12,311.05,1410.89,0.933,0,N
2826,MTR006,2023-05-22,1401.69,77.13,44.72,212.53,0.937,0,N
2827,MTR007,2023-05-22,8087.69,397.1,250.38,857.97,0.962,0,N
2828,MTR008,2023-05-22,418.18,20.79,13.99,35.7,0.866,0,N
2829,MTR009,2023-05-22,14144.05,778.0,497.13,1585.1,0.937,0,Y
2830,MTR010,2023-05-22,235.88,11.93,8.17,46.45,0.932,0,N
2831,MTR011,2023-05-22,8418.04,444.2,240.6,1566.73,0.948,0,N
2832,MTR012,2023-05-22,661.76,32.68,23.35,38.7,,0,N
2833,MTR013,2023-05-22,3589.47,173.86,135.81,764.5,0.922,0,Y
2834,MTR014,2023-05-22,895.05,47.68,27.02,63.71,,0,N
2835,MTR015,2023-05-22,262.33,14.28,8.07,15.99,0.955,0,N
2836,MTR016,2023-05-22,65.27,3.33,2.14,8.14,0.973,0,N
2837,MTR017,2023-05-22,15283.25,759.26,580.73,2088.0,,0,Y
2838,MTR018,2023-05-22,100.33,5.33,3.68,21.78,0.984,0,N
2839,MTR019,2023-05-22,34805.45,1607.86,1341.16,4681.78,0.872,0,N
2840,MTR020,2023-05-22,105.92,4.85,4.32,23.76,0.97,0,Y
2841,MTR001,2023-05-23,7793.33,358.88,287.89,1203.52,0.899,0,N
2842,MTR002,2023-05-23,3205.64,146.2,84.82,666.13,0.954,0,N
2843,MTR003,2023-05-23,10977.16,556.73,326.41,753.7,0.865,0,Y
2844,MTR004,2023-05-23,727.4,39.26,22.0,130.21,0.882,0,N
2845,MTR005,2023-05-23,10256.95,512.03,310.34,1991.17,0.869,0,N
2846,MTR006,2023-05-23,1365.77,67.55,41.78,259.8,0.99,0,N
2847,MTR007,2023-05-23,8504.28,421.21,251.15,1036.35,,0,N
2848,MTR008,2023-05-23,350.3,17.85,12.57,24.75,0.946,0,Y
2849,MTR009,2023-05-23,13932.14,761.26,443.2,3224.0,0.886,0,N
2850,MTR010,2023-05-23,232.75,10.83,9.71,30.44,0.933,0,N
2851,MTR011,2023-05-23,9129.23,460.45,305.95,1245.59,0.928,0,N
2852,MTR012,2023-05-23,729.94,39.31,21.03,47.91,0.87,0,Y
2853,MTR013,2023-05-23,3788.25,202.4,101.62,700.43,0.938,0,N
2854,MTR014,2023-05-23,816.26,44.9,29.33,180.67,,0,N
2855,MTR015,2023-05-23,268.16,12.44,9.0,62.03,0.869,0,N
2856,MTR016,2023-05-23,62.89,2.99,2.4,12.81,0.926,0,N
2857,MTR017,2023-05-23,14556.47,714.32,421.15,3016.39,0.908,0,N
2858,MTR018,2023-05-23,108.76,5.25,4.28,6.81,0.901,0,N
2859,MTR019,2023-05-23,31015.23,1657.04,1248.39,2489.73,0.966,0,Y
2860,MTR020,2023-05-23,115.1,5.64,3.31,16.17,0.865,0,N
2861,MTR001,2023-05-24,7922.94,421.5,327.03,1535.45,0.922,0,N
2862,MTR002,2023-05-24,3241.35,174.29,109.3,623.06,,0,N
2863,MTR003,2023-05-24,10496.51,495.79,356.65,1990.87,0.962,0,Y
2864,MTR004,2023-05-24,764.19,36.78,24.76,68.29,0.968,0,N
2865,MTR005,2023-05-24,10129.06,550.89,362.56,2391.59,,0,N
2866,MTR006,2023-05-24,1610.01,80.46,50.84,389.66,0.963,0,N
2867,MTR007,2023-05-24,8159.09,388.17,259.05,762.13,0.897,0,N
2868,MTR008,2023-05-24,368.27,19.53,12.57,55.41,,0,N
2869,MTR009,2023-05-24,15008.1,810.68,498.88,1731.74,0.859,0,N
2870,MTR010,2023-05-24,248.53,13.08,9.76,23.88,0.953,0,N
2871,MTR011,2023-05-24,8573.1,439.3,347.09,648.99,0.926,0,N
2872,MTR012,2023-05-24,700.52,38.44,22.59,64.11,0.946,0,N
2873,MTR013,2023-05-24,3682.03,198.55,131.33,667.68,0.855,0,N
2874,MTR014,2023-05-24,908.06,44.2,37.06,191.65,0.861,0,N
2875,MTR015,2023-05-24,278.56,13.37,10.39,65.83,0.88,0,N
2876,MTR016,2023-05-24,67.9,3.59,2.56,7.15,0.931,0,N
2877,MTR017,2023-05-24,15300.4,722.83,512.33,1666.19,0.934,0,N
2878,MTR018,2023-05-24,112.83,6.17,3.8,17.07,0.967,0,N
2879,MTR019,2023-05-24,35903.49,1844.48,1268.85,5379.36,0.886,0,N
2880,MTR020,2023-05-24,107.83,5.93,3.09,10.01,0.872,0,N
2881,MTR001,2023-05-25,7819.21,415.32,314.4,879.19,0.982,0,N
2882,MTR002,2023-05-25,3104.03,155.31,116.94,166.38,0.906,0,N
2883,MTR003,2023-05-25,31029.45,1486.93,1201.28,7710.63,,0,N
2884,MTR004,2023-05-25,747.79,34.44,21.81,112.68,0.971,0,N
2885,MTR005,2023-05-25,10456.86,512.72,359.49,546.04,0.892,0,N
2886,MTR006,2023-05-25,1627.17,75.33,52.44,395.93,0.855,0,N
2887,MTR007,2023-05-25,7736.79,399.62,250.84,815.64,0.973,0,N
2888,MTR008,2023-05-25,386.64,21.02,11.34,33.35,0.854,0,N
2889,MTR009,2023-05-25,13792.4,659.82,498.57,1727.54,0.938,0,N
2890,MTR010,2023-05-25,241.34,11.0,8.18,42.25,0.902,0,N
2891,MTR011,2023-05-25,8741.34,408.23,348.19,1642.23,0.897,0,N
2892,MTR012,2023-05-25,668.83,35.5,21.02,90.31,0.879,0,N
2893,MTR013,2023-05-25,3681.76,182.07,98.06,664.45,0.962,0,N
2894,MTR014,2023-05-25,893.78,42.07,29.93,65.24,,0,N
2895,MTR015,2023-05-25,258.48,13.44,8.51,23.2,0.986,0,N
2896,MTR016,2023-05-25,62.1,2.89,2.26,8.0,0.962,0,N
2897,MTR017,2023-05-25,15585.88,710.93,451.58,2558.23,0.863,0,N
2898,MTR018,2023-05-25,112.54,5.55,3.69,10.83,0.913,0,N
2899,MTR019,2023-05-25,32254.99,1722.58,1237.73,5964.77,0.858,0,N
2900,MTR020,2023-05-25,116.18,5.67,3.51,21.25,0.955,0,N
2901,MTR001,2023-05-26,7753.78,419.97,307.13,1438.84,0.863,0,N
2902,MTR002,2023-05-26,3173.39,145.13,121.97,374.67,0.921,0,N
2903,MTR003,2023-05-26,10391.83,502.16,347.32,2476.92,0.92,0,N
2904,MTR004,2023-05-26,753.81,34.59,20.25,187.38,0.908,0,N
2905,MTR005,2023-05-26,9514.13,441.69,279.88,1142.93,0.905,0,N
2906,MTR006,2023-05-26,1430.81,75.16,47.74,147.4,,0,N
2907,MTR007,2023-05-26,8313.04,431.2,348.05,1477.27,0.885,0,N
2908,MTR008,2023-05-26,23.37,1.11,0.72,2.64,0.882,0,N
2909,MTR009,2023-05-26,13334.67,735.5,349.25,2066.81,0.902,0,N
2910,MTR010,2023-05-26,247.38,12.11,9.71,42.1,0.892,0,Y
2911,MTR011,2023-05-26,9157.36,418.71,291.03,617.87,0.85,0,N
2912,MTR012,2023-05-26,715.96,39.37,23.14,56.01,0.901,0,N
2913,MTR013,2023-05-26,3787.62,198.05,132.81,713.33,0.99,0,N
2914,MTR014,2023-05-26,823.16,44.38,25.11,176.52,0.93,0,N
2915,MTR015,2023-05-26,278.76,14.57,7.86,16.91,0.862,0,N
2916,MTR016,2023-05-26,61.67,3.19,1.93,15.13,0.887,0,N
2917,MTR017,2023-05-26,14764.81,749.16,489.58,1373.02,0.895,0,N
2918,MTR018,2023-05-26,116.67,6.45,3.21,13.86,0.956,0,N
2919,MTR019,2023-05-26,29864.74,1484.96,1079.18,6010.08,,0,N
2920,MTR020,2023-05-26,119.41,6.38,3.83,15.5,0.863,0,N
2921,MTR001,2023-05-27,6561.42,341.91,205.76,1246.52,0.985,0,N
2922,MTR002,2023-05-27,7961.74,363.27,266.01,503.4,0.856,0,N
2923,MTR003,2023-05-27,8531.18,470.21,321.84,776.31,0.925,0,N
2924,MTR004,2023-05-27,462.36,24.31,15.53,55.6,0.88,0,N
2925,MTR005,2023-05-27,8563.27,429.95,275.57,1480.31,0.876,0,N
2926,MTR006,2023-05-27,983.85,44.83,36.82,235.77,0.91,0,N
2927,MTR007,2023-05-27,7283.43,360.51,208.15,1676.65,0.99,0,Y
2928,MTR008,2023-05-27,264.51,13.57,10.23,50.96,0.898,0,N
2929,MTR009,2023-05-27,11811.86,546.95,366.0,2003.57,0.937,0,N
2930,MTR010,2023-05-27,167.69,7.84,6.15,17.26,0.85,0,N
2931,MTR011,2023-05-27,7188.33,338.8,206.57,659.14,,0,N
2932,MTR012,2023-05-27,432.07,22.38,15.09,32.67,0.861,0,N
2933,MTR013,2023-05-27,3237.92,149.67,126.4,728.2,,0,N
2934,MTR014,2023-05-27,570.37,27.38,20.83,87.4,0.912,0,N
2935,MTR015,2023-05-27,184.15,9.65,5.37,32.71,0.896,0,N
2936,MTR016,2023-05-27,80.95,4.04,3.31,19.13,0.969,0,N
2937,MTR017,2023-05-27,11982.15,609.0,398.99,1859.51,0.951,0,N
2938,MTR018,2023-05-27,106.61,4.98,3.22,23.35,0.887,0,N
2939,MTR019,2023-05-27,34105.53,1701.02,1145.69,6749.15,0.974,0,N
2940,MTR020,2023-05-27,122.15,6.45,4.54,16.95,0.969,0,N
2941,MTR001,2023-05-28,7073.77,365.94,242.69,1568.68,0.921,0,N
2942,MTR002,2023-05-28,2823.32,141.26,95.46,351.28,0.972,0,N
2943,MTR003,2023-05-28,8182.34,385.07,280.11,1384.67,,0,N
2944,MTR004,2023-05-28,422.96,20.95,13.23,79.35,0.908,0,N
2945,MTR005,2023-05-28,8488.88,401.32,264.45,1253.94,0.872,0,N
2946,MTR006,2023-05-28,999.1,52.44,31.42,54.12,0.892,0,N
2947,MTR007,2023-05-28,7270.37,398.35,281.01,898.35,0.866,0,N
2948,MTR008,2023-05-28,240.48,12.57,9.33,38.75,0.961,0,N
2949,MTR009,2023-05-28,12275.86,623.27,355.42,2994.97,0.88,0,N
2950,MTR010,2023-05-28,158.43,7.91,5.29,32.71,,0,N
2951,MTR011,2023-05-28,7238.38,384.94,270.75,898.37,0.896,0,N
2952,MTR012,2023-05-28,392.53,20.78,12.58,89.27,0.959,0,N
2953,MTR013,2023-05-28,3398.36,157.82,86.45,541.24,,0,N
2954,MTR014,2023-05-28,507.87,27.64,17.27,46.18,0.856,0,Y
2955,MTR015,2023-05-28,174.79,9.26,6.07,17.23,0.932,0,Y
2956,MTR016,2023-05-28,75.84,3.68,2.38,12.28,0.936,0,N
2957,MTR017,2023-05-28,13291.58,677.56,414.09,1390.22,,0,Y
2958,MTR018,2023-05-28,116.22,5.92,3.91,12.28,0.952,0,N
2959,MTR019,2023-05-28,29853.41,1417.55,854.31,5070.73,0.911,0,N
2960,MTR020,2023-05-28,130.28,6.08,4.77,21.27,0.894,0,N
2961,MTR001,2023-05-29,7981.65,393.65,219.11,797.08,0.963,0,N
2962,MTR002,2023-05-29,3088.19,158.24,101.9,623.2,0.969,0,N
2963,MTR003,2023-05-29,10271.08,511.57,260.14,763.62,0.988,0,N
2964,MTR004,2023-05-29,746.95,34.11,22.86,77.13,,0,N
2965,MTR005,2023-05-29,9575.44,436.74,318.89,601.95,0.922,0,N
2966,MTR006,2023-05-29,1593.12,87.51,57.59,184.71,0.932,0,N
2967,MTR007,2023-05-29,8081.46,381.86,269.72,1698.95,0.92,0,Y
2968,MTR008,2023-05-29,414.82,21.18,13.94,74.81,0.887,0,N
2969,MTR009,2023-05-29,13576.79,736.69,405.13,1643.15,0.974,0,N
2970,MTR010,2023-05-29,224.17,11.34,7.56,15.68,,0,N
2971,MTR011,2023-05-29,8545.57,472.48,267.47,1066.6,0.864,0,N
2972,MTR012,2023-05-29,680.44,36.29,26.84,59.31,0.929,0,N
2973,MTR013,2023-05-29,3768.97,181.49,141.59,398.87,0.879,0,Y
2974,MTR014,2023-05-29,757.85,41.39,22.14,44.44,,0,N
2975,MTR015,2023-05-29,260.85,12.04,7.88,53.04,0.901,0,N
2976,MTR016,2023-05-29,137.21,6.96,3.85,28.86,0.88,0,N
2977,MTR017,2023-05-29,14213.84,658.43,443.79,1061.78,,0,N
2978,MTR018,2023-05-29,103.66,5.09,3.81,21.84,0.878,0,N
2979,MTR019,2023-05-29,32601.68,1778.53,1308.59,3468.84,0.962,0,N
2980,MTR020,2023-05-29,111.01,6.05,4.09,13.45,0.921,0,N
2981,MTR001,2023-05-30,7822.9,429.44,311.06,1375.35,,0,N
2982,MTR002,2023-05-30,3064.59,143.42,90.24,420.84,0.918,0,Y
2983,MTR003,2023-05-30,9962.27,542.45,328.45,2230.55,0.934,0,N
2984,MTR004,2023-05-30,688.04,33.1,26.89,121.05,0.902,0,N
2985,MTR005,2023-05-30,10486.22,575.4,358.79,1146.77,,0,N
2986,MTR006,2023-05-30,1341.22,63.87,43.24,235.54,0.946,0,N
2987,MTR007,2023-05-30,7600.42,393.97,243.48,1146.79,,0,N
2988,MTR008,2023-05-30,361.19,16.48,14.2,35.26,0.894,0,N
2989,MTR009,2023-05-30,925.71,50.1,25.47,95.08,0.913,0,N
2990,MTR010,2023-05-30,228.36,11.97,7.88,48.82,0.898,0,N
2991,MTR011,2023-05-30,8769.59,427.57,256.01,1264.05,0.913,0,N
2992,MTR012,2023-05-30,657.97,36.26,21.49,97.85,0.954,0,N
2993,MTR013,2023-05-30,3710.08,190.73,115.83,247.81,0.903,0,N
2994,MTR014,2023-05-30,870.83,44.65,24.27,48.41,0.934,0,N
2995,MTR015,2023-05-30,248.59,11.45,7.14,53.6,0.987,0,N
2996,MTR016,2023-05-30,73.1,3.33,1.98,3.75,0.887,0,Y
2997,MTR017,2023-05-30,15004.2,757.76,460.06,3207.22,0.907,0,N
2998,MTR018,2023-05-30,119.6,6.55,3.6,18.24,0.971,0,Y
2999,MTR019,2023-05-30,33651.84,1653.61,1199.55,3555.91,0.93,0,N
3000,MTR020,2023-05-30,113.81,5.48,3.92,17.69,0.898,0,N
3001,MTR001,2023-05-31,8068.98,440.0,236.34,1152.49,0.948,0,N
3002,MTR002,2023-05-31,3095.82,143.09,103.84,172.23,0.919,0,N
3003,MTR003,2023-05-31,10280.35,483.33,340.46,1242.07,0.964,0,N
3004,MTR004,2023-05-31,688.53,31.68,19.95,144.19,0.952,0,N
3005,MTR005,2023-05-31,9608.99,446.57,279.77,1280.04,0.916,0,N
3006,MTR006,2023-05-31,1370.42,69.22,41.72,205.32,0.935,0,N
3007,MTR007,2023-05-31,8524.84,423.11,311.06,1456.74,0.933,0,N
3008,MTR008,2023-05-31,357.67,17.21,11.33,48.34,,0,N
3009,MTR009,2023-05-31,13182.14,676.76,446.99,1220.37,0.861,0,N
3010,MTR010,2023-05-31,231.8,10.94,7.85,33.72,0.882,0,N
3011,MTR011,2023-05-31,8408.77,385.29,284.34,1268.35,0.866,0,N
3012,MTR012,2023-05-31,721.85,36.44,24.28,59.94,0.868,0,N
3013,MTR013,2023-05-31,3809.68,187.94,127.14,740.01,0.968,0,N
